00:00:02.862 ->  SD OK~
00:00:02.947 ->  BREAK STOP~
00:00:03.208 ->  Controller Err~
00:00:04.472 ->  START~
00:00:04.533 ->  ERROR OCCUR  ~
00:00:04.592 ->  BREAK STOP  ~
00:00:04.655 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.716 ->  ERROR OCCUR  ~
00:00:04.775 ->  BREAK STOP  ~
00:00:04.838 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.898 ->  ERROR OCCUR  ~
00:00:04.959 ->  BREAK STOP  ~
00:00:05.021 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.082 ->  ERROR OCCUR  ~
00:00:05.144 ->  BREAK STOP  ~
00:00:05.204 ->  ERROR OCCUR  ~
00:00:05.265 ->  BREAK STOP  ~
00:00:05.327 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.388 ->  ERROR OCCUR  ~
00:00:05.448 ->  BREAK STOP  ~
00:00:05.511 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.572 ->  ERROR OCCUR  ~
00:00:05.632 ->  BREAK STOP  ~
00:00:05.694 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.755 ->  ERROR OCCUR  ~
00:00:05.816 ->  BREAK STOP  ~
00:00:05.876 ->  ERROR OCCUR  ~
00:00:05.939 ->  BREAK STOP  ~
00:00:06.001 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.062 ->  ERROR OCCUR  ~
00:00:06.122 ->  BREAK STOP  ~
00:00:06.184 ->  (109,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.245 ->  ERROR OCCUR  ~
00:00:06.305 ->  BREAK STOP  ~
00:00:06.368 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.428 ->  ERROR OCCUR  ~
00:00:06.489 ->  BREAK STOP  ~
00:00:06.551 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.611 ->  ERROR OCCUR  ~
00:00:06.675 ->  BREAK STOP  ~
00:00:06.737 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.798 ->  ERROR OCCUR  ~
00:00:06.858 ->  BREAK STOP  ~
00:00:06.919 ->  ERROR OCCUR  ~
00:00:06.979 ->  BREAK STOP  ~
00:00:07.042 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.102 ->  ERROR OCCUR  ~
00:00:07.162 ->  BREAK STOP  ~
00:00:07.225 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.285 ->  ERROR OCCUR  ~
00:00:07.346 ->  BREAK STOP  ~
00:00:07.408 ->  (110,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.472 ->  ERROR OCCUR  ~
00:00:07.532 ->  BREAK STOP  ~
00:00:07.595 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.655 ->  ERROR OCCUR  ~
00:00:07.714 ->  BREAK STOP  ~
00:00:07.777 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.838 ->  ERROR OCCUR  ~
00:00:07.899 ->  BREAK STOP  ~
00:00:07.959 ->  ERROR OCCUR  ~
00:00:08.019 ->  BREAK STOP  ~
00:00:08.082 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.142 ->  ERROR OCCUR  ~
00:00:08.205 ->  BREAK STOP  ~
00:00:08.267 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.329 ->  ERROR OCCUR  ~
00:00:08.388 ->  BREAK STOP  ~
00:00:08.451 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.512 ->  ERROR OCCUR  ~
00:00:08.572 ->  BREAK STOP  ~
00:00:08.633 ->  ERROR OCCUR  ~
00:00:08.693 ->  BREAK STOP  ~
00:00:08.754 ->  ERROR OCCUR  ~
00:00:08.814 ->  BREAK STOP  ~
00:00:08.877 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.937 ->  ERROR OCCUR  ~
00:00:08.999 ->  BREAK STOP  ~
00:00:09.062 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.123 ->  ERROR OCCUR  ~
00:00:09.183 ->  BREAK STOP  ~
00:00:09.245 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.306 ->  ERROR OCCUR  ~
00:00:09.366 ->  BREAK STOP  ~
00:00:09.428 ->  (110,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.490 ->  ERROR OCCUR  ~
00:00:09.549 ->  BREAK STOP  ~
00:00:09.612 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.673 ->  ERROR OCCUR  ~
00:00:09.736 ->  BREAK STOP  ~
00:00:09.796 ->  ERROR OCCUR  ~
00:00:09.857 ->  BREAK STOP  ~
00:00:09.919 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.979 ->  ERROR OCCUR  ~
00:00:10.039 ->  BREAK STOP  ~
00:00:10.100 ->  ERROR OCCUR  ~
00:00:10.160 ->  BREAK STOP  ~
00:00:10.220 ->  ERROR OCCUR  ~
00:00:10.280 ->  BREAK STOP  ~
00:00:10.343 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.403 ->  ERROR OCCUR  ~
00:00:10.464 ->  BREAK STOP  ~
00:00:10.525 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:10.589 ->  ERROR OCCUR  ~
00:00:10.648 ->  BREAK STOP  ~
00:00:10.711 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.772 ->  ERROR OCCUR  ~
00:00:10.831 ->  BREAK STOP  ~
00:00:10.894 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.954 ->  ERROR OCCUR  ~
00:00:11.015 ->  BREAK STOP  ~
00:00:11.075 ->  ERROR OCCUR  ~
00:00:11.136 ->  BREAK STOP  ~
00:00:11.198 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
