00:00:02.748 ->  SD OK
00:00:02.805 ->  BREAK STOP
00:00:03.058 ->  Controller Set
00:00:04.818 ->  START
00:00:04.853 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.897 ->  Battery :0.79 V
00:00:04.954 ->  Speed:0.00 km/hr 
00:00:04.988 ->  Battery :0.85 V
00:00:05.045 ->  Speed:0.00 km/hr 
00:00:05.079 ->  Battery :0.85 V
00:00:05.136 ->  Speed:0.00 km/hr 
00:00:05.171 ->  Battery :0.83 V
00:00:05.227 ->  Speed:0.00 km/hr 
00:00:05.261 ->  Battery :0.83 V
00:00:05.318 ->  Speed:0.00 km/hr 
00:00:05.355 ->  Battery :0.83 V
00:00:05.411 ->  Speed:0.00 km/hr 
00:00:05.445 ->  Battery :0.83 V
00:00:05.502 ->  Speed:0.00 km/hr 
00:00:05.537 ->  Battery :0.85 V
00:00:05.594 ->  Speed:0.00 km/hr 
00:00:05.627 ->  Battery :0.83 V
00:00:05.685 ->  Speed:0.00 km/hr 
00:00:05.720 ->  Battery :0.86 V
00:00:05.776 ->  Speed:0.00 km/hr 
00:00:05.811 ->  Battery :0.87 V
00:00:05.867 ->  Speed:0.00 km/hr 
00:00:05.902 ->  Battery :0.93 V
00:00:05.958 ->  Speed:0.00 km/hr 
00:00:05.992 ->  Battery :0.87 V
00:00:06.052 ->  Speed:0.00 km/hr 
00:00:06.086 ->  Battery :0.87 V
00:00:06.144 ->  Speed:0.00 km/hr 
00:00:06.177 ->  Battery :0.80 V
00:00:06.234 ->  Speed:0.00 km/hr 
00:00:06.268 ->  Battery :0.86 V
00:00:06.325 ->  Speed:0.00 km/hr 
00:00:06.360 ->  Battery :0.85 V
00:00:06.416 ->  Speed:0.00 km/hr 
00:00:06.451 ->  Battery :0.77 V
00:00:06.507 ->  Speed:0.00 km/hr 
00:00:06.542 ->  Battery :0.86 V
00:00:06.598 ->  Speed:0.00 km/hr 
00:00:06.633 ->  Battery :0.85 V
00:00:06.689 ->  Speed:0.00 km/hr 
00:00:06.733 ->  Battery :0.86 V
00:00:06.790 ->  Speed:0.00 km/hr 
00:00:06.879 ->  Battery :0.86 V
00:00:06.936 ->  Speed:0.00 km/hr 
00:00:07.029 ->  Battery :0.86 V
00:00:07.087 ->  Speed:0.00 km/hr 
00:00:07.181 ->  Battery :0.85 V
00:00:07.238 ->  Speed:0.00 km/hr 
00:00:07.331 ->  Battery :0.86 V
00:00:07.389 ->  Speed:0.00 km/hr 
00:00:07.483 ->  Battery :0.85 V
00:00:07.540 ->  Speed:0.00 km/hr 
00:00:07.634 ->  Battery :0.86 V
00:00:07.691 ->  Speed:0.00 km/hr 
00:00:07.786 ->  Battery :0.85 V
00:00:07.842 ->  Speed:0.00 km/hr 
00:00:07.937 ->  Battery :0.86 V
00:00:07.993 ->  Speed:0.00 km/hr 
00:00:08.088 ->  Battery :0.86 V
00:00:08.144 ->  Speed:0.00 km/hr 
00:00:08.239 ->  Battery :0.85 V
00:00:08.295 ->  Speed:0.00 km/hr 
00:00:08.390 ->  Battery :0.85 V
00:00:08.446 ->  Speed:0.00 km/hr 
00:00:08.541 ->  Battery :0.86 V
00:00:08.597 ->  Speed:0.00 km/hr 
00:00:08.692 ->  Battery :0.85 V
00:00:08.749 ->  Speed:0.00 km/hr 
00:00:08.843 ->  Battery :0.86 V
00:00:08.902 ->  Speed:0.00 km/hr 
00:00:08.993 ->  Battery :0.85 V
00:00:09.050 ->  Speed:0.00 km/hr 
00:00:09.145 ->  Battery :0.85 V
00:00:09.201 ->  Speed:0.00 km/hr 
00:00:09.295 ->  Battery :0.85 V
00:00:09.352 ->  Speed:0.00 km/hr 
00:00:09.447 ->  Battery :0.83 V
00:00:09.503 ->  Speed:0.00 km/hr 
00:00:09.597 ->  Battery :0.85 V
00:00:09.654 ->  Speed:0.00 km/hr 
00:00:09.749 ->  Battery :0.86 V
00:00:09.805 ->  Speed:0.00 km/hr 
00:00:09.900 ->  Battery :0.86 V
