00:00:02.698 ->  SD OK
00:00:02.725 ->  BREAK STOP
00:00:02.966 ->  Controller Set
00:00:04.715 ->  START
00:00:04.740 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.771 ->  Battery :12.15 V
00:00:04.815 ->  Speed:0.00 km/hr 
00:00:04.872 ->  Battery :12.15 V
00:00:04.916 ->  Speed:0.00 km/hr 
00:00:04.972 ->  Battery :12.15 V
00:00:05.016 ->  Speed:0.00 km/hr 
00:00:05.074 ->  Battery :12.11 V
00:00:05.117 ->  Speed:0.00 km/hr 
00:00:05.174 ->  Battery :12.12 V
00:00:05.218 ->  Speed:0.00 km/hr 
00:00:05.275 ->  Battery :12.14 V
00:00:05.319 ->  Speed:0.00 km/hr 
00:00:05.377 ->  Battery :12.12 V
00:00:05.421 ->  Speed:0.00 km/hr 
00:00:05.477 ->  Battery :12.15 V
00:00:05.521 ->  Speed:0.00 km/hr 
00:00:05.578 ->  Battery :12.14 V
00:00:05.622 ->  Speed:0.00 km/hr 
00:00:05.680 ->  Battery :12.14 V
00:00:05.724 ->  Speed:0.00 km/hr 
00:00:05.781 ->  Battery :12.15 V
00:00:05.824 ->  Speed:0.00 km/hr 
00:00:05.881 ->  Battery :12.15 V
00:00:05.925 ->  Speed:0.00 km/hr 
00:00:05.983 ->  Battery :12.15 V
00:00:06.030 ->  Speed:0.00 km/hr 
00:00:06.083 ->  Battery :12.14 V
00:00:06.127 ->  Speed:0.00 km/hr 
00:00:06.184 ->  Battery :12.14 V
00:00:06.228 ->  Speed:0.00 km/hr 
00:00:06.286 ->  Battery :12.14 V
00:00:06.329 ->  Speed:0.00 km/hr 
00:00:06.386 ->  Battery :12.14 V
00:00:06.430 ->  Speed:0.00 km/hr 
00:00:06.488 ->  Battery :12.14 V
00:00:06.532 ->  Speed:0.00 km/hr 
00:00:06.588 ->  Battery :12.14 V
00:00:06.632 ->  Speed:0.00 km/hr 
00:00:06.689 ->  Battery :12.14 V
00:00:06.736 ->  Speed:0.00 km/hr 
00:00:06.792 ->  Battery :12.14 V
00:00:06.835 ->  Speed:0.00 km/hr 
00:00:06.891 ->  Battery :12.14 V
00:00:06.935 ->  Speed:0.00 km/hr 
00:00:06.992 ->  Battery :12.14 V
00:00:07.036 ->  Speed:0.00 km/hr 
00:00:07.094 ->  Battery :12.14 V
00:00:07.138 ->  Speed:0.00 km/hr 
00:00:07.195 ->  Battery :12.12 V
00:00:07.239 ->  Speed:0.00 km/hr 
00:00:07.297 ->  Battery :12.12 V
00:00:07.341 ->  Speed:0.00 km/hr 
00:00:07.397 ->  Battery :12.17 V
00:00:07.443 ->  Speed:0.00 km/hr 
00:00:07.498 ->  Battery :12.14 V
00:00:07.542 ->  Speed:0.00 km/hr 
00:00:07.600 ->  Battery :12.14 V
