00:00:02.696 ->  SD OK
00:00:02.723 ->  BREAK STOP
00:00:02.965 ->  Controller Set
00:00:04.713 ->  START
00:00:04.737 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.768 ->  Battery :12.14 V
00:00:04.806 ->  0.00 km/hr 
00:00:04.870 ->  Battery :12.14 V
00:00:04.908 ->  0.00 km/hr 
00:00:04.970 ->  Battery :12.14 V
00:00:05.008 ->  0.00 km/hr 
00:00:05.071 ->  Battery :12.14 V
00:00:05.109 ->  0.00 km/hr 
00:00:05.173 ->  Battery :12.15 V
00:00:05.211 ->  0.00 km/hr 
00:00:05.273 ->  Battery :12.15 V
00:00:05.314 ->  0.00 km/hr 
00:00:05.374 ->  Battery :12.14 V
00:00:05.412 ->  0.00 km/hr 
00:00:05.475 ->  Battery :12.15 V
00:00:05.514 ->  12.18 km/hr 
00:00:05.778 ->  Battery :12.17 V
00:00:05.816 ->  0.00 km/hr 
00:00:05.879 ->  Battery :12.17 V
00:00:05.917 ->  0.00 km/hr 
00:00:05.981 ->  Battery :12.15 V
00:00:06.019 ->  0.00 km/hr 
00:00:06.081 ->  Battery :12.17 V
00:00:06.119 ->  0.00 km/hr 
00:00:06.182 ->  Battery :12.17 V
00:00:06.220 ->  0.00 km/hr 
00:00:06.283 ->  Battery :12.17 V
00:00:06.323 ->  0.00 km/hr 
00:00:06.384 ->  Battery :12.15 V
00:00:06.422 ->  0.00 km/hr 
00:00:06.486 ->  Battery :12.14 V
00:00:06.524 ->  12.15 km/hr 
00:00:06.789 ->  Battery :12.15 V
00:00:06.827 ->  0.00 km/hr 
00:00:06.889 ->  Battery :12.17 V
00:00:06.927 ->  0.00 km/hr 
00:00:06.990 ->  Battery :12.17 V
00:00:07.028 ->  0.00 km/hr 
00:00:07.092 ->  Battery :12.17 V
00:00:07.130 ->  0.00 km/hr 
00:00:07.192 ->  Battery :12.17 V
00:00:07.230 ->  0.00 km/hr 
00:00:07.293 ->  Battery :12.18 V
00:00:07.333 ->  0.00 km/hr 
00:00:07.394 ->  Battery :12.15 V
00:00:07.432 ->  0.00 km/hr 
00:00:07.495 ->  Battery :12.15 V
00:00:07.534 ->  12.17 km/hr 
00:00:07.798 ->  Battery :12.15 V
00:00:07.836 ->  0.00 km/hr 
00:00:07.900 ->  Battery :12.17 V
00:00:07.938 ->  0.00 km/hr 
00:00:00.00 ->  Battery :12.15 V
00:00:08.038 ->  0.00 km/hr 
00:00:08.101 ->  Battery :12.15 V
00:00:08.139 ->  0.00 km/hr 
00:00:08.203 ->  Battery :12.18 V
00:00:08.241 ->  0.00 km/hr 
00:00:08.304 ->  Battery :12.14 V
00:00:08.342 ->  0.00 km/hr 
00:00:08.406 ->  Battery :12.12 V
00:00:08.443 ->  0.00 km/hr 
00:00:08.506 ->  Battery :12.15 V
00:00:08.545 ->  12.17 km/hr 
00:00:08.809 ->  Battery :12.15 V
00:00:08.847 ->  0.00 km/hr 
00:00:08.910 ->  Battery :12.17 V
00:00:08.948 ->  0.00 km/hr 
00:00:09.012 ->  Battery :12.17 V
00:00:09.050 ->  0.00 km/hr 
00:00:09.112 ->  Battery :12.17 V
00:00:09.150 ->  0.00 km/hr 
00:00:09.213 ->  Battery :12.17 V
00:00:09.251 ->  0.00 km/hr 
00:00:09.314 ->  Battery :12.15 V
00:00:09.352 ->  0.00 km/hr 
00:00:09.415 ->  Battery :12.14 V
00:00:09.453 ->  0.00 km/hr 
00:00:09.517 ->  Battery :12.14 V
00:00:09.555 ->  12.17 km/hr 
00:00:09.820 ->  Battery :12.14 V
00:00:09.858 ->  0.00 km/hr 
00:00:09.920 ->  Battery :12.11 V
00:00:09.958 ->  0.00 km/hr 
00:00:10.021 ->  Battery :12.12 V
00:00:10.059 ->  0.00 km/hr 
00:00:10.123 ->  Battery :12.18 V
00:00:10.161 ->  0.00 km/hr 
00:00:10.224 ->  Battery :12.15 V
00:00:10.262 ->  0.00 km/hr 
00:00:10.326 ->  Battery :12.18 V
00:00:10.363 ->  0.00 km/hr 
00:00:10.426 ->  Battery :12.17 V
00:00:10.464 ->  0.00 km/hr 
00:00:10.527 ->  Battery :12.14 V
00:00:10.566 ->  12.17 km/hr 
00:00:10.830 ->  Battery :12.15 V
00:00:10.868 ->  0.00 km/hr 
00:00:10.932 ->  Battery :12.17 V
00:00:10.970 ->  0.00 km/hr 
00:00:11.032 ->  Battery :12.15 V
00:00:11.070 ->  0.00 km/hr 
00:00:11.133 ->  Battery :12.17 V
00:00:11.171 ->  0.00 km/hr 
00:00:11.234 ->  Battery :12.17 V
00:00:11.274 ->  0.00 km/hr 
00:00:11.335 ->  Battery :12.15 V
00:00:11.373 ->  0.00 km/hr 
00:00:11.437 ->  Battery :12.17 V
00:00:11.474 ->  0.00 km/hr 
00:00:11.537 ->  Battery :12.11 V
00:00:11.576 ->  12.15 km/hr 
00:00:11.840 ->  Battery :12.18 V
00:00:11.878 ->  0.00 km/hr 
00:00:12.264 ->  (98,93,98,93,0.00,100,0)	FORWARD     93　94　95　96　97　98　
00:00:12.286 ->  Battery :12.15 V
00:00:12.324 ->  0.00 km/hr 
00:00:12.922 ->  (108,98,106,98,0.00,100,0)	FORWARD     98　99　100　101　102　103　104　105　106　
00:00:12.947 ->  Battery :12.18 V
00:00:12.985 ->  0.00 km/hr 
00:00:13.072 ->  (107,108,106,106,0.00,100,0)	FORWARD     106　
00:00:13.094 ->  Battery :12.17 V
00:00:13.131 ->  0.00 km/hr 
00:00:13.215 ->  Battery :12.17 V
00:00:13.253 ->  0.00 km/hr 
00:00:13.337 ->  Battery :12.15 V
00:00:13.375 ->  0.00 km/hr 
00:00:13.459 ->  Battery :12.18 V
00:00:13.497 ->  0.00 km/hr 
00:00:13.581 ->  Battery :12.14 V
00:00:13.619 ->  12.17 km/hr 
00:00:14.013 ->  (107,107,107,106,12.17,100,0)	FORWARD     106　107　
00:00:14.039 ->  Battery :12.09 V
00:00:14.075 ->  0.00 km/hr 
00:00:14.103 ->  (108,107,107,107,0.00,100,0)	FORWARD     
00:00:14.134 ->  (107,108,107,107,0.00,100,0)	FORWARD     
00:00:14.156 ->  Battery :11.83 V
00:00:14.193 ->  0.04 km/hr 
00:00:14.280 ->  (108,107,107,107,0.04,100,0)	FORWARD     107　
00:00:14.303 ->  Battery :11.87 V
00:00:14.341 ->  0.06 km/hr 
00:00:14.365 ->  (107,108,107,107,0.06,100,0)	FORWARD     
00:00:14.399 ->  (108,107,107,107,0.06,100,0)	FORWARD     
00:00:14.425 ->  Battery :11.95 V
00:00:14.462 ->  0.06 km/hr 
00:00:14.487 ->  (107,108,107,107,0.06,100,0)	FORWARD     
00:00:14.574 ->  (108,107,107,107,0.06,100,0)	FORWARD     107　
00:00:14.597 ->  Battery :11.96 V
00:00:14.635 ->  0.07 km/hr 
00:00:14.718 ->  Battery :11.95 V
00:00:14.756 ->  0.07 km/hr 
00:00:14.840 ->  Battery :11.96 V
00:00:14.878 ->  7.93 km/hr 
00:00:14.962 ->  Battery :0.01 V
00:00:15.003 ->  11.95 km/hr 
00:00:15.275 ->  (107,108,107,107,11.95,100,0)	FORWARD     
00:00:15.311 ->  Battery :11.96 V
00:00:15.349 ->  0.09 km/hr 
00:00:15.379 ->  (108,107,107,107,0.09,100,0)	FORWARD     
00:00:15.464 ->  Battery :11.99 V
00:00:15.501 ->  0.09 km/hr 
00:00:15.586 ->  Battery :11.96 V
00:00:15.623 ->  0.15 km/hr 
00:00:15.710 ->  (109,108,107,107,0.15,100,0)	FORWARD     107　
00:00:15.797 ->  (108,109,107,107,0.15,100,0)	FORWARD     107　
00:00:16.069 ->  (109,108,107,107,0.15,100,0)	FORWARD     107　
00:00:16.156 ->  (108,109,107,107,0.15,100,0)	FORWARD     107　
00:00:16.429 ->  Battery :11.96 V
00:00:16.466 ->  0.00 km/hr 
00:00:16.613 ->  (108,108,108,107,0.00,100,0)	FORWARD     107　108　
00:00:16.649 ->  Battery :11.97 V
00:00:16.687 ->  1.08 km/hr 
00:00:16.749 ->  Battery :11.95 V
00:00:16.787 ->  9.82 km/hr 
00:00:16.850 ->  Battery :0.03 V
00:00:16.891 ->  10.31 km/hr 
00:00:16.953 ->  (109,108,108,108,10.31,100,0)	FORWARD     
00:00:16.975 ->  Battery :0.01 V
00:00:17.016 ->  11.90 km/hr 
00:00:17.043 ->  (108,109,108,108,11.90,100,0)	FORWARD     
00:00:17.281 ->  Battery :12.00 V
00:00:17.318 ->  0.10 km/hr 
00:00:17.381 ->  Battery :11.95 V
00:00:17.419 ->  1.14 km/hr 
00:00:17.482 ->  Battery :11.96 V
00:00:17.520 ->  1.14 km/hr 
00:00:17.584 ->  Battery :11.96 V
00:00:17.622 ->  1.14 km/hr 
00:00:17.684 ->  Battery :11.93 V
00:00:17.722 ->  0.01 km/hr 
00:00:17.785 ->  Battery :11.97 V
00:00:17.823 ->  0.11 km/hr 
00:00:17.887 ->  Battery :11.93 V
00:00:17.925 ->  0.12 km/hr 
00:00:17.987 ->  Battery :11.92 V
00:00:18.026 ->  11.46 km/hr 
00:00:18.088 ->  Battery :12.00 V
00:00:18.127 ->  12.13 km/hr 
00:00:18.189 ->  Battery :11.96 V
00:00:18.228 ->  11.46 km/hr 
00:00:18.290 ->  Battery :11.93 V
00:00:18.328 ->  1.14 km/hr 
00:00:18.392 ->  Battery :12.18 V
00:00:18.429 ->  0.12 km/hr 
00:00:18.492 ->  Battery :12.05 V
00:00:18.531 ->  12.13 km/hr 
00:00:18.593 ->  Battery :11.93 V
00:00:18.632 ->  11.46 km/hr 
00:00:18.695 ->  Battery :12.02 V
00:00:18.734 ->  12.13 km/hr 
00:00:18.795 ->  Battery :12.02 V
00:00:18.834 ->  11.46 km/hr 
