00:00:02.775 ->  SD OK
00:00:02.827 ->  BREAK STOP
00:00:03.084 ->  Controller Set
00:00:04.849 ->  START
00:00:04.889 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.937 ->  Battery :0.80 V
00:00:00.00 ->  Speed:0.00 km/hr 
00:00:05.039 ->  Battery :0.83 V
00:00:05.100 ->  Speed:0.00 km/hr 
00:00:05.139 ->  Battery :0.82 V
00:00:05.200 ->  Speed:0.00 km/hr 
00:00:05.239 ->  Battery :0.83 V
00:00:05.301 ->  Speed:0.00 km/hr 
00:00:05.340 ->  Battery :0.83 V
00:00:05.401 ->  Speed:0.00 km/hr 
00:00:05.443 ->  Battery :0.82 V
00:00:05.505 ->  Speed:0.00 km/hr 
00:00:05.543 ->  Battery :0.82 V
00:00:05.605 ->  Speed:0.00 km/hr 
00:00:05.645 ->  Battery :0.83 V
00:00:05.706 ->  Speed:0.00 km/hr 
00:00:05.761 ->  Battery :0.83 V
00:00:05.822 ->  Speed:0.00 km/hr 
00:00:05.861 ->  Battery :0.86 V
00:00:05.923 ->  Speed:0.00 km/hr 
00:00:05.961 ->  Battery :0.93 V
00:00:06.024 ->  Speed:0.00 km/hr 
00:00:06.063 ->  Battery :0.83 V
00:00:06.124 ->  Speed:0.00 km/hr 
00:00:06.163 ->  Battery :0.90 V
00:00:06.227 ->  Speed:0.00 km/hr 
00:00:06.266 ->  Battery :0.85 V
00:00:06.328 ->  Speed:0.00 km/hr 
00:00:06.367 ->  Battery :0.85 V
00:00:06.429 ->  Speed:0.00 km/hr 
00:00:06.467 ->  Battery :0.83 V
00:00:06.530 ->  Speed:0.00 km/hr 
00:00:06.568 ->  Battery :0.83 V
00:00:06.630 ->  Speed:0.00 km/hr 
00:00:06.669 ->  Battery :0.85 V
00:00:06.730 ->  Speed:0.00 km/hr 
00:00:06.770 ->  Battery :0.86 V
00:00:06.832 ->  Speed:0.00 km/hr 
00:00:06.871 ->  Battery :0.85 V
00:00:06.932 ->  Speed:0.00 km/hr 
00:00:06.974 ->  Battery :0.85 V
00:00:07.035 ->  Speed:0.00 km/hr 
00:00:07.074 ->  Battery :0.85 V
00:00:07.136 ->  Speed:0.00 km/hr 
00:00:07.175 ->  Battery :0.86 V
00:00:07.237 ->  Speed:0.00 km/hr 
00:00:07.311 ->  Battery :0.83 V
00:00:07.372 ->  Speed:0.00 km/hr 
00:00:07.461 ->  Battery :0.83 V
00:00:07.523 ->  Speed:0.00 km/hr 
00:00:07.613 ->  Battery :0.85 V
00:00:07.675 ->  Speed:0.00 km/hr 
00:00:07.764 ->  Battery :0.83 V
00:00:07.826 ->  Speed:0.00 km/hr 
00:00:07.915 ->  Battery :0.82 V
