00:00:02.686 ->  SD OK
00:00:02.709 ->  BREAK STOP
00:00:02.945 ->  Controller Set
00:00:04.688 ->  START
00:00:04.706 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.733 ->  Battery :12.28 V
00:00:04.953 ->  Battery :12.30 V
00:00:05.154 ->  Battery :12.18 V
00:00:05.357 ->  Battery :12.19 V
00:00:05.559 ->  Battery :12.24 V
00:00:05.761 ->  Battery :12.17 V
00:00:06.266 ->  Battery :12.14 V
00:00:07.277 ->  Battery :12.31 V
00:00:08.287 ->  Battery :12.27 V
00:00:09.296 ->  Battery :12.25 V
00:00:10.307 ->  Battery :12.22 V
00:00:11.319 ->  Battery :12.31 V
00:00:12.328 ->  Battery :12.22 V
00:00:13.338 ->  Battery :12.27 V
00:00:14.350 ->  Battery :12.24 V
00:00:15.361 ->  Battery :12.24 V
00:00:16.370 ->  Battery :12.22 V
00:00:17.382 ->  Battery :12.30 V
00:00:18.392 ->  Battery :12.33 V
00:00:19.401 ->  Battery :12.30 V
00:00:20.413 ->  Battery :12.22 V
00:00:21.423 ->  Battery :12.30 V
00:00:22.434 ->  Battery :12.28 V
00:00:23.444 ->  Battery :12.28 V
00:00:24.455 ->  Battery :12.31 V
00:00:25.464 ->  Battery :12.27 V
00:00:26.476 ->  Battery :12.31 V
00:00:27.486 ->  Battery :12.28 V
00:00:28.497 ->  Battery :12.28 V
00:00:29.507 ->  Battery :12.22 V
00:00:30.518 ->  Battery :12.24 V
00:00:31.528 ->  Battery :12.18 V
00:00:32.539 ->  Battery :12.22 V
00:00:33.551 ->  Battery :12.28 V
00:00:34.560 ->  Battery :12.25 V
00:00:35.570 ->  Battery :12.25 V
00:00:36.581 ->  Battery :12.21 V
00:00:37.592 ->  Battery :12.27 V
00:00:38.601 ->  Battery :12.25 V
00:00:39.614 ->  Battery :12.30 V
00:00:40.624 ->  Battery :12.30 V
00:00:41.633 ->  Battery :12.33 V
00:00:42.644 ->  Battery :12.30 V
00:00:43.655 ->  Battery :12.28 V
00:00:44.665 ->  Battery :12.21 V
00:00:45.676 ->  Battery :12.22 V
00:00:46.686 ->  Battery :12.28 V
00:00:47.696 ->  Battery :12.25 V
00:00:48.707 ->  Battery :12.31 V
00:00:49.718 ->  Battery :12.31 V
00:00:50.729 ->  Battery :12.24 V
00:00:51.738 ->  Battery :12.25 V
00:00:52.750 ->  Battery :12.31 V
00:00:53.760 ->  Battery :12.22 V
00:00:54.770 ->  Battery :12.33 V
00:00:55.782 ->  Battery :12.17 V
00:00:56.793 ->  Battery :12.31 V
00:00:57.802 ->  Battery :12.31 V
00:00:58.813 ->  Battery :12.28 V
00:00:59.823 ->  Battery :12.19 V
00:00:60.833 ->  Battery :12.24 V
00:01:01.845 ->  Battery :12.15 V
00:01:02.855 ->  Battery :12.27 V
00:01:03.864 ->  Battery :12.28 V
00:01:04.876 ->  Battery :12.33 V
00:01:05.887 ->  Battery :12.11 V
00:01:06.897 ->  Battery :12.28 V
00:01:07.907 ->  Battery :12.24 V
