00:00:02.746 ->  SD OK
00:00:02.790 ->  BREAK STOP
00:00:03.043 ->  Controller Set
00:00:04.803 ->  START
00:00:04.838 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.881 ->  Battery :0.79 V
00:00:04.937 ->  Speed:0.00 km/hr 
00:00:04.971 ->  Battery :0.85 V
00:00:05.028 ->  Speed:0.00 km/hr 
00:00:05.062 ->  Battery :0.83 V
00:00:05.118 ->  Speed:0.00 km/hr 
00:00:05.153 ->  Battery :0.77 V
00:00:05.211 ->  Speed:0.00 km/hr 
00:00:05.244 ->  Battery :0.83 V
00:00:05.302 ->  Speed:0.00 km/hr 
00:00:05.338 ->  Battery :0.83 V
00:00:05.394 ->  Speed:0.00 km/hr 
00:00:05.428 ->  Battery :0.83 V
00:00:05.485 ->  Speed:0.00 km/hr 
00:00:05.519 ->  Battery :0.83 V
00:00:05.576 ->  Speed:0.00 km/hr 
00:00:05.610 ->  Battery :0.85 V
00:00:05.667 ->  Speed:0.00 km/hr 
00:00:05.701 ->  Battery :0.83 V
00:00:05.757 ->  Speed:0.00 km/hr 
00:00:05.791 ->  Battery :0.86 V
00:00:05.849 ->  Speed:0.00 km/hr 
00:00:05.882 ->  Battery :0.86 V
00:00:05.940 ->  Speed:0.00 km/hr 
00:00:05.974 ->  Battery :0.86 V
00:00:06.033 ->  Speed:0.00 km/hr 
00:00:06.068 ->  Battery :0.85 V
00:00:06.124 ->  Speed:0.00 km/hr 
00:00:06.158 ->  Battery :0.87 V
00:00:06.215 ->  Speed:0.00 km/hr 
00:00:06.249 ->  Battery :0.86 V
00:00:06.306 ->  Speed:0.00 km/hr 
00:00:06.340 ->  Battery :0.86 V
00:00:06.396 ->  Speed:0.00 km/hr 
00:00:06.430 ->  Battery :0.85 V
00:00:06.488 ->  Speed:0.00 km/hr 
00:00:06.521 ->  Battery :0.86 V
00:00:06.579 ->  Speed:0.00 km/hr 
00:00:06.612 ->  Battery :0.85 V
00:00:06.670 ->  Speed:0.00 km/hr 
00:00:06.706 ->  Battery :0.85 V
00:00:06.763 ->  Speed:0.00 km/hr 
00:00:06.855 ->  Battery :0.85 V
00:00:06.912 ->  Speed:0.00 km/hr 
00:00:07.006 ->  Battery :0.85 V
00:00:07.062 ->  Speed:0.00 km/hr 
00:00:07.157 ->  Battery :0.85 V
00:00:07.214 ->  Speed:0.00 km/hr 
00:00:07.309 ->  Battery :0.86 V
00:00:07.365 ->  Speed:0.00 km/hr 
00:00:07.459 ->  Battery :0.86 V
00:00:07.516 ->  Speed:0.00 km/hr 
00:00:07.611 ->  Battery :0.85 V
00:00:07.667 ->  Speed:0.00 km/hr 
00:00:07.761 ->  Battery :0.86 V
00:00:07.818 ->  Speed:0.00 km/hr 
00:00:07.913 ->  Battery :0.83 V
00:00:07.970 ->  Speed:0.00 km/hr 
00:00:08.064 ->  Battery :0.85 V
00:00:08.121 ->  Speed:0.00 km/hr 
00:00:08.215 ->  Battery :0.86 V
00:00:08.271 ->  Speed:0.00 km/hr 
00:00:08.366 ->  Battery :0.85 V
00:00:08.423 ->  Speed:0.00 km/hr 
00:00:08.517 ->  Battery :0.86 V
00:00:08.574 ->  Speed:0.00 km/hr 
00:00:08.668 ->  Battery :0.86 V
00:00:08.725 ->  Speed:0.00 km/hr 
00:00:08.819 ->  Battery :0.86 V
00:00:08.879 ->  Speed:0.00 km/hr 
00:00:08.970 ->  Battery :0.86 V
00:00:09.027 ->  Speed:0.00 km/hr 
00:00:09.120 ->  Battery :0.85 V
00:00:09.178 ->  Speed:0.00 km/hr 
00:00:09.272 ->  Battery :0.86 V
00:00:09.329 ->  Speed:0.00 km/hr 
00:00:09.422 ->  Battery :0.86 V
00:00:09.480 ->  Speed:0.00 km/hr 
00:00:09.574 ->  Battery :0.86 V
00:00:09.631 ->  Speed:0.00 km/hr 
00:00:09.725 ->  Battery :0.85 V
00:00:09.782 ->  Speed:0.00 km/hr 
00:00:09.877 ->  Battery :0.86 V
00:00:09.933 ->  Speed:0.00 km/hr 
00:00:10.028 ->  Battery :0.83 V
00:00:10.084 ->  Speed:0.00 km/hr 
00:00:10.179 ->  Battery :0.86 V
00:00:10.235 ->  Speed:0.00 km/hr 
00:00:10.330 ->  Battery :0.86 V
00:00:10.386 ->  Speed:0.00 km/hr 
00:00:10.481 ->  Battery :0.85 V
00:00:10.537 ->  Speed:0.00 km/hr 
00:00:10.632 ->  Battery :0.85 V
00:00:10.688 ->  Speed:0.00 km/hr 
00:00:10.783 ->  Battery :0.85 V
00:00:10.840 ->  Speed:0.00 km/hr 
00:00:10.934 ->  Battery :0.86 V
00:00:10.990 ->  Speed:0.00 km/hr 
00:00:11.084 ->  Battery :0.86 V
00:00:11.141 ->  Speed:0.00 km/hr 
00:00:11.236 ->  Battery :0.83 V
00:00:11.292 ->  Speed:0.00 km/hr 
00:00:11.386 ->  Battery :0.86 V
00:00:11.443 ->  Speed:0.00 km/hr 
00:00:11.538 ->  Battery :0.86 V
00:00:11.594 ->  Speed:0.00 km/hr 
00:00:11.688 ->  Battery :0.85 V
00:00:11.745 ->  Speed:0.00 km/hr 
00:00:11.840 ->  Battery :0.86 V
00:00:11.896 ->  Speed:0.00 km/hr 
00:00:11.991 ->  Battery :0.86 V
00:00:12.047 ->  Speed:0.00 km/hr 
00:00:12.142 ->  Battery :0.85 V
00:00:12.201 ->  Speed:0.00 km/hr 
00:00:12.293 ->  Battery :0.86 V
00:00:12.349 ->  Speed:0.00 km/hr 
00:00:12.444 ->  Battery :0.86 V
00:00:12.500 ->  Speed:0.00 km/hr 
00:00:12.595 ->  Battery :0.85 V
00:00:12.651 ->  Speed:0.00 km/hr 
00:00:12.746 ->  Battery :0.86 V
00:00:12.803 ->  Speed:0.00 km/hr 
00:00:12.897 ->  Battery :0.85 V
00:00:12.953 ->  Speed:0.00 km/hr 
00:00:13.047 ->  Battery :0.85 V
00:00:13.104 ->  Speed:0.00 km/hr 
00:00:13.199 ->  Battery :0.86 V
00:00:13.258 ->  Speed:0.00 km/hr 
00:00:13.349 ->  Battery :0.85 V
00:00:13.406 ->  Speed:0.00 km/hr 
00:00:13.501 ->  Battery :0.85 V
00:00:13.557 ->  Speed:0.00 km/hr 
00:00:13.651 ->  Battery :0.86 V
00:00:13.709 ->  Speed:0.00 km/hr 
00:00:13.803 ->  Battery :0.85 V
00:00:13.860 ->  Speed:0.00 km/hr 
00:00:13.954 ->  Battery :0.86 V
00:00:14.011 ->  Speed:0.00 km/hr 
00:00:14.105 ->  Battery :0.85 V
00:00:14.162 ->  Speed:0.00 km/hr 
00:00:14.256 ->  Battery :0.86 V
00:00:14.313 ->  Speed:0.00 km/hr 
00:00:14.407 ->  Battery :0.86 V
00:00:14.465 ->  Speed:0.00 km/hr 
00:00:14.558 ->  Battery :0.85 V
00:00:14.615 ->  Speed:0.00 km/hr 
00:00:14.710 ->  Battery :0.86 V
00:00:14.767 ->  Speed:0.00 km/hr 
00:00:14.861 ->  Battery :0.86 V
00:00:14.917 ->  Speed:0.00 km/hr 
00:00:15.011 ->  Battery :0.85 V
00:00:15.068 ->  Speed:0.00 km/hr 
00:00:15.163 ->  Battery :0.86 V
00:00:15.219 ->  Speed:0.00 km/hr 
00:00:15.313 ->  Battery :0.86 V
00:00:15.370 ->  Speed:0.00 km/hr 
00:00:15.465 ->  Battery :0.86 V
00:00:15.524 ->  Speed:0.00 km/hr 
00:00:15.616 ->  Battery :0.85 V
00:00:15.672 ->  Speed:0.00 km/hr 
00:00:15.767 ->  Battery :0.85 V
00:00:15.823 ->  Speed:0.00 km/hr 
00:00:15.918 ->  Battery :0.85 V
00:00:15.974 ->  Speed:0.00 km/hr 
00:00:16.069 ->  Battery :0.86 V
00:00:16.125 ->  Speed:0.00 km/hr 
00:00:16.220 ->  Battery :0.85 V
00:00:16.276 ->  Speed:0.00 km/hr 
00:00:16.371 ->  Battery :0.86 V
00:00:16.441 ->  Speed:0.00 km/hr 
00:00:16.522 ->  Battery :0.86 V
00:00:16.581 ->  Speed:0.00 km/hr 
00:00:16.673 ->  Battery :0.85 V
00:00:16.730 ->  Speed:0.00 km/hr 
00:00:16.824 ->  Battery :0.86 V
00:00:16.880 ->  Speed:0.00 km/hr 
00:00:16.974 ->  Battery :0.86 V
00:00:17.031 ->  Speed:0.00 km/hr 
00:00:17.126 ->  Battery :0.85 V
00:00:17.182 ->  Speed:0.00 km/hr 
00:00:17.276 ->  Battery :0.86 V
00:00:17.333 ->  Speed:0.00 km/hr 
00:00:17.428 ->  Battery :0.83 V
00:00:17.484 ->  Speed:0.00 km/hr 
00:00:17.579 ->  Battery :0.86 V
00:00:17.635 ->  Speed:0.00 km/hr 
00:00:17.730 ->  Battery :0.87 V
00:00:17.786 ->  Speed:0.00 km/hr 
00:00:17.881 ->  Battery :0.86 V
00:00:17.937 ->  Speed:0.00 km/hr 
00:00:18.032 ->  Battery :0.86 V
00:00:18.088 ->  Speed:0.00 km/hr 
00:00:18.183 ->  Battery :0.87 V
00:00:18.239 ->  Speed:0.00 km/hr 
00:00:18.334 ->  Battery :0.86 V
00:00:18.391 ->  Speed:0.00 km/hr 
00:00:18.485 ->  Battery :0.86 V
00:00:18.542 ->  Speed:0.00 km/hr 
00:00:18.636 ->  Battery :0.87 V
00:00:18.694 ->  Speed:0.00 km/hr 
00:00:18.828 ->  Battery :0.85 V
00:00:18.882 ->  Speed:0.00 km/hr 
00:00:20.099 ->  Battery :100.00 V
00:00:20.156 ->  Speed:0.00 km/hr 
00:00:20.190 ->  Battery :100.00 V
00:00:20.246 ->  Speed:0.00 km/hr 
00:00:20.280 ->  Battery :100.00 V
00:00:20.337 ->  Speed:0.00 km/hr 
00:00:20.371 ->  Battery :100.00 V
00:00:20.428 ->  Speed:0.00 km/hr 
00:00:20.462 ->  Battery :100.00 V
00:00:20.518 ->  Speed:0.00 km/hr 
00:00:20.553 ->  Battery :100.00 V
00:00:20.610 ->  Speed:0.01 km/hr 
00:00:21.738 ->  Battery :0.86 V
00:00:21.797 ->  Speed:0.00 km/hr 
00:00:21.831 ->  Battery :0.79 V
00:00:21.888 ->  Speed:0.00 km/hr 
00:00:21.922 ->  Battery :0.86 V
00:00:21.979 ->  Speed:0.00 km/hr 
00:00:22.012 ->  Battery :0.86 V
00:00:22.070 ->  Speed:0.00 km/hr 
00:00:22.104 ->  Battery :0.85 V
00:00:22.160 ->  Speed:0.00 km/hr 
00:00:22.195 ->  Battery :0.86 V
00:00:22.252 ->  Speed:0.00 km/hr 
00:00:22.286 ->  Battery :0.86 V
00:00:22.343 ->  Speed:0.00 km/hr 
00:00:22.377 ->  Battery :0.86 V
00:00:22.436 ->  Speed:0.00 km/hr 
00:00:22.470 ->  Battery :0.87 V
00:00:22.526 ->  Speed:0.00 km/hr 
00:00:22.560 ->  Battery :0.89 V
00:00:22.618 ->  Speed:0.00 km/hr 
00:00:22.651 ->  Battery :0.86 V
00:00:22.708 ->  Speed:0.00 km/hr 
00:00:22.743 ->  Battery :0.86 V
00:00:22.800 ->  Speed:0.00 km/hr 
00:00:22.834 ->  Battery :0.87 V
00:00:22.891 ->  Speed:0.00 km/hr 
00:00:22.926 ->  Battery :0.87 V
00:00:22.982 ->  Speed:0.00 km/hr 
00:00:23.016 ->  Battery :0.86 V
00:00:23.073 ->  Speed:0.00 km/hr 
00:00:23.109 ->  Battery :0.87 V
00:00:23.166 ->  Speed:0.00 km/hr 
00:00:23.201 ->  Battery :0.87 V
00:00:23.258 ->  Speed:0.00 km/hr 
00:00:23.292 ->  Battery :0.87 V
00:00:23.349 ->  Speed:0.00 km/hr 
00:00:23.384 ->  Battery :0.80 V
00:00:23.440 ->  Speed:0.00 km/hr 
00:00:23.474 ->  Battery :0.86 V
00:00:23.531 ->  Speed:0.00 km/hr 
00:00:23.621 ->  Battery :0.87 V
00:00:23.677 ->  Speed:0.00 km/hr 
00:00:23.772 ->  Battery :0.87 V
00:00:23.828 ->  Speed:0.00 km/hr 
00:00:23.923 ->  Battery :0.87 V
00:00:23.983 ->  Speed:0.00 km/hr 
00:00:24.074 ->  Battery :0.86 V
00:00:24.130 ->  Speed:0.00 km/hr 
00:00:24.224 ->  Battery :0.87 V
00:00:24.281 ->  Speed:0.00 km/hr 
00:00:24.376 ->  Battery :0.87 V
00:00:24.432 ->  Speed:0.00 km/hr 
00:00:24.526 ->  Battery :0.87 V
00:00:24.583 ->  Speed:0.00 km/hr 
00:00:24.678 ->  Battery :0.85 V
00:00:24.734 ->  Speed:0.00 km/hr 
00:00:24.828 ->  Battery :0.86 V
00:00:24.885 ->  Speed:0.00 km/hr 
