00:00:02.712 ->  SD OK
00:00:02.743 ->  BREAK STOP
00:00:02.988 ->  Controller Set
00:00:04.739 ->  START
00:00:04.765 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.800 ->  Battery :0.74 V
00:00:04.848 ->  Speed:0.00 km/hr 
00:00:04.891 ->  Battery :0.79 V
00:00:04.939 ->  Speed:0.00 km/hr 
00:00:04.982 ->  Battery :0.79 V
00:00:05.030 ->  Speed:0.00 km/hr 
00:00:05.073 ->  Battery :0.80 V
00:00:05.122 ->  Speed:0.00 km/hr 
00:00:05.165 ->  Battery :0.80 V
00:00:05.213 ->  Speed:0.00 km/hr 
00:00:05.256 ->  Battery :0.80 V
00:00:05.304 ->  Speed:0.00 km/hr 
00:00:05.347 ->  Battery :0.79 V
00:00:05.395 ->  Speed:0.00 km/hr 
00:00:05.437 ->  Battery :0.80 V
00:00:05.485 ->  Speed:0.00 km/hr 
00:00:05.528 ->  Battery :0.79 V
00:00:05.576 ->  Speed:0.00 km/hr 
00:00:05.619 ->  Battery :0.73 V
00:00:05.667 ->  Speed:0.00 km/hr 
00:00:05.710 ->  Battery :0.79 V
00:00:05.758 ->  Speed:0.00 km/hr 
00:00:05.801 ->  Battery :0.79 V
00:00:05.850 ->  Speed:0.00 km/hr 
00:00:05.893 ->  Battery :0.74 V
00:00:05.944 ->  Speed:0.00 km/hr 
00:00:05.984 ->  Battery :0.80 V
00:00:06.032 ->  Speed:0.00 km/hr 
00:00:06.074 ->  Battery :0.80 V
00:00:06.122 ->  Speed:0.00 km/hr 
00:00:06.165 ->  Battery :0.79 V
00:00:06.213 ->  Speed:0.00 km/hr 
00:00:06.256 ->  Battery :0.80 V
00:00:06.304 ->  Speed:0.00 km/hr 
00:00:06.347 ->  Battery :0.80 V
00:00:06.395 ->  Speed:0.00 km/hr 
00:00:06.455 ->  Battery :0.80 V
00:00:06.503 ->  Speed:0.00 km/hr 
00:00:06.605 ->  Battery :0.80 V
00:00:06.653 ->  Speed:0.00 km/hr 
00:00:06.757 ->  Battery :0.79 V
00:00:06.805 ->  Speed:0.00 km/hr 
00:00:06.908 ->  Battery :0.79 V
00:00:06.957 ->  Speed:0.00 km/hr 
00:00:07.059 ->  Battery :0.79 V
00:00:07.107 ->  Speed:0.00 km/hr 
00:00:07.211 ->  Battery :0.79 V
00:00:07.259 ->  Speed:0.00 km/hr 
00:00:07.361 ->  Battery :0.79 V
00:00:07.409 ->  Speed:0.00 km/hr 
00:00:07.513 ->  Battery :0.79 V
00:00:07.561 ->  Speed:0.00 km/hr 
00:00:07.663 ->  Battery :0.79 V
00:00:07.711 ->  Speed:0.00 km/hr 
00:00:07.815 ->  Battery :0.80 V
00:00:07.863 ->  Speed:0.00 km/hr 
00:00:07.965 ->  Battery :0.80 V
00:00:08.013 ->  Speed:0.00 km/hr 
00:00:08.117 ->  Battery :0.80 V
00:00:08.165 ->  Speed:0.00 km/hr 
00:00:08.267 ->  Battery :0.79 V
00:00:08.315 ->  Speed:0.00 km/hr 
00:00:08.419 ->  Battery :0.79 V
00:00:08.467 ->  Speed:0.00 km/hr 
00:00:08.569 ->  Battery :0.79 V
00:00:08.617 ->  Speed:0.00 km/hr 
00:00:08.720 ->  Battery :0.79 V
00:00:08.768 ->  Speed:0.00 km/hr 
00:00:08.871 ->  Battery :0.79 V
00:00:08.923 ->  Speed:0.00 km/hr 
00:00:09.022 ->  Battery :0.79 V
00:00:09.070 ->  Speed:0.00 km/hr 
00:00:09.175 ->  Battery :0.77 V
00:00:09.223 ->  Speed:0.00 km/hr 
00:00:09.324 ->  Battery :0.79 V
00:00:09.373 ->  Speed:0.00 km/hr 
00:00:09.476 ->  Battery :0.79 V
00:00:09.525 ->  Speed:0.00 km/hr 
00:00:09.627 ->  Battery :0.79 V
00:00:09.675 ->  Speed:0.00 km/hr 
00:00:09.779 ->  Battery :0.79 V
00:00:09.827 ->  Speed:0.00 km/hr 
00:00:09.929 ->  Battery :0.79 V
00:00:09.977 ->  Speed:0.00 km/hr 
00:00:10.081 ->  Battery :0.79 V
00:00:10.129 ->  Speed:0.00 km/hr 
00:00:10.231 ->  Battery :0.80 V
00:00:10.279 ->  Speed:0.00 km/hr 
00:00:10.383 ->  Battery :0.80 V
00:00:10.431 ->  Speed:0.00 km/hr 
00:00:10.533 ->  Battery :0.79 V
00:00:10.582 ->  Speed:0.00 km/hr 
00:00:10.684 ->  Battery :0.80 V
00:00:10.732 ->  Speed:0.00 km/hr 
00:00:10.835 ->  Battery :0.79 V
00:00:10.884 ->  Speed:0.00 km/hr 
00:00:10.986 ->  Battery :0.79 V
00:00:11.034 ->  Speed:0.00 km/hr 
00:00:11.138 ->  Battery :0.79 V
00:00:11.186 ->  Speed:0.00 km/hr 
00:00:11.288 ->  Battery :0.79 V
00:00:11.336 ->  Speed:0.00 km/hr 
00:00:11.440 ->  Battery :0.79 V
00:00:11.488 ->  Speed:0.00 km/hr 
00:00:11.590 ->  Battery :0.79 V
00:00:11.638 ->  Speed:0.00 km/hr 
00:00:11.742 ->  Battery :0.79 V
00:00:11.790 ->  Speed:0.00 km/hr 
00:00:11.892 ->  Battery :0.79 V
00:00:11.940 ->  Speed:0.00 km/hr 
00:00:12.044 ->  Battery :0.79 V
00:00:12.092 ->  Speed:0.00 km/hr 
00:00:12.194 ->  Battery :0.79 V
00:00:12.244 ->  Speed:0.00 km/hr 
00:00:12.346 ->  Battery :0.79 V
00:00:12.394 ->  Speed:0.00 km/hr 
00:00:12.496 ->  Battery :0.80 V
00:00:12.545 ->  Speed:0.00 km/hr 
00:00:12.647 ->  Battery :0.80 V
00:00:12.695 ->  Speed:0.00 km/hr 
00:00:12.798 ->  Battery :0.80 V
00:00:12.847 ->  Speed:0.00 km/hr 
00:00:12.949 ->  Battery :0.79 V
00:00:12.997 ->  Speed:0.00 km/hr 
00:00:13.101 ->  Battery :0.80 V
00:00:13.149 ->  Speed:0.00 km/hr 
00:00:13.251 ->  Battery :0.79 V
00:00:13.302 ->  Speed:0.00 km/hr 
00:00:13.403 ->  Battery :0.79 V
00:00:13.452 ->  Speed:0.00 km/hr 
00:00:13.553 ->  Battery :0.79 V
00:00:13.601 ->  Speed:0.00 km/hr 
00:00:13.705 ->  Battery :0.79 V
00:00:13.754 ->  Speed:0.00 km/hr 
00:00:13.855 ->  Battery :0.79 V
00:00:13.904 ->  Speed:0.00 km/hr 
00:00:14.007 ->  Battery :0.77 V
00:00:14.056 ->  Speed:0.00 km/hr 
00:00:14.158 ->  Battery :0.79 V
00:00:14.206 ->  Speed:0.00 km/hr 
00:00:14.310 ->  Battery :0.79 V
00:00:14.358 ->  Speed:0.00 km/hr 
00:00:14.460 ->  Battery :0.79 V
00:00:14.509 ->  Speed:0.00 km/hr 
00:00:14.611 ->  Battery :0.79 V
00:00:14.659 ->  Speed:0.00 km/hr 
00:00:14.763 ->  Battery :0.79 V
00:00:14.811 ->  Speed:0.00 km/hr 
00:00:14.913 ->  Battery :0.79 V
00:00:14.961 ->  Speed:0.00 km/hr 
00:00:15.065 ->  Battery :0.79 V
00:00:15.113 ->  Speed:0.00 km/hr 
00:00:15.215 ->  Battery :0.80 V
00:00:15.263 ->  Speed:0.00 km/hr 
00:00:15.367 ->  Battery :0.80 V
00:00:15.415 ->  Speed:0.00 km/hr 
00:00:15.517 ->  Battery :0.80 V
00:00:15.568 ->  Speed:0.00 km/hr 
00:00:15.669 ->  Battery :0.79 V
00:00:15.717 ->  Speed:0.00 km/hr 
00:00:15.819 ->  Battery :0.79 V
00:00:15.867 ->  Speed:0.00 km/hr 
00:00:15.971 ->  Battery :0.79 V
00:00:16.019 ->  Speed:0.00 km/hr 
00:00:16.121 ->  Battery :0.79 V
00:00:16.169 ->  Speed:0.00 km/hr 
00:00:16.273 ->  Battery :0.79 V
00:00:16.321 ->  Speed:0.00 km/hr 
00:00:16.423 ->  Battery :0.79 V
00:00:16.472 ->  Speed:0.00 km/hr 
00:00:16.574 ->  Battery :0.79 V
00:00:16.625 ->  Speed:0.00 km/hr 
00:00:16.726 ->  Battery :0.79 V
00:00:16.774 ->  Speed:0.00 km/hr 
00:00:16.876 ->  Battery :0.79 V
00:00:16.924 ->  Speed:0.00 km/hr 
00:00:17.028 ->  Battery :0.79 V
00:00:17.076 ->  Speed:0.00 km/hr 
00:00:17.178 ->  Battery :0.79 V
00:00:17.226 ->  Speed:0.00 km/hr 
00:00:17.330 ->  Battery :0.79 V
00:00:17.378 ->  Speed:0.00 km/hr 
00:00:17.480 ->  Battery :0.80 V
00:00:17.542 ->  Speed:0.00 km/hr 
00:00:17.632 ->  Battery :0.80 V
00:00:17.680 ->  Speed:0.00 km/hr 
00:00:17.782 ->  Battery :0.80 V
00:00:17.830 ->  Speed:0.00 km/hr 
00:00:17.934 ->  Battery :0.80 V
00:00:17.982 ->  Speed:0.00 km/hr 
00:00:18.084 ->  Battery :0.79 V
00:00:18.132 ->  Speed:0.00 km/hr 
00:00:18.236 ->  Battery :0.79 V
00:00:18.284 ->  Speed:0.00 km/hr 
00:00:18.387 ->  Battery :0.79 V
00:00:18.437 ->  Speed:0.00 km/hr 
00:00:18.538 ->  Battery :0.80 V
00:00:18.586 ->  Speed:0.00 km/hr 
00:00:18.690 ->  Battery :0.79 V
00:00:18.738 ->  Speed:0.00 km/hr 
00:00:18.840 ->  Battery :0.79 V
00:00:18.886 ->  Speed:0.00 km/hr 
00:00:18.992 ->  Battery :0.79 V
00:00:19.041 ->  Speed:0.00 km/hr 
00:00:19.143 ->  Battery :0.79 V
00:00:19.191 ->  Speed:0.00 km/hr 
00:00:19.295 ->  Battery :0.79 V
00:00:19.343 ->  Speed:0.00 km/hr 
00:00:19.445 ->  Battery :0.79 V
00:00:19.493 ->  Speed:0.00 km/hr 
00:00:19.597 ->  Battery :0.79 V
00:00:19.645 ->  Speed:0.00 km/hr 
00:00:19.747 ->  Battery :0.80 V
