00:00:02.692 ->  SD OK
00:00:02.716 ->  BREAK STOP
00:00:02.955 ->  Controller Set
00:00:04.701 ->  START
00:00:04.722 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.751 ->  Battery :12.14 V
00:00:04.808 ->  Battery :12.15 V
00:00:04.867 ->  Battery :12.15 V
00:00:04.924 ->  Battery :12.15 V
00:00:04.981 ->  Battery :12.15 V
00:00:05.116 ->  Battery :0.12 V
00:00:05.275 ->  Battery :-98.15 V
00:00:05.303 ->  Battery :12.94 V
00:00:05.458 ->  Battery :0.05 V
00:00:05.485 ->  Battery :0.08 V
00:00:05.549 ->  Battery :1.12 V
00:00:05.652 ->  Battery :12.14 V
00:00:05.863 ->  Battery :0.02 V
00:00:05.955 ->  Battery :12.24 V
00:00:05.980 ->  Battery :12.24 V
00:00:06.004 ->  Battery :1.05 V
00:00:06.043 ->  Battery :12.09 V
00:00:06.112 ->  Battery :0.12 V
00:00:06.226 ->  Battery :0.01 V
00:00:06.253 ->  Battery :12.18 V
00:00:06.310 ->  Battery :0.02 V
00:00:06.337 ->  Battery :0.12 V
00:00:06.418 ->  Battery :12.21 V
00:00:06.443 ->  Battery :212.17 V
00:00:06.470 ->  Battery :1.22 V
00:00:06.534 ->  Battery :12.18 V
00:00:06.591 ->  Battery :0.01 V
00:00:06.650 ->  Battery :12.17 V
00:00:06.708 ->  Battery :0.07 V
00:00:06.767 ->  Battery :12.18 V
00:00:06.836 ->  Battery :-98.74 V
00:00:06.863 ->  Battery :11.84 V
00:00:06.888 ->  Battery :12.17 V
00:00:06.946 ->  Battery :0.01 V
00:00:06.973 ->  Battery :0.01 V
00:00:07.044 ->  Battery :121.14 V
00:00:07.126 ->  Battery :12.12 V
00:00:07.227 ->  Battery :0.89 V
00:00:07.254 ->  Battery :121.72 V
00:00:07.280 ->  Battery :0.08 V
00:00:07.497 ->  Battery :0.11 V
00:00:07.590 ->  Battery :0.51 V
00:00:07.794 ->  Battery :2.08 V
00:00:07.821 ->  Battery :0.11 V
00:00:07.925 ->  Battery :0.01 V
00:00:07.952 ->  Battery :0.01 V
00:00:07.999 ->  Battery :0.01 V
00:00:08.181 ->  Battery :12.15 V
00:00:08.240 ->  Battery :12.17 V
00:00:08.264 ->  Battery :183.13 V
00:00:08.326 ->  Battery :18.18 V
00:00:08.351 ->  Battery :21.51 V
00:00:08.377 ->  Battery :0.05 V
00:00:08.437 ->  Battery :0.01 V
00:00:08.508 ->  Battery :12.18 V
00:00:08.611 ->  Battery :0.07 V
00:00:08.671 ->  Battery :0.01 V
00:00:08.785 ->  Battery :123.21 V
00:00:08.835 ->  Battery :0.14 V
00:00:08.894 ->  Battery :0.01 V
00:00:08.932 ->  Battery :0.01 V
00:00:09.034 ->  Battery :0.04 V
00:00:09.062 ->  Battery :0.11 V
00:00:09.121 ->  Battery :12.64 V
00:00:09.146 ->  Battery :0.50 V
00:00:09.172 ->  Battery :0.21 V
00:00:09.298 ->  Battery :0.01 V
00:00:09.413 ->  Battery :12.12 V
00:00:09.569 ->  Battery :0.15 V
00:00:09.683 ->  Battery :152.51 V
00:00:09.744 ->  Battery :0.08 V
00:00:10.047 ->  Battery :0.14 V
00:00:10.074 ->  Battery :1.21 V
00:00:10.144 ->  Battery :12.37 V
00:00:10.169 ->  Battery :0.37 V
00:00:10.405 ->  Battery :0.05 V
00:00:10.575 ->  Battery :10.29 V
00:00:10.634 ->  Battery :2.11 V
00:00:10.903 ->  Battery :0.12 V
00:00:11.336 ->  Battery :140.55 V
00:00:11.363 ->  Battery :-323.69 V
00:00:11.392 ->  Battery :121.59 V
00:00:11.419 ->  Battery :52.91 V
00:00:11.456 ->  Battery :41.77 V
00:00:11.486 ->  Battery :0.06 V
00:00:11.722 ->  Battery :12.14 V
00:00:11.802 ->  Battery :12.12 V
00:00:12.025 ->  Battery :0.12 V
00:00:12.052 ->  Battery :-73.47 V
00:00:12.080 ->  Battery :42.12 V
00:00:12.206 ->  Battery :1.21 V
00:00:12.232 ->  Battery :0.01 V
00:00:12.259 ->  Battery :0.92 V
00:00:12.396 ->  Battery :0.01 V
00:00:12.487 ->  Battery :0.12 V
00:00:12.515 ->  Battery :8.13 V
00:00:12.574 ->  Battery :0.12 V
00:00:12.636 ->  Battery :-98.61 V
00:00:12.707 ->  Battery :156.77 V
00:00:12.736 ->  Battery :12.14 V
00:00:12.827 ->  Battery :1.28 V
00:00:12.932 ->  Battery :12.14 V
00:00:12.989 ->  Battery :0.71 V
00:00:13.069 ->  Battery :0.41 V
00:00:13.173 ->  Battery :9.12 V
00:00:13.508 ->  Battery :0.05 V
00:00:13.568 ->  Battery :0.04 V
00:00:13.694 ->  Battery :12.14 V
00:00:13.763 ->  Battery :0.01 V
00:00:13.790 ->  Battery :0.71 V
00:00:13.816 ->  Battery :0.05 V
00:00:13.843 ->  Battery :0.01 V
00:00:13.946 ->  Battery :0.97 V
00:00:14.039 ->  Battery :12.57 V
00:00:14.066 ->  Battery :0.97 V
00:00:14.093 ->  Battery :0.22 V
00:00:14.253 ->  Battery :12.16 V
00:00:14.277 ->  Battery :0.63 V
00:00:14.359 ->  Battery :12.14 V
00:00:14.460 ->  Battery :1.43 V
00:00:14.487 ->  Battery :3.23 V
00:00:14.679 ->  Battery :12.17 V
00:00:14.703 ->  Battery :0.42 V
00:00:14.730 ->  Battery :1.43 V
00:00:14.756 ->  Battery :0.01 V
00:00:14.938 ->  Battery :12.15 V
00:00:15.019 ->  Battery :0.01 V
00:00:15.045 ->  Battery :1.43 V
00:00:15.072 ->  Battery :0.19 V
00:00:15.200 ->  Battery :0.10 V
00:00:15.282 ->  Battery :0.26 V
00:00:15.341 ->  Battery :12.18 V
00:00:15.475 ->  Battery :12.18 V
00:00:15.643 ->  Battery :1.21 V
00:00:15.757 ->  Battery :0.20 V
00:00:15.818 ->  Battery :0.04 V
00:00:15.845 ->  Battery :12.17 V
00:00:15.958 ->  Battery :10.15 V
00:00:16.083 ->  Battery :0.05 V
00:00:16.143 ->  Battery :0.00 V
00:00:16.169 ->  Battery :1.27 V
00:00:16.263 ->  Battery :12.18 V
00:00:16.309 ->  Battery :1.47 V
