00:00:02.704 ->  SD OK
00:00:02.732 ->  BREAK STOP
00:00:02.972 ->  Controller Set
00:00:04.721 ->  START
00:00:04.745 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.776 ->  Battery :12.15 V
00:00:04.876 ->  Battery :12.12 V
00:00:04.977 ->  Battery :12.17 V
00:00:05.079 ->  Battery :12.17 V
00:00:05.382 ->  Battery :12.09 V
00:00:05.482 ->  Battery :12.14 V
00:00:05.583 ->  Battery :12.14 V
00:00:05.685 ->  Battery :12.17 V
00:00:05.788 ->  Battery :12.14 V
00:00:05.993 ->  Battery :12.17 V
00:00:06.199 ->  Battery :12.15 V
00:00:06.404 ->  Battery :12.14 V
00:00:06.610 ->  Battery :12.15 V
00:00:06.815 ->  Battery :12.15 V
00:00:07.020 ->  Battery :12.15 V
00:00:07.225 ->  Battery :12.15 V
00:00:07.431 ->  Battery :12.11 V
00:00:07.635 ->  Battery :12.15 V
00:00:07.840 ->  Battery :12.15 V
00:00:08.046 ->  Battery :12.15 V
00:00:08.252 ->  Battery :12.14 V
00:00:08.457 ->  Battery :12.14 V
00:00:08.662 ->  Battery :12.15 V
00:00:08.867 ->  Battery :12.14 V
00:00:09.072 ->  Battery :12.15 V
00:00:09.277 ->  Battery :12.14 V
00:00:09.482 ->  Battery :12.15 V
00:00:09.688 ->  Battery :12.14 V
00:00:09.892 ->  Battery :12.14 V
00:00:10.098 ->  Battery :12.15 V
00:00:10.303 ->  Battery :12.14 V
00:00:10.509 ->  Battery :12.15 V
00:00:10.713 ->  Battery :12.09 V
00:00:10.917 ->  Battery :12.12 V
00:00:11.122 ->  Battery :12.15 V
00:00:11.328 ->  Battery :12.15 V
00:00:11.533 ->  Battery :12.14 V
00:00:11.739 ->  Battery :12.15 V
00:00:11.944 ->  Battery :12.15 V
00:00:12.150 ->  Battery :12.14 V
00:00:12.355 ->  Battery :12.14 V
00:00:12.560 ->  Battery :12.14 V
00:00:12.766 ->  Battery :12.14 V
00:00:12.971 ->  Battery :12.12 V
00:00:13.175 ->  Battery :12.12 V
00:00:13.380 ->  Battery :12.09 V
00:00:13.586 ->  Battery :12.14 V
00:00:13.791 ->  Battery :12.14 V
00:00:13.996 ->  Battery :12.12 V
00:00:14.200 ->  Battery :12.12 V
00:00:14.406 ->  Battery :12.15 V
00:00:14.611 ->  Battery :12.14 V
00:00:14.815 ->  Battery :12.14 V
00:00:15.020 ->  Battery :12.15 V
00:00:15.225 ->  Battery :12.15 V
00:00:15.430 ->  Battery :12.11 V
00:00:15.635 ->  Battery :12.15 V
00:00:15.841 ->  Battery :12.15 V
00:00:16.047 ->  Battery :12.11 V
00:00:16.251 ->  Battery :12.14 V
00:00:16.456 ->  Battery :12.15 V
00:00:16.662 ->  Battery :12.14 V
00:00:16.868 ->  Battery :12.12 V
00:00:17.072 ->  Battery :12.15 V
00:00:17.277 ->  Battery :12.15 V
00:00:17.483 ->  Battery :12.14 V
00:00:17.688 ->  Battery :12.15 V
00:00:17.894 ->  Battery :12.14 V
00:00:18.099 ->  Battery :12.14 V
00:00:18.305 ->  Battery :12.15 V
00:00:18.509 ->  Battery :12.14 V
00:00:18.714 ->  Battery :12.12 V
00:00:18.919 ->  Battery :12.14 V
00:00:19.125 ->  Battery :12.15 V
00:00:19.330 ->  Battery :12.14 V
00:00:19.533 ->  Battery :12.14 V
00:00:19.739 ->  Battery :12.15 V
00:00:19.945 ->  Battery :12.14 V
00:00:20.150 ->  Battery :12.15 V
00:00:20.354 ->  Battery :12.14 V
00:00:20.559 ->  Battery :12.14 V
00:00:20.764 ->  Battery :12.09 V
00:00:20.969 ->  Battery :12.15 V
00:00:21.174 ->  Battery :12.12 V
00:00:21.380 ->  Battery :12.12 V
00:00:21.584 ->  Battery :12.15 V
00:00:21.790 ->  Battery :12.14 V
00:00:21.995 ->  Battery :12.15 V
00:00:22.201 ->  Battery :12.15 V
00:00:22.407 ->  Battery :12.14 V
00:00:22.611 ->  Battery :12.15 V
00:00:22.816 ->  Battery :12.14 V
00:00:23.022 ->  Battery :12.14 V
00:00:23.227 ->  Battery :12.14 V
00:00:23.432 ->  Battery :12.14 V
00:00:23.638 ->  Battery :12.14 V
00:00:23.843 ->  Battery :12.15 V
00:00:24.048 ->  Battery :12.14 V
00:00:24.253 ->  Battery :12.15 V
00:00:24.459 ->  Battery :12.15 V
00:00:24.664 ->  Battery :12.12 V
00:00:24.868 ->  Battery :12.14 V
00:00:25.073 ->  Battery :12.14 V
00:00:25.279 ->  Battery :12.15 V
00:00:25.484 ->  Battery :12.15 V
00:00:25.690 ->  Battery :12.15 V
00:00:25.894 ->  Battery :12.15 V
00:00:26.100 ->  Battery :12.12 V
00:00:26.305 ->  Battery :12.15 V
00:00:26.510 ->  Battery :12.15 V
00:00:26.715 ->  Battery :12.14 V
00:00:26.920 ->  Battery :12.15 V
00:00:27.125 ->  Battery :12.15 V
00:00:27.330 ->  Battery :12.14 V
00:00:27.536 ->  Battery :12.12 V
00:00:27.742 ->  Battery :12.15 V
00:00:27.948 ->  Battery :12.12 V
00:00:28.152 ->  Battery :12.14 V
00:00:28.357 ->  Battery :12.15 V
00:00:28.563 ->  Battery :12.14 V
00:00:28.768 ->  Battery :12.14 V
00:00:28.973 ->  Battery :12.15 V
00:00:29.178 ->  Battery :12.14 V
00:00:29.383 ->  Battery :12.15 V
00:00:29.589 ->  Battery :12.15 V
00:00:29.794 ->  Battery :12.14 V
00:00:00.00 ->  Battery :12.14 V
00:00:30.204 ->  Battery :12.15 V
00:00:30.409 ->  Battery :12.14 V
00:00:30.614 ->  Battery :12.12 V
00:00:30.820 ->  Battery :12.15 V
00:00:31.025 ->  Battery :12.14 V
00:00:31.229 ->  Battery :12.11 V
00:00:31.435 ->  Battery :12.14 V
00:00:31.641 ->  Battery :12.14 V
00:00:31.846 ->  Battery :12.15 V
00:00:32.051 ->  Battery :12.14 V
00:00:32.257 ->  Battery :12.15 V
00:00:32.461 ->  Battery :12.12 V
00:00:32.666 ->  Battery :12.14 V
00:00:32.871 ->  Battery :12.15 V
00:00:33.077 ->  Battery :12.14 V
00:00:33.282 ->  Battery :12.14 V
00:00:33.488 ->  Battery :12.15 V
00:00:33.693 ->  Battery :12.14 V
00:00:33.899 ->  Battery :12.12 V
00:00:34.104 ->  Battery :12.15 V
00:00:34.309 ->  Battery :12.14 V
00:00:34.513 ->  Battery :12.08 V
00:00:34.719 ->  Battery :12.14 V
00:00:34.924 ->  Battery :12.14 V
00:00:35.129 ->  Battery :12.12 V
00:00:35.335 ->  Battery :12.14 V
00:00:35.540 ->  Battery :12.14 V
00:00:35.745 ->  Battery :12.14 V
00:00:35.950 ->  Battery :12.14 V
00:00:36.156 ->  Battery :12.14 V
00:00:36.361 ->  Battery :12.14 V
00:00:36.566 ->  Battery :12.15 V
00:00:36.770 ->  Battery :12.15 V
00:00:36.976 ->  Battery :12.14 V
00:00:37.180 ->  Battery :12.15 V
00:00:37.386 ->  Battery :12.15 V
00:00:37.591 ->  Battery :12.14 V
00:00:37.796 ->  Battery :12.11 V
00:00:00.00 ->  Battery :12.15 V
00:00:38.205 ->  Battery :12.15 V
00:00:38.410 ->  Battery :12.14 V
00:00:38.617 ->  Battery :12.12 V
00:00:38.820 ->  Battery :12.15 V
00:00:39.026 ->  Battery :12.14 V
00:00:39.232 ->  Battery :12.14 V
00:00:39.438 ->  Battery :12.14 V
00:00:39.643 ->  Battery :12.14 V
00:00:39.847 ->  Battery :12.14 V
00:00:40.053 ->  Battery :12.15 V
00:00:40.258 ->  Battery :12.14 V
00:00:40.463 ->  Battery :12.14 V
00:00:40.668 ->  Battery :12.14 V
00:00:40.873 ->  Battery :12.12 V
00:00:41.078 ->  Battery :12.12 V
00:00:41.283 ->  Battery :12.15 V
00:00:41.488 ->  Battery :12.14 V
00:00:41.694 ->  Battery :12.14 V
00:00:41.899 ->  Battery :12.12 V
00:00:42.102 ->  Battery :12.14 V
00:00:42.307 ->  Battery :12.14 V
00:00:42.513 ->  Battery :12.12 V
00:00:42.718 ->  Battery :12.15 V
00:00:42.923 ->  Battery :12.14 V
00:00:43.128 ->  Battery :12.12 V
00:00:43.334 ->  Battery :12.15 V
00:00:43.539 ->  Battery :12.14 V
00:00:43.744 ->  Battery :12.12 V
00:00:43.950 ->  Battery :12.12 V
00:00:44.155 ->  Battery :12.14 V
00:00:44.360 ->  Battery :12.14 V
00:00:44.565 ->  Battery :12.14 V
00:00:44.771 ->  Battery :12.15 V
00:00:44.976 ->  Battery :12.14 V
00:00:45.181 ->  Battery :12.11 V
00:00:45.385 ->  Battery :12.14 V
00:00:45.591 ->  Battery :12.14 V
00:00:45.796 ->  Battery :12.14 V
00:00:46.001 ->  Battery :12.14 V
00:00:46.205 ->  Battery :12.15 V
00:00:46.411 ->  Battery :12.14 V
00:00:46.616 ->  Battery :12.14 V
00:00:46.821 ->  Battery :12.14 V
00:00:47.027 ->  Battery :12.12 V
00:00:47.233 ->  Battery :12.14 V
00:00:47.437 ->  Battery :12.14 V
00:00:47.642 ->  Battery :12.15 V
00:00:47.848 ->  Battery :12.14 V
00:00:48.053 ->  Battery :12.15 V
00:00:48.258 ->  Battery :12.15 V
00:00:48.462 ->  Battery :12.12 V
00:00:48.668 ->  Battery :12.15 V
00:00:48.873 ->  Battery :12.15 V
00:00:49.079 ->  Battery :12.14 V
00:00:49.284 ->  Battery :12.12 V
00:00:49.489 ->  Battery :12.15 V
00:00:49.694 ->  Battery :12.14 V
00:00:49.899 ->  Battery :12.14 V
00:00:50.104 ->  Battery :12.15 V
00:00:50.309 ->  Battery :12.14 V
00:00:50.514 ->  Battery :12.08 V
00:00:50.719 ->  Battery :12.15 V
00:00:50.925 ->  Battery :12.14 V
00:00:51.131 ->  Battery :12.08 V
00:00:51.336 ->  Battery :12.15 V
00:00:51.540 ->  Battery :12.15 V
00:00:51.746 ->  Battery :12.12 V
00:00:51.951 ->  Battery :12.14 V
00:00:52.156 ->  Battery :12.15 V
00:00:52.361 ->  Battery :12.14 V
00:00:52.567 ->  Battery :12.14 V
00:00:52.771 ->  Battery :12.15 V
00:00:52.977 ->  Battery :12.15 V
00:00:53.182 ->  Battery :12.14 V
00:00:53.388 ->  Battery :12.15 V
00:00:53.593 ->  Battery :12.15 V
00:00:53.797 ->  Battery :12.12 V
00:00:54.002 ->  Battery :12.14 V
00:00:54.207 ->  Battery :12.14 V
00:00:54.412 ->  Battery :12.15 V
00:00:54.617 ->  Battery :12.14 V
00:00:54.822 ->  Battery :12.15 V
00:00:55.028 ->  Battery :12.14 V
00:00:55.233 ->  Battery :12.14 V
00:00:55.439 ->  Battery :12.14 V
00:00:55.645 ->  Battery :12.14 V
00:00:55.849 ->  Battery :12.14 V
00:00:56.054 ->  Battery :12.14 V
00:00:56.259 ->  Battery :12.14 V
00:00:56.465 ->  Battery :12.14 V
00:00:56.670 ->  Battery :12.15 V
00:00:56.876 ->  Battery :12.14 V
00:00:57.080 ->  Battery :12.15 V
00:00:57.286 ->  Battery :12.14 V
00:00:57.491 ->  Battery :12.14 V
00:00:57.696 ->  Battery :12.11 V
00:00:57.901 ->  Battery :12.15 V
00:00:58.106 ->  Battery :12.14 V
00:00:58.311 ->  Battery :12.15 V
00:00:58.516 ->  Battery :12.14 V
00:00:58.722 ->  Battery :12.14 V
00:00:58.928 ->  Battery :12.14 V
00:00:59.132 ->  Battery :12.15 V
00:00:59.337 ->  Battery :12.14 V
00:00:59.543 ->  Battery :12.14 V
00:00:59.748 ->  Battery :12.15 V
00:00:59.953 ->  Battery :12.15 V
00:00:60.157 ->  Battery :12.14 V
