00:00:02.731 ->  SD OK
00:00:02.769 ->  BREAK STOP
00:00:03.016 ->  Controller Set
00:00:04.771 ->  START
00:00:04.800 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.838 ->  Battery :0.87 V
00:00:04.890 ->  Speed:0.00 km/hr 
00:00:04.928 ->  Battery :0.93 V
00:00:04.979 ->  Speed:0.00 km/hr 
00:00:05.019 ->  Battery :0.93 V
00:00:05.070 ->  Speed:0.00 km/hr 
00:00:05.110 ->  Battery :0.93 V
00:00:05.161 ->  Speed:0.00 km/hr 
00:00:05.201 ->  Battery :0.92 V
00:00:05.253 ->  Speed:0.00 km/hr 
00:00:05.293 ->  Battery :0.90 V
00:00:05.344 ->  Speed:0.00 km/hr 
00:00:05.384 ->  Battery :0.93 V
00:00:05.435 ->  Speed:0.00 km/hr 
00:00:05.475 ->  Battery :0.93 V
00:00:05.526 ->  Speed:0.00 km/hr 
00:00:05.565 ->  Battery :0.92 V
00:00:05.616 ->  Speed:0.00 km/hr 
00:00:05.656 ->  Battery :0.95 V
00:00:05.707 ->  Speed:0.00 km/hr 
00:00:05.747 ->  Battery :0.92 V
00:00:05.798 ->  Speed:0.00 km/hr 
00:00:05.838 ->  Battery :0.86 V
00:00:05.890 ->  Speed:0.00 km/hr 
00:00:05.929 ->  Battery :0.95 V
00:00:05.984 ->  Speed:0.00 km/hr 
00:00:06.021 ->  Battery :0.93 V
00:00:06.072 ->  Speed:0.00 km/hr 
00:00:06.112 ->  Battery :0.89 V
00:00:06.163 ->  Speed:0.00 km/hr 
00:00:06.203 ->  Battery :0.92 V
00:00:06.254 ->  Speed:0.00 km/hr 
00:00:06.293 ->  Battery :0.92 V
00:00:06.344 ->  Speed:0.00 km/hr 
00:00:06.384 ->  Battery :0.90 V
00:00:06.435 ->  Speed:0.00 km/hr 
00:00:06.475 ->  Battery :0.90 V
00:00:06.526 ->  Speed:0.00 km/hr 
00:00:06.598 ->  Battery :0.93 V
00:00:06.649 ->  Speed:0.00 km/hr 
00:00:06.750 ->  Battery :0.93 V
00:00:06.801 ->  Speed:0.00 km/hr 
00:00:06.900 ->  Battery :0.93 V
00:00:06.951 ->  Speed:0.00 km/hr 
00:00:07.051 ->  Battery :0.93 V
00:00:07.102 ->  Speed:0.00 km/hr 
00:00:07.202 ->  Battery :0.92 V
00:00:07.254 ->  Speed:0.00 km/hr 
00:00:07.353 ->  Battery :0.92 V
00:00:07.404 ->  Speed:0.00 km/hr 
