00:00:03.240 ->  SD OK~
00:00:03.315 ->  BREAK STOP~
00:00:03.569 ->  Controller Err~
00:00:04.825 ->  START~
00:00:04.877 ->  ERROR OCCUR  ~
00:00:04.929 ->  BREAK STOP  ~
00:00:04.983 ->  (122,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:05.036 ->  ERROR OCCUR  ~
00:00:05.087 ->  BREAK STOP  ~
00:00:05.141 ->  (109,122,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.193 ->  ERROR OCCUR  ~
00:00:05.245 ->  BREAK STOP  ~
00:00:05.300 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.352 ->  ERROR OCCUR  ~
00:00:05.406 ->  BREAK STOP  ~
00:00:05.460 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.513 ->  ERROR OCCUR  ~
00:00:05.565 ->  BREAK STOP  ~
00:00:05.619 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.671 ->  ERROR OCCUR  ~
00:00:05.724 ->  BREAK STOP  ~
00:00:05.776 ->  ERROR OCCUR  ~
00:00:05.828 ->  BREAK STOP  ~
00:00:05.880 ->  ERROR OCCUR  ~
00:00:05.933 ->  BREAK STOP  ~
00:00:05.987 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.039 ->  ERROR OCCUR  ~
00:00:06.093 ->  BREAK STOP  ~
00:00:06.147 ->  ERROR OCCUR  ~
00:00:06.198 ->  BREAK STOP  ~
00:00:06.252 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.305 ->  ERROR OCCUR  ~
00:00:06.356 ->  BREAK STOP  ~
00:00:06.410 ->  ERROR OCCUR  ~
00:00:06.461 ->  BREAK STOP  ~
00:00:06.515 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.568 ->  ERROR OCCUR  ~
00:00:06.620 ->  BREAK STOP  ~
00:00:06.673 ->  ERROR OCCUR  ~
00:00:06.725 ->  BREAK STOP  ~
00:00:06.778 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.834 ->  ERROR OCCUR  ~
00:00:06.886 ->  BREAK STOP  ~
00:00:06.940 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.992 ->  ERROR OCCUR  ~
00:00:07.045 ->  BREAK STOP  ~
00:00:07.097 ->  ERROR OCCUR  ~
00:00:07.149 ->  BREAK STOP  ~
00:00:07.203 ->  (107,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.256 ->  ERROR OCCUR  ~
00:00:07.308 ->  BREAK STOP  ~
00:00:07.360 ->  ERROR OCCUR  ~
00:00:07.412 ->  BREAK STOP  ~
00:00:07.467 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.522 ->  ERROR OCCUR  ~
00:00:07.574 ->  BREAK STOP  ~
00:00:07.626 ->  ERROR OCCUR  ~
00:00:07.677 ->  BREAK STOP  ~
00:00:07.731 ->  ERROR OCCUR  ~
00:00:07.782 ->  BREAK STOP  ~
00:00:07.835 ->  ERROR OCCUR  ~
00:00:07.886 ->  BREAK STOP  ~
00:00:07.941 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.994 ->  ERROR OCCUR  ~
00:00:08.045 ->  BREAK STOP  ~
00:00:08.099 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.153 ->  ERROR OCCUR  ~
00:00:08.207 ->  BREAK STOP  ~
00:00:08.261 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:08.313 ->  ERROR OCCUR  ~
00:00:08.366 ->  BREAK STOP  ~
00:00:08.420 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.472 ->  ERROR OCCUR  ~
00:00:08.524 ->  BREAK STOP  ~
00:00:08.579 ->  (108,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:08.631 ->  ERROR OCCUR  ~
00:00:08.683 ->  BREAK STOP  ~
00:00:08.737 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.790 ->  ERROR OCCUR  ~
00:00:08.844 ->  BREAK STOP  ~
00:00:08.898 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.951 ->  ERROR OCCUR  ~
00:00:09.003 ->  BREAK STOP  ~
00:00:09.056 ->  ERROR OCCUR  ~
00:00:09.107 ->  BREAK STOP  ~
00:00:09.161 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.214 ->  ERROR OCCUR  ~
00:00:09.267 ->  BREAK STOP  ~
00:00:09.319 ->  ERROR OCCUR  ~
00:00:09.370 ->  BREAK STOP  ~
00:00:09.424 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.478 ->  ERROR OCCUR  ~
00:00:09.532 ->  BREAK STOP  ~
00:00:09.584 ->  ERROR OCCUR  ~
00:00:09.636 ->  BREAK STOP  ~
00:00:09.689 ->  ERROR OCCUR  ~
00:00:09.740 ->  BREAK STOP  ~
00:00:09.794 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
