00:00:02.712 ->  SD OK
00:00:02.740 ->  BREAK STOP
00:00:02.981 ->  Controller Set
00:00:04.729 ->  START
00:00:04.753 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.786 ->  Battery :12.15 V
00:00:04.823 ->  0.00 km/hr 
00:00:04.885 ->  Battery :12.15 V
00:00:04.923 ->  0.00 km/hr 
00:00:04.986 ->  Battery :12.14 V
00:00:05.024 ->  0.00 km/hr 
00:00:05.088 ->  Battery :12.15 V
00:00:05.126 ->  0.00 km/hr 
00:00:05.188 ->  Battery :12.15 V
00:00:05.226 ->  0.00 km/hr 
00:00:05.289 ->  Battery :12.12 V
00:00:05.330 ->  0.00 km/hr 
00:00:05.390 ->  Battery :12.12 V
00:00:05.428 ->  0.00 km/hr 
00:00:05.491 ->  Battery :12.11 V
00:00:05.529 ->  0.00 km/hr 
00:00:05.593 ->  Battery :12.09 V
00:00:05.630 ->  0.00 km/hr 
00:00:05.693 ->  Battery :12.19 V
00:00:05.731 ->  0.00 km/hr 
00:00:05.794 ->  Battery :12.12 V
00:00:05.832 ->  0.00 km/hr 
00:00:05.896 ->  Battery :12.14 V
00:00:05.934 ->  0.00 km/hr 
00:00:05.996 ->  Battery :12.21 V
00:00:06.034 ->  0.00 km/hr 
00:00:06.097 ->  Battery :12.08 V
00:00:06.138 ->  0.00 km/hr 
00:00:06.198 ->  Battery :12.08 V
00:00:06.236 ->  0.00 km/hr 
00:00:06.299 ->  Battery :12.14 V
00:00:06.337 ->  0.00 km/hr 
00:00:06.401 ->  Battery :12.08 V
00:00:06.438 ->  0.00 km/hr 
00:00:06.501 ->  Battery :12.15 V
00:00:06.539 ->  0.00 km/hr 
00:00:06.602 ->  Battery :12.15 V
00:00:06.640 ->  0.00 km/hr 
00:00:06.704 ->  Battery :12.08 V
00:00:06.742 ->  0.00 km/hr 
00:00:06.804 ->  Battery :12.11 V
00:00:06.842 ->  0.00 km/hr 
00:00:06.905 ->  Battery :12.14 V
00:00:06.945 ->  0.00 km/hr 
00:00:07.007 ->  Battery :12.21 V
00:00:07.045 ->  0.00 km/hr 
00:00:07.107 ->  Battery :12.17 V
00:00:07.145 ->  0.00 km/hr 
00:00:07.208 ->  Battery :12.22 V
00:00:07.246 ->  0.00 km/hr 
00:00:07.309 ->  Battery :12.21 V
00:00:07.347 ->  0.00 km/hr 
00:00:07.410 ->  Battery :12.09 V
00:00:07.448 ->  0.00 km/hr 
00:00:07.512 ->  Battery :12.12 V
00:00:07.549 ->  0.00 km/hr 
00:00:07.612 ->  Battery :12.19 V
00:00:07.650 ->  0.00 km/hr 
00:00:07.713 ->  Battery :12.09 V
00:00:07.751 ->  0.00 km/hr 
00:00:07.815 ->  Battery :12.15 V
00:00:07.853 ->  0.00 km/hr 
00:00:07.915 ->  Battery :12.11 V
00:00:07.953 ->  0.00 km/hr 
00:00:08.016 ->  Battery :12.12 V
00:00:08.054 ->  0.00 km/hr 
00:00:08.118 ->  Battery :12.11 V
00:00:08.156 ->  0.00 km/hr 
00:00:08.219 ->  Battery :12.17 V
00:00:08.257 ->  0.00 km/hr 
00:00:08.321 ->  Battery :12.21 V
00:00:08.358 ->  0.00 km/hr 
00:00:08.421 ->  Battery :12.12 V
00:00:08.459 ->  0.00 km/hr 
00:00:08.522 ->  Battery :12.17 V
00:00:08.560 ->  0.00 km/hr 
00:00:08.624 ->  Battery :12.17 V
00:00:08.662 ->  0.00 km/hr 
00:00:08.724 ->  Battery :12.22 V
00:00:08.762 ->  0.00 km/hr 
00:00:08.825 ->  Battery :12.17 V
00:00:08.863 ->  0.00 km/hr 
00:00:08.927 ->  Battery :12.08 V
00:00:08.965 ->  0.00 km/hr 
00:00:09.027 ->  Battery :12.15 V
00:00:09.065 ->  0.00 km/hr 
00:00:09.128 ->  Battery :12.19 V
00:00:09.166 ->  0.00 km/hr 
00:00:09.229 ->  Battery :12.11 V
00:00:09.267 ->  0.00 km/hr 
00:00:09.330 ->  Battery :12.08 V
00:00:09.368 ->  0.00 km/hr 
00:00:09.432 ->  Battery :12.19 V
00:00:09.469 ->  0.00 km/hr 
00:00:09.532 ->  Battery :12.09 V
00:00:09.570 ->  0.00 km/hr 
00:00:09.633 ->  Battery :12.19 V
00:00:09.671 ->  0.00 km/hr 
00:00:09.735 ->  Battery :12.11 V
00:00:09.773 ->  0.00 km/hr 
00:00:09.835 ->  Battery :12.18 V
00:00:09.873 ->  0.00 km/hr 
00:00:09.936 ->  Battery :12.12 V
00:00:09.974 ->  0.00 km/hr 
00:00:10.038 ->  Battery :12.15 V
00:00:10.076 ->  0.00 km/hr 
00:00:10.139 ->  Battery :12.15 V
00:00:10.177 ->  0.00 km/hr 
00:00:10.241 ->  Battery :12.21 V
00:00:10.278 ->  0.00 km/hr 
00:00:10.341 ->  Battery :12.12 V
00:00:10.379 ->  0.00 km/hr 
00:00:10.442 ->  Battery :12.05 V
00:00:10.480 ->  0.00 km/hr 
00:00:10.544 ->  Battery :12.09 V
00:00:10.582 ->  0.00 km/hr 
00:00:10.644 ->  Battery :12.14 V
00:00:10.682 ->  0.00 km/hr 
00:00:10.745 ->  Battery :12.05 V
