00:00:02.862 ->  SD OK~
00:00:02.946 ->  BREAK STOP~
00:00:03.208 ->  Controller Err~
00:00:04.471 ->  START~
00:00:04.532 ->  ERROR OCCUR  ~
00:00:04.592 ->  BREAK STOP  ~
00:00:04.654 ->  (122,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.715 ->  ERROR OCCUR  ~
00:00:04.774 ->  BREAK STOP  ~
00:00:04.837 ->  (109,122,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.897 ->  ERROR OCCUR  ~
00:00:04.958 ->  BREAK STOP  ~
00:00:05.019 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.081 ->  ERROR OCCUR  ~
00:00:05.143 ->  BREAK STOP  ~
00:00:05.203 ->  ERROR OCCUR  ~
00:00:05.263 ->  BREAK STOP  ~
00:00:05.324 ->  ERROR OCCUR  ~
00:00:05.384 ->  BREAK STOP  ~
00:00:05.446 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.507 ->  ERROR OCCUR  ~
00:00:05.567 ->  BREAK STOP  ~
00:00:05.627 ->  ERROR OCCUR  ~
00:00:05.688 ->  BREAK STOP  ~
00:00:05.748 ->  ERROR OCCUR  ~
00:00:05.808 ->  BREAK STOP  ~
00:00:05.870 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.932 ->  ERROR OCCUR  ~
00:00:05.994 ->  BREAK STOP  ~
00:00:06.056 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.117 ->  ERROR OCCUR  ~
00:00:06.177 ->  BREAK STOP  ~
00:00:06.238 ->  ERROR OCCUR  ~
00:00:06.298 ->  BREAK STOP  ~
00:00:06.361 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.421 ->  ERROR OCCUR  ~
00:00:06.480 ->  BREAK STOP  ~
00:00:06.543 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.604 ->  ERROR OCCUR  ~
00:00:06.664 ->  BREAK STOP  ~
00:00:06.724 ->  ERROR OCCUR  ~
00:00:06.788 ->  BREAK STOP  ~
00:00:06.848 ->  ERROR OCCUR  ~
00:00:06.907 ->  BREAK STOP  ~
00:00:06.970 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.031 ->  ERROR OCCUR  ~
00:00:07.091 ->  BREAK STOP  ~
00:00:07.153 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.214 ->  ERROR OCCUR  ~
00:00:07.274 ->  BREAK STOP  ~
00:00:07.334 ->  ERROR OCCUR  ~
00:00:07.395 ->  BREAK STOP  ~
00:00:07.457 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.518 ->  ERROR OCCUR  ~
00:00:07.580 ->  BREAK STOP  ~
00:00:07.643 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.703 ->  ERROR OCCUR  ~
00:00:07.763 ->  BREAK STOP  ~
00:00:07.826 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.886 ->  ERROR OCCUR  ~
00:00:07.947 ->  BREAK STOP  ~
00:00:08.009 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.070 ->  ERROR OCCUR  ~
00:00:08.129 ->  BREAK STOP  ~
00:00:08.192 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.253 ->  ERROR OCCUR  ~
00:00:08.315 ->  BREAK STOP  ~
00:00:08.376 ->  ERROR OCCUR  ~
00:00:08.435 ->  BREAK STOP  ~
00:00:08.498 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.559 ->  ERROR OCCUR  ~
00:00:08.619 ->  BREAK STOP  ~
00:00:08.679 ->  ERROR OCCUR  ~
00:00:08.739 ->  BREAK STOP  ~
00:00:08.802 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.862 ->  ERROR OCCUR  ~
00:00:08.923 ->  BREAK STOP  ~
00:00:08.985 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.046 ->  ERROR OCCUR  ~
00:00:09.108 ->  BREAK STOP  ~
00:00:09.185 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.245 ->  ERROR OCCUR  ~
00:00:09.306 ->  BREAK STOP  ~
00:00:09.368 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.428 ->  ERROR OCCUR  ~
00:00:09.489 ->  BREAK STOP  ~
00:00:09.549 ->  ERROR OCCUR  ~
00:00:09.610 ->  BREAK STOP  ~
00:00:09.671 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.733 ->  ERROR OCCUR  ~
00:00:09.792 ->  BREAK STOP  ~
00:00:09.852 ->  ERROR OCCUR  ~
00:00:09.916 ->  BREAK STOP  ~
00:00:09.975 ->  ERROR OCCUR  ~
00:00:10.036 ->  BREAK STOP  ~
00:00:10.098 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.159 ->  ERROR OCCUR  ~
00:00:10.218 ->  BREAK STOP  ~
00:00:10.280 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.341 ->  ERROR OCCUR  ~
00:00:10.401 ->  BREAK STOP  ~
00:00:10.462 ->  ERROR OCCUR  ~
00:00:10.521 ->  BREAK STOP  ~
00:00:10.584 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.644 ->  ERROR OCCUR  ~
00:00:10.706 ->  BREAK STOP  ~
00:00:10.769 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:10.829 ->  ERROR OCCUR  ~
00:00:10.889 ->  BREAK STOP  ~
00:00:10.951 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.012 ->  ERROR OCCUR  ~
00:00:11.072 ->  BREAK STOP  ~
00:00:11.133 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.195 ->  ERROR OCCUR  ~
