00:00:02.852 ->  SD OK~
00:00:02.934 ->  BREAK STOP~
00:00:03.192 ->  Controller Err~
00:00:04.454 ->  START~
00:00:04.511 ->  ERROR OCCUR  ~
00:00:04.569 ->  BREAK STOP  ~
00:00:04.628 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.686 ->  ERROR OCCUR  ~
00:00:04.744 ->  BREAK STOP  ~
00:00:04.803 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.860 ->  ERROR OCCUR  ~
00:00:04.918 ->  BREAK STOP  ~
00:00:04.978 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.036 ->  ERROR OCCUR  ~
00:00:05.096 ->  BREAK STOP  ~
00:00:05.155 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.213 ->  ERROR OCCUR  ~
00:00:05.270 ->  BREAK STOP  ~
00:00:05.328 ->  ERROR OCCUR  ~
00:00:05.386 ->  BREAK STOP  ~
00:00:05.445 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.504 ->  ERROR OCCUR  ~
00:00:05.561 ->  BREAK STOP  ~
00:00:05.619 ->  ERROR OCCUR  ~
00:00:05.677 ->  BREAK STOP  ~
00:00:05.736 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.793 ->  ERROR OCCUR  ~
00:00:05.854 ->  BREAK STOP  ~
00:00:05.913 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.971 ->  ERROR OCCUR  ~
00:00:06.029 ->  BREAK STOP  ~
00:00:06.087 ->  ERROR OCCUR  ~
00:00:06.144 ->  BREAK STOP  ~
00:00:06.204 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.262 ->  ERROR OCCUR  ~
00:00:06.320 ->  BREAK STOP  ~
00:00:06.379 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.436 ->  ERROR OCCUR  ~
00:00:06.494 ->  BREAK STOP  ~
00:00:06.552 ->  ERROR OCCUR  ~
00:00:06.612 ->  BREAK STOP  ~
00:00:06.672 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.730 ->  ERROR OCCUR  ~
00:00:06.788 ->  BREAK STOP  ~
00:00:06.847 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.905 ->  ERROR OCCUR  ~
00:00:06.963 ->  BREAK STOP  ~
00:00:07.022 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.079 ->  ERROR OCCUR  ~
00:00:07.137 ->  BREAK STOP  ~
00:00:07.197 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.255 ->  ERROR OCCUR  ~
00:00:07.315 ->  BREAK STOP  ~
00:00:07.372 ->  ERROR OCCUR  ~
00:00:07.430 ->  BREAK STOP  ~
00:00:07.490 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.547 ->  ERROR OCCUR  ~
