02:26:33.669 ->  SD OK~
02:26:33.758 ->  BREAK STOP~
02:26:34.023 ->  Controller Err~
02:26:35.290 ->  START~
02:26:35.353 ->  ERROR OCCUR  ~
02:26:35.430 ->  BREAK STOP  ~
02:26:35.496 ->  (121,92,94,92,0.00,100,0)	BREAK STOPPED ~
02:26:35.559 ->  ERROR OCCUR  ~
02:26:35.623 ->  BREAK STOP  ~
02:26:35.688 ->  (112,121,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:35.752 ->  ERROR OCCUR  ~
02:26:35.815 ->  BREAK STOP  ~
02:26:35.881 ->  (110,112,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:35.944 ->  ERROR OCCUR  ~
02:26:36.010 ->  BREAK STOP  ~
02:26:36.075 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:36.140 ->  ERROR OCCUR  ~
02:26:36.203 ->  BREAK STOP  ~
02:26:36.269 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:36.332 ->  ERROR OCCUR  ~
02:26:36.396 ->  BREAK STOP  ~
02:26:36.459 ->  ERROR OCCUR  ~
02:26:36.523 ->  BREAK STOP  ~
02:26:36.588 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:36.653 ->  ERROR OCCUR  ~
02:26:36.715 ->  BREAK STOP  ~
02:26:36.781 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:36.848 ->  ERROR OCCUR  ~
02:26:36.911 ->  BREAK STOP  ~
02:26:36.977 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:37.041 ->  ERROR OCCUR  ~
02:26:37.105 ->  BREAK STOP  ~
02:26:37.168 ->  ERROR OCCUR  ~
02:26:37.232 ->  BREAK STOP  ~
02:26:37.295 ->  ERROR OCCUR  ~
02:26:37.358 ->  BREAK STOP  ~
02:26:37.422 ->  ERROR OCCUR  ~
02:26:37.485 ->  BREAK STOP  ~
02:26:37.551 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:37.616 ->  ERROR OCCUR  ~
02:26:37.681 ->  BREAK STOP  ~
02:26:37.747 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:37.811 ->  ERROR OCCUR  ~
02:26:37.874 ->  BREAK STOP  ~
02:26:37.938 ->  ERROR OCCUR  ~
02:26:38.002 ->  BREAK STOP  ~
02:26:38.067 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:38.131 ->  ERROR OCCUR  ~
02:26:38.194 ->  BREAK STOP  ~
02:26:38.260 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:38.324 ->  ERROR OCCUR  ~
02:26:38.387 ->  BREAK STOP  ~
02:26:38.451 ->  ERROR OCCUR  ~
02:26:38.517 ->  BREAK STOP  ~
02:26:38.582 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:38.647 ->  ERROR OCCUR  ~
02:26:38.710 ->  BREAK STOP  ~
02:26:38.776 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:38.839 ->  ERROR OCCUR  ~
02:26:38.903 ->  BREAK STOP  ~
02:26:38.967 ->  ERROR OCCUR  ~
02:26:39.030 ->  BREAK STOP  ~
02:26:39.095 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:39.160 ->  ERROR OCCUR  ~
02:26:39.223 ->  BREAK STOP  ~
02:26:39.289 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:39.355 ->  ERROR OCCUR  ~
02:26:39.418 ->  BREAK STOP  ~
02:26:39.483 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
02:26:39.548 ->  ERROR OCCUR  ~
02:26:39.611 ->  BREAK STOP  ~
02:26:39.677 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:39.740 ->  ERROR OCCUR  ~
02:26:39.804 ->  BREAK STOP  ~
02:26:39.869 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:39.933 ->  ERROR OCCUR  ~
02:26:39.996 ->  BREAK STOP  ~
02:26:40.061 ->  ERROR OCCUR  ~
02:26:40.126 ->  BREAK STOP  ~
02:26:40.192 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:40.255 ->  ERROR OCCUR  ~
02:26:40.319 ->  BREAK STOP  ~
02:26:40.384 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:40.449 ->  ERROR OCCUR  ~
02:26:40.512 ->  BREAK STOP  ~
02:26:40.578 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
02:26:40.641 ->  ERROR OCCUR  ~
02:26:40.705 ->  BREAK STOP  ~
02:26:40.769 ->  ERROR OCCUR  ~
02:26:40.832 ->  BREAK STOP  ~
