00:00:02.862 ->  SD OK~
00:00:02.947 ->  BREAK STOP~
00:00:03.209 ->  Controller Err~
00:00:04.472 ->  START~
00:00:04.533 ->  ERROR OCCUR  ~
00:00:04.593 ->  BREAK STOP  ~
00:00:04.656 ->  (121,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.716 ->  ERROR OCCUR  ~
00:00:04.776 ->  BREAK STOP  ~
00:00:04.839 ->  (109,121,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.899 ->  ERROR OCCUR  ~
00:00:04.960 ->  BREAK STOP  ~
00:00:05.022 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.083 ->  ERROR OCCUR  ~
00:00:05.145 ->  BREAK STOP  ~
00:00:05.208 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.269 ->  ERROR OCCUR  ~
00:00:05.328 ->  BREAK STOP  ~
00:00:05.392 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.452 ->  ERROR OCCUR  ~
00:00:05.513 ->  BREAK STOP  ~
00:00:05.575 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.636 ->  ERROR OCCUR  ~
00:00:05.696 ->  BREAK STOP  ~
00:00:05.757 ->  ERROR OCCUR  ~
00:00:05.818 ->  BREAK STOP  ~
00:00:05.880 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.944 ->  ERROR OCCUR  ~
00:00:06.003 ->  BREAK STOP  ~
00:00:06.066 ->  (109,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.127 ->  ERROR OCCUR  ~
00:00:06.188 ->  BREAK STOP  ~
00:00:06.248 ->  ERROR OCCUR  ~
00:00:06.308 ->  BREAK STOP  ~
00:00:06.371 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.431 ->  ERROR OCCUR  ~
00:00:06.492 ->  BREAK STOP  ~
00:00:06.552 ->  ERROR OCCUR  ~
00:00:06.612 ->  BREAK STOP  ~
00:00:06.675 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.738 ->  ERROR OCCUR  ~
00:00:06.799 ->  BREAK STOP  ~
00:00:06.859 ->  ERROR OCCUR  ~
00:00:06.920 ->  BREAK STOP  ~
00:00:06.982 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.044 ->  ERROR OCCUR  ~
00:00:07.104 ->  BREAK STOP  ~
00:00:07.166 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.227 ->  ERROR OCCUR  ~
00:00:07.287 ->  BREAK STOP  ~
00:00:07.350 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.410 ->  ERROR OCCUR  ~
00:00:07.474 ->  BREAK STOP  ~
00:00:07.536 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.597 ->  ERROR OCCUR  ~
00:00:07.657 ->  BREAK STOP  ~
00:00:07.717 ->  ERROR OCCUR  ~
00:00:07.778 ->  BREAK STOP  ~
00:00:07.840 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.902 ->  ERROR OCCUR  ~
00:00:07.961 ->  BREAK STOP  ~
00:00:08.023 ->  ERROR OCCUR  ~
00:00:08.083 ->  BREAK STOP  ~
00:00:08.143 ->  ERROR OCCUR  ~
00:00:08.204 ->  BREAK STOP  ~
00:00:08.264 ->  ERROR OCCUR  ~
00:00:08.327 ->  BREAK STOP  ~
00:00:08.389 ->  (110,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:08.451 ->  ERROR OCCUR  ~
00:00:08.510 ->  BREAK STOP  ~
00:00:08.571 ->  ERROR OCCUR  ~
00:00:08.632 ->  BREAK STOP  ~
00:00:08.694 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.755 ->  ERROR OCCUR  ~
00:00:08.815 ->  BREAK STOP  ~
