00:00:00.833 ->  SD OK~
00:00:00.909 ->  BREAK STOP~
00:00:00.162 ->  Controller Err~
00:00:00.418 ->  START~
00:00:00.470 ->  ERROR OCCUR  ~
00:00:00.521 ->  BREAK STOP  ~
00:00:00.576 ->  (126,92,94,92,0.00,100,0)	BREAK STOPPED ~
00:00:00.628 ->  ERROR OCCUR  ~
00:00:00.680 ->  BREAK STOP  ~
00:00:00.734 ->  (112,126,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.787 ->  ERROR OCCUR  ~
00:00:00.839 ->  BREAK STOP  ~
00:00:00.892 ->  (111,112,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.945 ->  ERROR OCCUR  ~
00:00:00.5000 ->  BREAK STOP  ~
00:00:00.052 ->  ERROR OCCUR  ~
00:00:00.104 ->  BREAK STOP  ~
00:00:00.158 ->  (109,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.212 ->  ERROR OCCUR  ~
00:00:00.263 ->  BREAK STOP  ~
00:00:00.317 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.369 ->  ERROR OCCUR  ~
00:00:00.422 ->  BREAK STOP  ~
00:00:00.476 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.529 ->  ERROR OCCUR  ~
00:00:00.580 ->  BREAK STOP  ~
00:00:00.635 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.690 ->  ERROR OCCUR  ~
00:00:00.742 ->  BREAK STOP  ~
00:00:00.796 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.850 ->  ERROR OCCUR  ~
00:00:00.902 ->  BREAK STOP  ~
00:00:00.954 ->  ERROR OCCUR  ~
00:00:00.006 ->  BREAK STOP  ~
00:00:00.059 ->  ERROR OCCUR  ~
00:00:00.110 ->  BREAK STOP  ~
00:00:00.164 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.217 ->  ERROR OCCUR  ~
00:00:00.268 ->  BREAK STOP  ~
00:00:00.323 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.379 ->  ERROR OCCUR  ~
00:00:00.430 ->  BREAK STOP  ~
00:00:00.482 ->  ERROR OCCUR  ~
00:00:00.535 ->  BREAK STOP  ~
00:00:00.588 ->  ERROR OCCUR  ~
00:00:00.639 ->  BREAK STOP  ~
00:00:00.693 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.747 ->  ERROR OCCUR  ~
00:00:00.798 ->  BREAK STOP  ~
00:00:00.852 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.905 ->  ERROR OCCUR  ~
00:00:00.957 ->  BREAK STOP  ~
00:00:00.011 ->  (110,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.066 ->  ERROR OCCUR  ~
00:00:00.118 ->  BREAK STOP  ~
00:00:00.173 ->  (111,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.225 ->  ERROR OCCUR  ~
00:00:00.277 ->  BREAK STOP  ~
00:00:00.329 ->  ERROR OCCUR  ~
00:00:00.382 ->  BREAK STOP  ~
00:00:00.436 ->  (112,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.488 ->  ERROR OCCUR  ~
00:00:00.540 ->  BREAK STOP  ~
00:00:00.595 ->  (110,112,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.647 ->  ERROR OCCUR  ~
00:00:00.702 ->  BREAK STOP  ~
00:00:00.754 ->  ERROR OCCUR  ~
00:00:00.806 ->  BREAK STOP  ~
00:00:00.861 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.913 ->  ERROR OCCUR  ~
00:00:00.965 ->  BREAK STOP  ~
00:00:00.017 ->  ERROR OCCUR  ~
00:00:00.070 ->  BREAK STOP  ~
00:00:00.124 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.176 ->  ERROR OCCUR  ~
00:00:00.228 ->  BREAK STOP  ~
00:00:00.283 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.335 ->  ERROR OCCUR  ~
00:00:00.390 ->  BREAK STOP  ~
00:00:00.442 ->  ERROR OCCUR  ~
00:00:00.494 ->  BREAK STOP  ~
00:00:00.548 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.601 ->  ERROR OCCUR  ~
00:00:00.653 ->  BREAK STOP  ~
00:00:00.706 ->  ERROR OCCUR  ~
00:00:00.758 ->  BREAK STOP  ~
00:00:00.811 ->  (110,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.864 ->  ERROR OCCUR  ~
00:00:00.916 ->  BREAK STOP  ~
00:00:00.971 ->  (111,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.023 ->  ERROR OCCUR  ~
00:00:00.077 ->  BREAK STOP  ~
00:00:00.132 ->  (109,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.184 ->  ERROR OCCUR  ~
00:00:00.236 ->  BREAK STOP  ~
00:00:00.290 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.342 ->  ERROR OCCUR  ~
00:00:00.395 ->  BREAK STOP  ~
00:00:00.449 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:00.501 ->  ERROR OCCUR  ~
00:00:00.553 ->  BREAK STOP  ~
00:00:00.606 ->  ERROR OCCUR  ~
00:00:00.657 ->  BREAK STOP  ~
00:00:00.711 ->  (110,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.766 ->  ERROR OCCUR  ~
00:00:00.818 ->  BREAK STOP  ~
00:00:00.872 ->  (112,110,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:00.924 ->  ERROR OCCUR  ~
00:00:00.976 ->  BREAK STOP  ~
