00:00:07.362 ->  SD OK
00:00:07.391 ->  BREAK STOP
00:00:07.632 ->  Controller Set
00:00:09.383 ->  START
00:00:09.408 ->  Battery :12.12 V
00:00:09.452 ->  Speed:0.00 km/hr 
00:00:09.475 ->  Battery :11.97 V
00:00:09.520 ->  Battery :12.06 V
00:00:09.564 ->  Battery :12.19 V
00:00:09.609 ->  Battery :12.09 V
00:00:09.654 ->  Battery :12.06 V
00:00:09.699 ->  Battery :12.03 V
00:00:09.743 ->  Battery :12.18 V
00:00:09.806 ->  Battery :12.09 V
00:00:09.952 ->  Battery :12.03 V
00:00:10.096 ->  Battery :12.18 V
00:00:10.244 ->  Battery :12.03 V
00:00:10.387 ->  Battery :12.15 V
00:00:10.531 ->  Battery :12.12 V
00:00:10.676 ->  Battery :12.17 V
00:00:10.821 ->  Battery :12.06 V
00:00:10.973 ->  Battery :12.08 V
00:00:11.123 ->  Battery :12.12 V
00:00:11.275 ->  Battery :12.08 V
00:00:11.425 ->  Battery :12.05 V
00:00:11.576 ->  Battery :12.06 V
00:00:11.727 ->  Battery :11.96 V
00:00:11.878 ->  Battery :12.06 V
00:00:12.029 ->  Battery :12.09 V
00:00:12.180 ->  Battery :12.08 V
00:00:12.332 ->  Battery :12.02 V
00:00:12.481 ->  Battery :12.15 V
00:00:12.634 ->  Battery :12.09 V
00:00:12.784 ->  Battery :12.17 V
00:00:12.936 ->  Battery :12.03 V
00:00:13.086 ->  Battery :12.08 V
00:00:13.238 ->  Battery :12.11 V
00:00:13.388 ->  Battery :12.14 V
00:00:13.539 ->  Battery :12.09 V
00:00:13.690 ->  Battery :12.05 V
00:00:13.841 ->  Battery :12.14 V
00:00:13.992 ->  Battery :12.08 V
00:00:14.143 ->  Battery :11.97 V
00:00:14.295 ->  Battery :12.00 V
00:00:14.444 ->  Battery :12.06 V
00:00:14.597 ->  Battery :12.11 V
00:00:14.747 ->  Battery :12.05 V
00:00:14.899 ->  Battery :12.15 V
00:00:15.049 ->  Battery :11.96 V
00:00:15.201 ->  Battery :12.15 V
00:00:15.351 ->  Battery :12.21 V
00:00:15.502 ->  Battery :12.11 V
00:00:15.653 ->  Battery :12.00 V
00:00:15.955 ->  Battery :12.09 V
00:00:16.106 ->  Battery :12.03 V
00:00:16.260 ->  Battery :11.97 V
00:00:16.410 ->  Battery :12.15 V
00:00:16.562 ->  Battery :12.14 V
00:00:16.712 ->  Battery :12.05 V
00:00:16.864 ->  Battery :12.11 V
00:00:17.014 ->  Battery :12.09 V
00:00:17.165 ->  Battery :12.05 V
00:00:17.316 ->  Battery :12.02 V
00:00:17.467 ->  Battery :12.05 V
00:00:17.618 ->  Battery :12.08 V
00:00:17.769 ->  Battery :12.14 V
00:00:17.921 ->  Battery :12.08 V
00:00:18.070 ->  Battery :12.00 V
00:00:18.223 ->  Battery :12.03 V
00:00:18.373 ->  Battery :12.15 V
00:00:18.525 ->  Battery :12.06 V
00:00:18.675 ->  Battery :11.99 V
00:00:18.827 ->  Battery :12.02 V
00:00:18.977 ->  Battery :12.08 V
00:00:19.128 ->  Battery :12.11 V
00:00:19.279 ->  Battery :12.05 V
00:00:19.430 ->  Battery :12.00 V
00:00:19.581 ->  Battery :12.15 V
00:00:19.732 ->  Battery :12.06 V
00:00:19.884 ->  Battery :12.12 V
