00:00:02.758 ->  SD OK
00:00:02.803 ->  BREAK STOP
00:00:03.055 ->  Controller Set
00:00:04.815 ->  START
00:00:04.850 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.893 ->  Battery :0.80 V
00:00:04.950 ->  Speed:0.00 km/hr 
00:00:04.984 ->  Battery :0.85 V
00:00:05.041 ->  Speed:0.00 km/hr 
00:00:05.074 ->  Battery :0.85 V
00:00:05.132 ->  Speed:0.00 km/hr 
00:00:05.167 ->  Battery :0.85 V
00:00:05.223 ->  Speed:0.00 km/hr 
00:00:05.257 ->  Battery :0.83 V
00:00:05.314 ->  Speed:0.00 km/hr 
00:00:05.350 ->  Battery :0.85 V
00:00:05.407 ->  Speed:0.00 km/hr 
00:00:05.441 ->  Battery :0.85 V
00:00:05.497 ->  Speed:0.00 km/hr 
00:00:05.531 ->  Battery :0.85 V
00:00:05.588 ->  Speed:0.00 km/hr 
00:00:05.622 ->  Battery :0.85 V
00:00:05.680 ->  Speed:0.00 km/hr 
00:00:05.713 ->  Battery :0.85 V
00:00:05.771 ->  Speed:0.00 km/hr 
00:00:05.805 ->  Battery :0.85 V
00:00:05.862 ->  Speed:0.00 km/hr 
00:00:05.896 ->  Battery :0.83 V
00:00:05.953 ->  Speed:0.00 km/hr 
00:00:05.987 ->  Battery :0.85 V
00:00:06.046 ->  Speed:0.00 km/hr 
00:00:06.081 ->  Battery :0.86 V
00:00:06.137 ->  Speed:0.00 km/hr 
00:00:06.171 ->  Battery :0.79 V
00:00:06.228 ->  Speed:0.00 km/hr 
00:00:06.263 ->  Battery :0.86 V
00:00:06.320 ->  Speed:0.00 km/hr 
00:00:06.353 ->  Battery :0.86 V
00:00:06.411 ->  Speed:0.00 km/hr 
00:00:06.446 ->  Battery :0.87 V
00:00:06.502 ->  Speed:0.00 km/hr 
00:00:06.536 ->  Battery :0.85 V
00:00:06.593 ->  Speed:0.00 km/hr 
00:00:06.627 ->  Battery :0.86 V
00:00:06.684 ->  Speed:0.00 km/hr 
00:00:06.728 ->  Battery :0.87 V
00:00:06.786 ->  Speed:0.00 km/hr 
00:00:06.879 ->  Battery :0.86 V
00:00:06.936 ->  Speed:0.00 km/hr 
00:00:07.030 ->  Battery :0.83 V
00:00:07.088 ->  Speed:0.00 km/hr 
00:00:07.181 ->  Battery :0.85 V
00:00:07.238 ->  Speed:0.00 km/hr 
00:00:07.332 ->  Battery :0.86 V
00:00:07.390 ->  Speed:0.00 km/hr 
00:00:07.483 ->  Battery :0.85 V
00:00:07.540 ->  Speed:0.00 km/hr 
00:00:07.634 ->  Battery :0.85 V
00:00:07.692 ->  Speed:0.00 km/hr 
00:00:07.785 ->  Battery :0.87 V
00:00:07.842 ->  Speed:0.00 km/hr 
00:00:07.938 ->  Battery :0.86 V
00:00:07.994 ->  Speed:0.00 km/hr 
00:00:08.087 ->  Battery :0.85 V
00:00:08.144 ->  Speed:0.00 km/hr 
00:00:08.239 ->  Battery :0.85 V
00:00:08.296 ->  Speed:0.00 km/hr 
00:00:08.390 ->  Battery :0.85 V
00:00:08.446 ->  Speed:0.00 km/hr 
00:00:08.541 ->  Battery :0.86 V
00:00:08.597 ->  Speed:0.00 km/hr 
00:00:08.692 ->  Battery :0.83 V
00:00:08.749 ->  Speed:0.00 km/hr 
00:00:08.843 ->  Battery :0.85 V
