00:00:02.719 ->  SD OK
00:00:02.757 ->  BREAK STOP
00:00:03.004 ->  Controller Set
00:00:04.758 ->  START
00:00:04.788 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.826 ->  Battery :12.21 V
00:00:04.875 ->  Speed:0.00 km/hr 
00:00:04.917 ->  Battery :12.31 V
00:00:04.966 ->  Speed:0.00 km/hr 
00:00:05.008 ->  Battery :12.40 V
00:00:05.057 ->  Speed:0.00 km/hr 
00:00:05.098 ->  Battery :12.39 V
00:00:05.147 ->  Speed:0.00 km/hr 
00:00:05.189 ->  Battery :12.31 V
00:00:05.238 ->  Speed:0.00 km/hr 
00:00:05.280 ->  Battery :12.31 V
00:00:05.329 ->  Speed:0.00 km/hr 
00:00:05.371 ->  Battery :12.40 V
00:00:05.421 ->  Speed:0.00 km/hr 
00:00:05.463 ->  Battery :12.43 V
00:00:05.512 ->  Speed:0.00 km/hr 
00:00:05.554 ->  Battery :12.39 V
00:00:05.603 ->  Speed:0.00 km/hr 
00:00:05.645 ->  Battery :12.30 V
00:00:05.694 ->  Speed:0.00 km/hr 
00:00:05.735 ->  Battery :12.33 V
00:00:05.784 ->  Speed:0.00 km/hr 
00:00:05.826 ->  Battery :12.40 V
00:00:05.875 ->  Speed:0.00 km/hr 
00:00:05.917 ->  Battery :12.31 V
00:00:05.969 ->  Speed:0.00 km/hr 
00:00:06.008 ->  Battery :12.36 V
00:00:06.057 ->  Speed:0.00 km/hr 
00:00:06.147 ->  Battery :12.34 V
00:00:06.197 ->  Speed:0.00 km/hr 
00:00:06.298 ->  Battery :12.36 V
00:00:06.347 ->  Speed:0.00 km/hr 
00:00:06.449 ->  Battery :12.36 V
00:00:06.499 ->  Speed:0.00 km/hr 
00:00:06.599 ->  Battery :12.27 V
00:00:06.648 ->  Speed:0.00 km/hr 
00:00:06.751 ->  Battery :12.27 V
00:00:06.800 ->  Speed:0.00 km/hr 
00:00:06.902 ->  Battery :12.36 V
00:00:06.953 ->  Speed:0.00 km/hr 
00:00:07.054 ->  Battery :12.37 V
00:00:07.103 ->  Speed:0.00 km/hr 
00:00:07.204 ->  Battery :12.36 V
00:00:07.252 ->  Speed:0.00 km/hr 
00:00:07.356 ->  Battery :12.31 V
00:00:07.405 ->  Speed:0.00 km/hr 
00:00:07.506 ->  Battery :12.28 V
00:00:07.556 ->  Speed:0.00 km/hr 
00:00:07.658 ->  Battery :12.37 V
00:00:07.707 ->  Speed:0.00 km/hr 
00:00:07.809 ->  Battery :12.37 V
00:00:07.858 ->  Speed:0.00 km/hr 
00:00:07.960 ->  Battery :12.27 V
00:00:08.011 ->  Speed:0.00 km/hr 
00:00:08.111 ->  Battery :12.27 V
00:00:08.160 ->  Speed:0.00 km/hr 
00:00:08.262 ->  Battery :12.36 V
00:00:08.311 ->  Speed:0.00 km/hr 
00:00:08.413 ->  Battery :12.36 V
00:00:08.462 ->  Speed:0.00 km/hr 
00:00:08.563 ->  Battery :12.27 V
00:00:08.612 ->  Speed:0.00 km/hr 
00:00:08.715 ->  Battery :12.30 V
00:00:08.764 ->  Speed:0.00 km/hr 
00:00:08.865 ->  Battery :12.36 V
00:00:08.914 ->  Speed:0.00 km/hr 
00:00:09.017 ->  Battery :12.36 V
00:00:09.066 ->  Speed:0.00 km/hr 
00:00:09.167 ->  Battery :12.28 V
00:00:09.217 ->  Speed:0.00 km/hr 
00:00:09.319 ->  Battery :12.28 V
00:00:09.368 ->  Speed:0.00 km/hr 
00:00:09.469 ->  Battery :12.36 V
00:00:09.519 ->  Speed:0.00 km/hr 
00:00:09.621 ->  Battery :12.37 V
00:00:09.670 ->  Speed:0.00 km/hr 
00:00:09.772 ->  Battery :12.31 V
00:00:09.821 ->  Speed:0.00 km/hr 
00:00:09.923 ->  Battery :12.28 V
00:00:09.972 ->  Speed:0.00 km/hr 
00:00:10.074 ->  Battery :12.28 V
00:00:10.123 ->  Speed:0.00 km/hr 
00:00:10.225 ->  Battery :12.37 V
00:00:10.274 ->  Speed:0.00 km/hr 
00:00:10.376 ->  Battery :12.34 V
00:00:10.425 ->  Speed:0.00 km/hr 
00:00:10.526 ->  Battery :12.25 V
00:00:10.575 ->  Speed:0.00 km/hr 
00:00:10.678 ->  Battery :12.27 V
00:00:10.727 ->  Speed:0.00 km/hr 
00:00:10.828 ->  Battery :12.36 V
00:00:10.877 ->  Speed:0.00 km/hr 
00:00:10.980 ->  Battery :12.36 V
00:00:11.029 ->  Speed:0.00 km/hr 
00:00:11.130 ->  Battery :12.30 V
00:00:11.180 ->  Speed:0.00 km/hr 
00:00:11.282 ->  Battery :12.28 V
00:00:11.334 ->  Speed:0.00 km/hr 
00:00:11.432 ->  Battery :12.37 V
00:00:11.482 ->  Speed:0.00 km/hr 
00:00:11.584 ->  Battery :12.36 V
00:00:11.633 ->  Speed:0.00 km/hr 
00:00:11.736 ->  Battery :12.28 V
00:00:11.784 ->  Speed:0.00 km/hr 
00:00:11.887 ->  Battery :12.28 V
00:00:11.935 ->  Speed:0.00 km/hr 
00:00:12.037 ->  Battery :12.39 V
00:00:12.086 ->  Speed:0.00 km/hr 
00:00:12.189 ->  Battery :12.39 V
00:00:12.238 ->  Speed:0.00 km/hr 
00:00:12.340 ->  Battery :12.30 V
00:00:12.391 ->  Speed:0.00 km/hr 
00:00:12.490 ->  Battery :12.28 V
00:00:12.539 ->  Speed:0.00 km/hr 
00:00:12.642 ->  Battery :12.28 V
00:00:12.690 ->  Speed:0.00 km/hr 
00:00:12.792 ->  Battery :12.37 V
00:00:12.841 ->  Speed:0.00 km/hr 
00:00:12.944 ->  Battery :12.36 V
00:00:12.993 ->  Speed:0.00 km/hr 
00:00:13.094 ->  Battery :12.27 V
00:00:13.144 ->  Speed:0.00 km/hr 
00:00:13.246 ->  Battery :12.28 V
00:00:13.295 ->  Speed:0.00 km/hr 
00:00:13.396 ->  Battery :12.36 V
00:00:13.446 ->  Speed:0.00 km/hr 
00:00:13.548 ->  Battery :12.37 V
00:00:13.597 ->  Speed:0.00 km/hr 
00:00:13.699 ->  Battery :12.28 V
00:00:13.748 ->  Speed:0.00 km/hr 
00:00:13.850 ->  Battery :12.28 V
