00:00:02.755 ->  SD OK
00:00:02.799 ->  BREAK STOP
00:00:03.051 ->  Controller Set
00:00:04.811 ->  START
00:00:04.846 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.889 ->  Battery :0.80 V
00:00:04.945 ->  Speed:0.00 km/hr 
00:00:04.979 ->  Battery :0.86 V
00:00:05.036 ->  Speed:0.00 km/hr 
00:00:05.070 ->  Battery :0.85 V
00:00:05.127 ->  Speed:0.00 km/hr 
00:00:05.163 ->  Battery :0.85 V
00:00:05.219 ->  Speed:0.00 km/hr 
00:00:05.253 ->  Battery :0.86 V
00:00:05.309 ->  Speed:0.00 km/hr 
00:00:05.346 ->  Battery :0.86 V
00:00:05.402 ->  Speed:0.00 km/hr 
00:00:05.437 ->  Battery :0.85 V
00:00:05.493 ->  Speed:0.00 km/hr 
00:00:05.527 ->  Battery :0.85 V
00:00:05.584 ->  Speed:0.00 km/hr 
00:00:05.618 ->  Battery :0.86 V
00:00:05.675 ->  Speed:0.00 km/hr 
00:00:05.709 ->  Battery :0.77 V
00:00:05.766 ->  Speed:0.00 km/hr 
00:00:05.800 ->  Battery :0.86 V
00:00:05.857 ->  Speed:0.00 km/hr 
00:00:05.892 ->  Battery :0.86 V
00:00:05.949 ->  Speed:0.00 km/hr 
00:00:05.983 ->  Battery :0.86 V
00:00:06.042 ->  Speed:0.00 km/hr 
00:00:06.076 ->  Battery :0.86 V
00:00:06.132 ->  Speed:0.00 km/hr 
00:00:06.166 ->  Battery :0.86 V
00:00:06.222 ->  Speed:0.00 km/hr 
00:00:06.256 ->  Battery :0.86 V
00:00:06.312 ->  Speed:0.00 km/hr 
00:00:06.347 ->  Battery :0.85 V
00:00:06.404 ->  Speed:0.00 km/hr 
00:00:06.438 ->  Battery :0.85 V
00:00:06.495 ->  Speed:0.00 km/hr 
00:00:06.536 ->  Battery :0.85 V
00:00:06.592 ->  Speed:0.00 km/hr 
00:00:06.683 ->  Battery :0.86 V
00:00:06.739 ->  Speed:0.00 km/hr 
00:00:06.834 ->  Battery :0.83 V
00:00:06.890 ->  Speed:0.00 km/hr 
00:00:06.984 ->  Battery :0.85 V
00:00:07.042 ->  Speed:0.00 km/hr 
00:00:07.136 ->  Battery :0.85 V
00:00:07.192 ->  Speed:0.00 km/hr 
00:00:07.287 ->  Battery :0.85 V
00:00:07.344 ->  Speed:0.00 km/hr 
00:00:07.438 ->  Battery :0.85 V
00:00:07.494 ->  Speed:0.00 km/hr 
00:00:07.589 ->  Battery :0.85 V
00:00:07.646 ->  Speed:0.00 km/hr 
00:00:07.740 ->  Battery :0.86 V
00:00:07.796 ->  Speed:0.00 km/hr 
00:00:07.891 ->  Battery :0.86 V
00:00:07.948 ->  Speed:0.00 km/hr 
00:00:08.042 ->  Battery :0.85 V
00:00:08.098 ->  Speed:0.00 km/hr 
00:00:08.194 ->  Battery :0.85 V
00:00:08.250 ->  Speed:0.00 km/hr 
00:00:08.344 ->  Battery :0.83 V
00:00:08.400 ->  Speed:0.00 km/hr 
00:00:08.496 ->  Battery :0.86 V
00:00:08.552 ->  Speed:0.00 km/hr 
00:00:08.646 ->  Battery :0.85 V
00:00:08.702 ->  Speed:0.00 km/hr 
00:00:08.797 ->  Battery :0.83 V
00:00:08.853 ->  Speed:0.00 km/hr 
00:00:08.948 ->  Battery :0.83 V
00:00:09.008 ->  Speed:0.00 km/hr 
00:00:09.099 ->  Battery :0.85 V
00:00:09.155 ->  Speed:0.00 km/hr 
00:00:09.250 ->  Battery :0.85 V
00:00:09.307 ->  Speed:0.00 km/hr 
