00:00:03.281 ->  SD OK~
00:00:03.360 ->  BREAK STOP~
00:00:03.616 ->  Controller Err~
00:00:04.875 ->  START~
00:00:04.930 ->  ERROR OCCUR  ~
00:00:04.984 ->  BREAK STOP  ~
00:00:05.042 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:05.097 ->  ERROR OCCUR  ~
00:00:05.151 ->  BREAK STOP  ~
00:00:05.209 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.264 ->  ERROR OCCUR  ~
00:00:05.318 ->  BREAK STOP  ~
00:00:05.376 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.431 ->  ERROR OCCUR  ~
00:00:05.488 ->  BREAK STOP  ~
00:00:05.543 ->  ERROR OCCUR  ~
00:00:05.598 ->  BREAK STOP  ~
00:00:05.655 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.710 ->  ERROR OCCUR  ~
00:00:05.766 ->  BREAK STOP  ~
00:00:05.821 ->  ERROR OCCUR  ~
00:00:05.875 ->  BREAK STOP  ~
00:00:05.932 ->  ERROR OCCUR  ~
00:00:05.986 ->  BREAK STOP  ~
00:00:06.043 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.098 ->  ERROR OCCUR  ~
00:00:06.153 ->  BREAK STOP  ~
00:00:06.210 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.268 ->  ERROR OCCUR  ~
00:00:06.323 ->  BREAK STOP  ~
00:00:06.378 ->  ERROR OCCUR  ~
00:00:06.433 ->  BREAK STOP  ~
00:00:06.491 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.546 ->  ERROR OCCUR  ~
00:00:06.600 ->  BREAK STOP  ~
00:00:06.656 ->  ERROR OCCUR  ~
00:00:06.711 ->  BREAK STOP  ~
00:00:06.767 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.823 ->  ERROR OCCUR  ~
00:00:06.878 ->  BREAK STOP  ~
00:00:06.935 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.993 ->  ERROR OCCUR  ~
00:00:07.048 ->  BREAK STOP  ~
00:00:07.105 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.160 ->  ERROR OCCUR  ~
00:00:07.216 ->  BREAK STOP  ~
00:00:07.272 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.327 ->  ERROR OCCUR  ~
00:00:07.383 ->  BREAK STOP  ~
00:00:07.438 ->  ERROR OCCUR  ~
00:00:07.493 ->  BREAK STOP  ~
00:00:07.548 ->  ERROR OCCUR  ~
00:00:07.603 ->  BREAK STOP  ~
00:00:07.660 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.718 ->  ERROR OCCUR  ~
00:00:07.773 ->  BREAK STOP  ~
00:00:07.830 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.885 ->  ERROR OCCUR  ~
00:00:07.941 ->  BREAK STOP  ~
00:00:07.996 ->  ERROR OCCUR  ~
00:00:08.050 ->  BREAK STOP  ~
00:00:08.105 ->  ERROR OCCUR  ~
00:00:08.161 ->  BREAK STOP  ~
00:00:08.217 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.273 ->  ERROR OCCUR  ~
00:00:08.328 ->  BREAK STOP  ~
00:00:08.383 ->  ERROR OCCUR  ~
00:00:08.440 ->  BREAK STOP  ~
00:00:08.496 ->  ERROR OCCUR  ~
00:00:08.551 ->  BREAK STOP  ~
00:00:08.606 ->  ERROR OCCUR  ~
00:00:08.660 ->  BREAK STOP  ~
00:00:08.718 ->  (108,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.773 ->  ERROR OCCUR  ~
00:00:08.828 ->  BREAK STOP  ~
00:00:08.885 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.940 ->  ERROR OCCUR  ~
00:00:08.995 ->  BREAK STOP  ~
00:00:09.051 ->  ERROR OCCUR  ~
00:00:09.106 ->  BREAK STOP  ~
00:00:09.163 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
