00:00:02.705 ->  SD OK
00:00:02.736 ->  BREAK STOP
00:00:02.980 ->  Controller Set
00:00:04.731 ->  START
00:00:04.758 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:05.066 ->  Battery :0.79 V
00:00:05.114 ->  Speed:0.00 km/hr 
00:00:05.157 ->  Battery :0.79 V
00:00:05.206 ->  Speed:0.00 km/hr 
00:00:05.249 ->  Battery :0.79 V
00:00:05.297 ->  Speed:0.00 km/hr 
00:00:05.340 ->  Battery :0.79 V
00:00:05.388 ->  Speed:0.00 km/hr 
00:00:05.431 ->  Battery :0.79 V
00:00:05.479 ->  Speed:0.00 km/hr 
00:00:05.521 ->  Battery :0.79 V
00:00:05.569 ->  Speed:0.00 km/hr 
00:00:05.612 ->  Battery :0.79 V
00:00:05.660 ->  Speed:0.00 km/hr 
00:00:05.703 ->  Battery :0.79 V
00:00:05.751 ->  Speed:0.00 km/hr 
00:00:05.794 ->  Battery :0.79 V
00:00:05.842 ->  Speed:0.79 km/hr 
00:00:06.158 ->  Battery :0.79 V
00:00:06.206 ->  Speed:0.00 km/hr 
00:00:06.249 ->  Battery :0.79 V
00:00:06.297 ->  Speed:0.00 km/hr 
00:00:06.340 ->  Battery :0.82 V
00:00:06.388 ->  Speed:0.00 km/hr 
00:00:06.431 ->  Battery :0.85 V
00:00:06.482 ->  Speed:0.00 km/hr 
00:00:06.522 ->  Battery :0.79 V
00:00:06.571 ->  Speed:0.00 km/hr 
00:00:06.614 ->  Battery :0.79 V
00:00:06.662 ->  Speed:0.00 km/hr 
00:00:06.705 ->  Battery :0.77 V
00:00:06.753 ->  Speed:0.00 km/hr 
00:00:06.796 ->  Battery :0.79 V
00:00:06.844 ->  Speed:0.00 km/hr 
00:00:06.886 ->  Battery :0.80 V
00:00:06.934 ->  Speed:0.00 km/hr 
00:00:06.977 ->  Battery :0.74 V
00:00:07.025 ->  Speed:0.00 km/hr 
00:00:07.068 ->  Battery :0.80 V
00:00:07.116 ->  Speed:0.00 km/hr 
00:00:07.159 ->  Battery :0.80 V
00:00:07.207 ->  Speed:0.00 km/hr 
00:00:07.264 ->  Battery :0.73 V
00:00:07.312 ->  Speed:0.00 km/hr 
00:00:07.415 ->  Battery :0.79 V
00:00:07.463 ->  Speed:0.00 km/hr 
00:00:07.566 ->  Battery :0.79 V
00:00:07.614 ->  Speed:0.00 km/hr 
00:00:07.717 ->  Battery :0.79 V
00:00:07.766 ->  Speed:0.00 km/hr 
00:00:07.868 ->  Battery :0.79 V
00:00:07.916 ->  Speed:0.00 km/hr 
00:00:08.018 ->  Battery :0.79 V
00:00:08.067 ->  Speed:0.00 km/hr 
00:00:08.170 ->  Battery :0.79 V
00:00:08.218 ->  Speed:0.00 km/hr 
00:00:08.321 ->  Battery :0.79 V
00:00:08.369 ->  Speed:0.00 km/hr 
00:00:08.472 ->  Battery :0.79 V
00:00:08.520 ->  Speed:0.00 km/hr 
00:00:08.623 ->  Battery :0.79 V
00:00:08.671 ->  Speed:0.00 km/hr 
00:00:08.774 ->  Battery :0.79 V
00:00:08.822 ->  Speed:0.00 km/hr 
00:00:08.925 ->  Battery :0.80 V
00:00:08.973 ->  Speed:0.00 km/hr 
00:00:09.076 ->  Battery :0.79 V
00:00:09.124 ->  Speed:0.00 km/hr 
00:00:09.227 ->  Battery :0.79 V
00:00:09.278 ->  Speed:0.00 km/hr 
00:00:09.378 ->  Battery :0.79 V
00:00:09.426 ->  Speed:0.00 km/hr 
00:00:09.529 ->  Battery :0.79 V
00:00:09.577 ->  Speed:0.00 km/hr 
00:00:09.680 ->  Battery :0.79 V
00:00:09.729 ->  Speed:0.00 km/hr 
00:00:09.832 ->  Battery :0.79 V
00:00:09.880 ->  Speed:0.00 km/hr 
00:00:09.982 ->  Battery :0.79 V
00:00:10.031 ->  Speed:0.00 km/hr 
00:00:10.134 ->  Battery :0.77 V
00:00:10.182 ->  Speed:0.00 km/hr 
00:00:10.285 ->  Battery :0.79 V
00:00:10.333 ->  Speed:0.00 km/hr 
00:00:10.436 ->  Battery :0.79 V
00:00:10.484 ->  Speed:0.00 km/hr 
00:00:10.587 ->  Battery :0.79 V
00:00:10.635 ->  Speed:0.00 km/hr 
00:00:10.738 ->  Battery :0.79 V
00:00:10.787 ->  Speed:0.00 km/hr 
00:00:10.889 ->  Battery :0.79 V
00:00:10.938 ->  Speed:0.00 km/hr 
00:00:11.040 ->  Battery :0.80 V
00:00:11.089 ->  Speed:0.00 km/hr 
00:00:11.191 ->  Battery :0.80 V
00:00:11.240 ->  Speed:0.00 km/hr 
00:00:11.343 ->  Battery :0.80 V
00:00:11.392 ->  Speed:0.00 km/hr 
00:00:11.494 ->  Battery :0.79 V
