00:00:02.831 ->  SD OK~
00:00:02.907 ->  BREAK STOP~
00:00:03.161 ->  Controller Err~
00:00:04.416 ->  START~
00:00:04.468 ->  ERROR OCCUR  ~
00:00:04.520 ->  BREAK STOP  ~
00:00:04.575 ->  (122,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.627 ->  ERROR OCCUR  ~
00:00:04.679 ->  BREAK STOP  ~
00:00:04.733 ->  (109,122,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.786 ->  ERROR OCCUR  ~
00:00:04.838 ->  BREAK STOP  ~
00:00:04.892 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.944 ->  ERROR OCCUR  ~
00:00:05.00 ->  BREAK STOP  ~
00:00:05.052 ->  ERROR OCCUR  ~
00:00:05.103 ->  BREAK STOP  ~
00:00:05.157 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.211 ->  ERROR OCCUR  ~
00:00:05.263 ->  BREAK STOP  ~
00:00:05.315 ->  ERROR OCCUR  ~
00:00:05.367 ->  BREAK STOP  ~
00:00:05.422 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.474 ->  ERROR OCCUR  ~
00:00:05.526 ->  BREAK STOP  ~
00:00:05.578 ->  ERROR OCCUR  ~
00:00:05.630 ->  BREAK STOP  ~
00:00:05.684 ->  ERROR OCCUR  ~
00:00:05.738 ->  BREAK STOP  ~
00:00:05.792 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.844 ->  ERROR OCCUR  ~
00:00:05.897 ->  BREAK STOP  ~
00:00:05.951 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.004 ->  ERROR OCCUR  ~
00:00:06.055 ->  BREAK STOP  ~
00:00:06.111 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.163 ->  ERROR OCCUR  ~
00:00:06.215 ->  BREAK STOP  ~
00:00:06.269 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.322 ->  ERROR OCCUR  ~
00:00:06.376 ->  BREAK STOP  ~
00:00:06.431 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.483 ->  ERROR OCCUR  ~
00:00:06.536 ->  BREAK STOP  ~
00:00:06.588 ->  ERROR OCCUR  ~
00:00:06.640 ->  BREAK STOP  ~
00:00:06.692 ->  ERROR OCCUR  ~
00:00:06.745 ->  BREAK STOP  ~
00:00:06.799 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.852 ->  ERROR OCCUR  ~
00:00:06.904 ->  BREAK STOP  ~
00:00:06.957 ->  ERROR OCCUR  ~
00:00:07.008 ->  BREAK STOP  ~
00:00:07.063 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.118 ->  ERROR OCCUR  ~
00:00:07.170 ->  BREAK STOP  ~
00:00:07.223 ->  ERROR OCCUR  ~
00:00:07.274 ->  BREAK STOP  ~
00:00:07.327 ->  ERROR OCCUR  ~
00:00:07.379 ->  BREAK STOP  ~
00:00:07.434 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.486 ->  ERROR OCCUR  ~
00:00:07.538 ->  BREAK STOP  ~
00:00:07.590 ->  ERROR OCCUR  ~
00:00:07.643 ->  BREAK STOP  ~
00:00:07.695 ->  ERROR OCCUR  ~
00:00:07.747 ->  BREAK STOP  ~
00:00:07.801 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.857 ->  ERROR OCCUR  ~
00:00:07.909 ->  BREAK STOP  ~
00:00:07.963 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.016 ->  ERROR OCCUR  ~
00:00:08.068 ->  BREAK STOP  ~
00:00:08.121 ->  ERROR OCCUR  ~
00:00:08.173 ->  BREAK STOP  ~
00:00:08.227 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.280 ->  ERROR OCCUR  ~
00:00:08.332 ->  BREAK STOP  ~
00:00:08.386 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.438 ->  ERROR OCCUR  ~
00:00:08.494 ->  BREAK STOP  ~
00:00:08.546 ->  ERROR OCCUR  ~
00:00:08.598 ->  BREAK STOP  ~
00:00:08.650 ->  ERROR OCCUR  ~
00:00:08.702 ->  BREAK STOP  ~
00:00:08.757 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.810 ->  ERROR OCCUR  ~
00:00:08.861 ->  BREAK STOP  ~
00:00:08.915 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.969 ->  ERROR OCCUR  ~
00:00:09.021 ->  BREAK STOP  ~
00:00:09.073 ->  ERROR OCCUR  ~
00:00:09.125 ->  BREAK STOP  ~
00:00:09.193 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.248 ->  ERROR OCCUR  ~
00:00:09.299 ->  BREAK STOP  ~
00:00:09.354 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.407 ->  ERROR OCCUR  ~
00:00:09.459 ->  BREAK STOP  ~
00:00:09.511 ->  ERROR OCCUR  ~
00:00:09.564 ->  BREAK STOP  ~
00:00:09.618 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.670 ->  ERROR OCCUR  ~
00:00:09.722 ->  BREAK STOP  ~
00:00:09.777 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.829 ->  ERROR OCCUR  ~
00:00:09.884 ->  BREAK STOP  ~
00:00:09.936 ->  ERROR OCCUR  ~
00:00:09.989 ->  BREAK STOP  ~
00:00:10.043 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.095 ->  ERROR OCCUR  ~
00:00:10.147 ->  BREAK STOP  ~
00:00:10.202 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.254 ->  ERROR OCCUR  ~
00:00:10.306 ->  BREAK STOP  ~
00:00:10.359 ->  ERROR OCCUR  ~
00:00:10.411 ->  BREAK STOP  ~
00:00:10.465 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.518 ->  ERROR OCCUR  ~
00:00:10.572 ->  BREAK STOP  ~
00:00:10.627 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.680 ->  ERROR OCCUR  ~
00:00:10.732 ->  BREAK STOP  ~
00:00:10.784 ->  ERROR OCCUR  ~
00:00:10.836 ->  BREAK STOP  ~
00:00:10.891 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:10.944 ->  ERROR OCCUR  ~
00:00:10.996 ->  BREAK STOP  ~
00:00:11.051 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.103 ->  ERROR OCCUR  ~
00:00:11.155 ->  BREAK STOP  ~
00:00:11.209 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.266 ->  ERROR OCCUR  ~
00:00:11.317 ->  BREAK STOP  ~
00:00:11.370 ->  ERROR OCCUR  ~
00:00:11.422 ->  BREAK STOP  ~
00:00:11.476 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.529 ->  ERROR OCCUR  ~
00:00:11.581 ->  BREAK STOP  ~
00:00:11.635 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.688 ->  ERROR OCCUR  ~
00:00:11.741 ->  BREAK STOP  ~
00:00:11.795 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.848 ->  ERROR OCCUR  ~
00:00:11.902 ->  BREAK STOP  ~
00:00:11.956 ->  ERROR OCCUR  ~
00:00:12.007 ->  BREAK STOP  ~
00:00:12.062 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.114 ->  ERROR OCCUR  ~
00:00:12.167 ->  BREAK STOP  ~
00:00:12.219 ->  ERROR OCCUR  ~
00:00:12.271 ->  BREAK STOP  ~
00:00:12.324 ->  ERROR OCCUR  ~
00:00:12.377 ->  BREAK STOP  ~
00:00:12.429 ->  ERROR OCCUR  ~
00:00:12.481 ->  BREAK STOP  ~
00:00:12.535 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.592 ->  ERROR OCCUR  ~
00:00:12.643 ->  BREAK STOP  ~
00:00:12.698 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.750 ->  ERROR OCCUR  ~
00:00:12.803 ->  BREAK STOP  ~
00:00:12.855 ->  ERROR OCCUR  ~
00:00:12.907 ->  BREAK STOP  ~
00:00:12.962 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.015 ->  ERROR OCCUR  ~
00:00:13.067 ->  BREAK STOP  ~
00:00:13.121 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.174 ->  ERROR OCCUR  ~
00:00:13.227 ->  BREAK STOP  ~
00:00:13.282 ->  ERROR OCCUR  ~
00:00:13.334 ->  BREAK STOP  ~
00:00:13.388 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.441 ->  ERROR OCCUR  ~
00:00:13.493 ->  BREAK STOP  ~
00:00:13.547 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.600 ->  ERROR OCCUR  ~
00:00:13.652 ->  BREAK STOP  ~
00:00:13.705 ->  ERROR OCCUR  ~
00:00:13.757 ->  BREAK STOP  ~
00:00:13.811 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:13.864 ->  ERROR OCCUR  ~
00:00:13.917 ->  BREAK STOP  ~
00:00:13.973 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.026 ->  ERROR OCCUR  ~
00:00:14.078 ->  BREAK STOP  ~
00:00:14.131 ->  ERROR OCCUR  ~
00:00:14.183 ->  BREAK STOP  ~
00:00:14.236 ->  ERROR OCCUR  ~
00:00:14.288 ->  BREAK STOP  ~
00:00:14.343 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.395 ->  ERROR OCCUR  ~
00:00:14.447 ->  BREAK STOP  ~
00:00:14.501 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.555 ->  ERROR OCCUR  ~
00:00:14.607 ->  BREAK STOP  ~
00:00:14.662 ->  ERROR OCCUR  ~
00:00:14.713 ->  BREAK STOP  ~
00:00:14.768 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.821 ->  ERROR OCCUR  ~
00:00:14.873 ->  BREAK STOP  ~
00:00:14.925 ->  ERROR OCCUR  ~
00:00:14.978 ->  BREAK STOP  ~
00:00:15.032 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:15.084 ->  ERROR OCCUR  ~
00:00:15.136 ->  BREAK STOP  ~
00:00:15.191 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.243 ->  ERROR OCCUR  ~
00:00:15.295 ->  BREAK STOP  ~
00:00:15.352 ->  (107,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.405 ->  ERROR OCCUR  ~
00:00:15.457 ->  BREAK STOP  ~
00:00:15.509 ->  ERROR OCCUR  ~
00:00:15.561 ->  BREAK STOP  ~
00:00:15.616 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
