00:00:02.867 ->  SD OK~
00:00:02.951 ->  BREAK STOP~
00:00:03.213 ->  Controller Err~
00:00:04.476 ->  START~
00:00:04.537 ->  ERROR OCCUR  ~
00:00:04.597 ->  BREAK STOP  ~
00:00:04.660 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.720 ->  ERROR OCCUR  ~
00:00:04.780 ->  BREAK STOP  ~
00:00:04.842 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.902 ->  ERROR OCCUR  ~
00:00:04.963 ->  BREAK STOP  ~
00:00:05.025 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.086 ->  ERROR OCCUR  ~
00:00:05.148 ->  BREAK STOP  ~
00:00:05.210 ->  ERROR OCCUR  ~
00:00:05.269 ->  BREAK STOP  ~
00:00:05.331 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.393 ->  ERROR OCCUR  ~
00:00:05.452 ->  BREAK STOP  ~
00:00:05.513 ->  ERROR OCCUR  ~
00:00:05.573 ->  BREAK STOP  ~
00:00:05.636 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.697 ->  ERROR OCCUR  ~
00:00:05.756 ->  BREAK STOP  ~
00:00:05.818 ->  ERROR OCCUR  ~
00:00:05.877 ->  BREAK STOP  ~
00:00:05.939 ->  ERROR OCCUR  ~
00:00:06.001 ->  BREAK STOP  ~
00:00:06.064 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.124 ->  ERROR OCCUR  ~
00:00:06.184 ->  BREAK STOP  ~
00:00:06.247 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.307 ->  ERROR OCCUR  ~
00:00:06.368 ->  BREAK STOP  ~
00:00:06.430 ->  (109,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.491 ->  ERROR OCCUR  ~
00:00:06.551 ->  BREAK STOP  ~
00:00:06.614 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.674 ->  ERROR OCCUR  ~
00:00:06.737 ->  BREAK STOP  ~
00:00:06.799 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.860 ->  ERROR OCCUR  ~
00:00:06.920 ->  BREAK STOP  ~
00:00:06.981 ->  ERROR OCCUR  ~
00:00:07.042 ->  BREAK STOP  ~
00:00:07.104 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.164 ->  ERROR OCCUR  ~
00:00:07.240 ->  BREAK STOP  ~
00:00:07.301 ->  ERROR OCCUR  ~
00:00:07.361 ->  BREAK STOP  ~
00:00:07.421 ->  ERROR OCCUR  ~
00:00:07.482 ->  BREAK STOP  ~
00:00:07.544 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.608 ->  ERROR OCCUR  ~
00:00:07.667 ->  BREAK STOP  ~
00:00:07.730 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.790 ->  ERROR OCCUR  ~
00:00:07.851 ->  BREAK STOP  ~
00:00:07.913 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.974 ->  ERROR OCCUR  ~
00:00:08.034 ->  BREAK STOP  ~
00:00:08.096 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.157 ->  ERROR OCCUR  ~
00:00:08.217 ->  BREAK STOP  ~
00:00:08.278 ->  ERROR OCCUR  ~
00:00:08.341 ->  BREAK STOP  ~
00:00:08.403 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.464 ->  ERROR OCCUR  ~
00:00:08.524 ->  BREAK STOP  ~
00:00:08.585 ->  ERROR OCCUR  ~
00:00:08.645 ->  BREAK STOP  ~
00:00:08.706 ->  ERROR OCCUR  ~
00:00:08.766 ->  BREAK STOP  ~
00:00:08.827 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.889 ->  ERROR OCCUR  ~
00:00:08.949 ->  BREAK STOP  ~
00:00:09.011 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:09.072 ->  ERROR OCCUR  ~
00:00:09.135 ->  BREAK STOP  ~
00:00:09.197 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.257 ->  ERROR OCCUR  ~
00:00:09.318 ->  BREAK STOP  ~
00:00:09.380 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.441 ->  ERROR OCCUR  ~
00:00:09.501 ->  BREAK STOP  ~
00:00:09.562 ->  ERROR OCCUR  ~
00:00:09.622 ->  BREAK STOP  ~
00:00:09.684 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.745 ->  ERROR OCCUR  ~
00:00:09.805 ->  BREAK STOP  ~
00:00:09.866 ->  ERROR OCCUR  ~
00:00:09.929 ->  BREAK STOP  ~
00:00:09.991 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.052 ->  ERROR OCCUR  ~
00:00:10.112 ->  BREAK STOP  ~
00:00:10.174 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.235 ->  ERROR OCCUR  ~
00:00:10.295 ->  BREAK STOP  ~
00:00:10.355 ->  ERROR OCCUR  ~
00:00:10.416 ->  BREAK STOP  ~
00:00:10.478 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.539 ->  ERROR OCCUR  ~
00:00:10.599 ->  BREAK STOP  ~
00:00:10.661 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.724 ->  ERROR OCCUR  ~
00:00:10.784 ->  BREAK STOP  ~
00:00:10.845 ->  ERROR OCCUR  ~
00:00:10.905 ->  BREAK STOP  ~
00:00:10.967 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.028 ->  ERROR OCCUR  ~
00:00:11.087 ->  BREAK STOP  ~
00:00:11.150 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.210 ->  ERROR OCCUR  ~
00:00:11.271 ->  BREAK STOP  ~
00:00:11.331 ->  ERROR OCCUR  ~
00:00:11.392 ->  BREAK STOP  ~
00:00:11.453 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.516 ->  ERROR OCCUR  ~
00:00:11.577 ->  BREAK STOP  ~
00:00:11.639 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.700 ->  ERROR OCCUR  ~
00:00:11.760 ->  BREAK STOP  ~
00:00:11.821 ->  ERROR OCCUR  ~
00:00:11.881 ->  BREAK STOP  ~
00:00:11.943 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.004 ->  ERROR OCCUR  ~
00:00:12.064 ->  BREAK STOP  ~
00:00:12.127 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.187 ->  ERROR OCCUR  ~
00:00:12.251 ->  BREAK STOP  ~
00:00:12.311 ->  ERROR OCCUR  ~
00:00:12.370 ->  BREAK STOP  ~
00:00:12.432 ->  ERROR OCCUR  ~
00:00:12.492 ->  BREAK STOP  ~
00:00:12.554 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.615 ->  ERROR OCCUR  ~
00:00:12.675 ->  BREAK STOP  ~
00:00:12.736 ->  ERROR OCCUR  ~
00:00:12.795 ->  BREAK STOP  ~
00:00:12.857 ->  ERROR OCCUR  ~
00:00:12.916 ->  BREAK STOP  ~
00:00:12.978 ->  ERROR OCCUR  ~
00:00:13.037 ->  BREAK STOP  ~
00:00:13.101 ->  ERROR OCCUR  ~
00:00:13.161 ->  BREAK STOP  ~
00:00:13.223 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.285 ->  ERROR OCCUR  ~
00:00:13.344 ->  BREAK STOP  ~
00:00:13.407 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.468 ->  ERROR OCCUR  ~
00:00:13.528 ->  BREAK STOP  ~
00:00:13.590 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.651 ->  ERROR OCCUR  ~
00:00:13.711 ->  BREAK STOP  ~
00:00:13.771 ->  ERROR OCCUR  ~
00:00:13.832 ->  BREAK STOP  ~
00:00:13.897 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.958 ->  ERROR OCCUR  ~
00:00:14.018 ->  BREAK STOP  ~
00:00:14.078 ->  ERROR OCCUR  ~
00:00:14.139 ->  BREAK STOP  ~
00:00:14.199 ->  ERROR OCCUR  ~
00:00:14.260 ->  BREAK STOP  ~
00:00:14.320 ->  ERROR OCCUR  ~
00:00:14.381 ->  BREAK STOP  ~
00:00:14.443 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.503 ->  ERROR OCCUR  ~
00:00:14.564 ->  BREAK STOP  ~
00:00:14.626 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.690 ->  ERROR OCCUR  ~
00:00:14.749 ->  BREAK STOP  ~
00:00:14.812 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:14.873 ->  ERROR OCCUR  ~
00:00:14.932 ->  BREAK STOP  ~
00:00:14.995 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.056 ->  ERROR OCCUR  ~
00:00:15.116 ->  BREAK STOP  ~
00:00:15.178 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.240 ->  ERROR OCCUR  ~
00:00:15.299 ->  BREAK STOP  ~
00:00:15.362 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.425 ->  ERROR OCCUR  ~
00:00:15.485 ->  BREAK STOP  ~
00:00:15.546 ->  ERROR OCCUR  ~
00:00:15.606 ->  BREAK STOP  ~
00:00:15.669 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.729 ->  ERROR OCCUR  ~
00:00:15.790 ->  BREAK STOP  ~
00:00:15.852 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.912 ->  ERROR OCCUR  ~
00:00:15.973 ->  BREAK STOP  ~
00:00:16.033 ->  ERROR OCCUR  ~
00:00:16.094 ->  BREAK STOP  ~
00:00:16.156 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.220 ->  ERROR OCCUR  ~
00:00:16.279 ->  BREAK STOP  ~
00:00:16.342 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.402 ->  ERROR OCCUR  ~
00:00:16.462 ->  BREAK STOP  ~
00:00:16.523 ->  ERROR OCCUR  ~
00:00:16.583 ->  BREAK STOP  ~
00:00:16.646 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.706 ->  ERROR OCCUR  ~
00:00:16.765 ->  BREAK STOP  ~
00:00:16.827 ->  ERROR OCCUR  ~
00:00:16.886 ->  BREAK STOP  ~
00:00:16.947 ->  ERROR OCCUR  ~
00:00:17.007 ->  BREAK STOP  ~
00:00:17.070 ->  ERROR OCCUR  ~
00:00:17.130 ->  BREAK STOP  ~
00:00:17.190 ->  ERROR OCCUR  ~
00:00:17.250 ->  BREAK STOP  ~
00:00:17.312 ->  (110,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:17.374 ->  ERROR OCCUR  ~
00:00:17.433 ->  BREAK STOP  ~
00:00:17.494 ->  ERROR OCCUR  ~
00:00:17.554 ->  BREAK STOP  ~
00:00:17.616 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.677 ->  ERROR OCCUR  ~
00:00:17.736 ->  BREAK STOP  ~
00:00:17.797 ->  ERROR OCCUR  ~
00:00:17.857 ->  BREAK STOP  ~
00:00:17.927 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.988 ->  ERROR OCCUR  ~
00:00:18.049 ->  BREAK STOP  ~
00:00:18.110 ->  ERROR OCCUR  ~
00:00:18.170 ->  BREAK STOP  ~
00:00:18.232 ->  ERROR OCCUR  ~
00:00:18.292 ->  BREAK STOP  ~
00:00:18.356 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:18.416 ->  ERROR OCCUR  ~
00:00:18.478 ->  BREAK STOP  ~
00:00:18.540 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.601 ->  ERROR OCCUR  ~
00:00:18.663 ->  BREAK STOP  ~
00:00:18.728 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.789 ->  ERROR OCCUR  ~
00:00:18.850 ->  BREAK STOP  ~
00:00:18.913 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.974 ->  ERROR OCCUR  ~
00:00:19.035 ->  BREAK STOP  ~
00:00:19.096 ->  ERROR OCCUR  ~
00:00:19.156 ->  BREAK STOP  ~
00:00:19.218 ->  ERROR OCCUR  ~
00:00:19.279 ->  BREAK STOP  ~
00:00:19.342 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.403 ->  ERROR OCCUR  ~
00:00:19.464 ->  BREAK STOP  ~
00:00:19.529 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.591 ->  ERROR OCCUR  ~
00:00:19.652 ->  BREAK STOP  ~
00:00:19.713 ->  ERROR OCCUR  ~
00:00:19.773 ->  BREAK STOP  ~
00:00:19.836 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:19.898 ->  ERROR OCCUR  ~
00:00:19.958 ->  BREAK STOP  ~
00:00:20.022 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.083 ->  ERROR OCCUR  ~
00:00:20.144 ->  BREAK STOP  ~
00:00:20.206 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.271 ->  ERROR OCCUR  ~
00:00:20.331 ->  BREAK STOP  ~
00:00:20.392 ->  ERROR OCCUR  ~
00:00:20.453 ->  BREAK STOP  ~
00:00:20.514 ->  ERROR OCCUR  ~
00:00:20.575 ->  BREAK STOP  ~
00:00:20.638 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.699 ->  ERROR OCCUR  ~
00:00:20.760 ->  BREAK STOP  ~
