00:00:02.715 ->  SD OK
00:00:02.752 ->  BREAK STOP
00:00:02.999 ->  Controller Set
00:00:04.753 ->  START
00:00:04.783 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.819 ->  Battery :12.36 V
00:00:04.869 ->  Speed:0.00 km/hr 
00:00:04.912 ->  Battery :12.37 V
00:00:04.960 ->  Speed:0.00 km/hr 
00:00:05.003 ->  Battery :12.39 V
00:00:05.051 ->  Speed:0.00 km/hr 
00:00:05.094 ->  Battery :12.39 V
00:00:05.142 ->  Speed:0.00 km/hr 
00:00:05.184 ->  Battery :12.39 V
00:00:05.233 ->  Speed:0.00 km/hr 
00:00:05.275 ->  Battery :12.39 V
00:00:05.324 ->  Speed:0.00 km/hr 
00:00:05.366 ->  Battery :12.39 V
00:00:05.415 ->  Speed:0.00 km/hr 
00:00:05.731 ->  Battery :12.43 V
00:00:05.780 ->  Speed:0.00 km/hr 
00:00:05.821 ->  Battery :12.46 V
00:00:05.870 ->  Speed:0.00 km/hr 
00:00:05.912 ->  Battery :12.37 V
00:00:05.961 ->  Speed:0.00 km/hr 
00:00:06.003 ->  Battery :12.33 V
00:00:06.052 ->  Speed:0.00 km/hr 
00:00:06.094 ->  Battery :12.41 V
00:00:06.142 ->  Speed:0.00 km/hr 
00:00:06.185 ->  Battery :12.40 V
00:00:06.237 ->  Speed:0.00 km/hr 
00:00:06.277 ->  Battery :12.33 V
00:00:06.326 ->  Speed:0.00 km/hr 
00:00:06.368 ->  Battery :12.46 V
00:00:06.417 ->  Speed:0.00 km/hr 
00:00:06.459 ->  Battery :12.39 V
00:00:06.507 ->  Speed:0.00 km/hr 
00:00:06.549 ->  Battery :12.37 V
00:00:06.597 ->  Speed:0.00 km/hr 
00:00:06.640 ->  Battery :12.46 V
00:00:06.689 ->  Speed:0.00 km/hr 
00:00:06.778 ->  Battery :12.36 V
00:00:06.828 ->  Speed:0.00 km/hr 
00:00:06.930 ->  Battery :12.37 V
00:00:06.981 ->  Speed:0.00 km/hr 
00:00:07.080 ->  Battery :12.41 V
00:00:07.130 ->  Speed:0.00 km/hr 
00:00:07.231 ->  Battery :12.40 V
00:00:07.280 ->  Speed:0.00 km/hr 
00:00:07.383 ->  Battery :12.40 V
00:00:07.432 ->  Speed:0.00 km/hr 
00:00:07.533 ->  Battery :12.41 V
00:00:07.582 ->  Speed:0.00 km/hr 
00:00:07.685 ->  Battery :12.40 V
00:00:07.734 ->  Speed:0.00 km/hr 
00:00:07.835 ->  Battery :12.40 V
00:00:07.884 ->  Speed:0.00 km/hr 
00:00:07.987 ->  Battery :12.41 V
00:00:08.039 ->  Speed:0.00 km/hr 
00:00:08.137 ->  Battery :12.40 V
00:00:08.186 ->  Speed:0.00 km/hr 
00:00:08.289 ->  Battery :12.41 V
00:00:08.338 ->  Speed:0.00 km/hr 
00:00:08.439 ->  Battery :12.40 V
00:00:08.488 ->  Speed:0.00 km/hr 
00:00:08.591 ->  Battery :12.40 V
00:00:08.640 ->  Speed:0.00 km/hr 
00:00:08.741 ->  Battery :12.40 V
00:00:08.791 ->  Speed:0.00 km/hr 
00:00:08.893 ->  Battery :12.40 V
00:00:08.942 ->  Speed:0.00 km/hr 
00:00:09.043 ->  Battery :12.39 V
00:00:09.093 ->  Speed:0.00 km/hr 
00:00:09.194 ->  Battery :12.40 V
00:00:09.243 ->  Speed:0.00 km/hr 
00:00:09.346 ->  Battery :12.39 V
00:00:09.395 ->  Speed:0.00 km/hr 
00:00:09.496 ->  Battery :12.39 V
00:00:09.545 ->  Speed:0.00 km/hr 
00:00:09.648 ->  Battery :12.39 V
00:00:09.697 ->  Speed:0.00 km/hr 
00:00:09.798 ->  Battery :12.39 V
00:00:09.847 ->  Speed:0.00 km/hr 
00:00:09.950 ->  Battery :12.41 V
00:00:09.999 ->  Speed:0.00 km/hr 
00:00:10.100 ->  Battery :12.40 V
00:00:10.149 ->  Speed:0.00 km/hr 
00:00:10.252 ->  Battery :12.40 V
00:00:10.301 ->  Speed:0.00 km/hr 
00:00:10.403 ->  Battery :12.41 V
00:00:10.451 ->  Speed:0.00 km/hr 
00:00:10.555 ->  Battery :12.41 V
00:00:10.603 ->  Speed:0.00 km/hr 
00:00:10.704 ->  Battery :12.40 V
00:00:10.754 ->  Speed:0.00 km/hr 
00:00:10.857 ->  Battery :12.41 V
00:00:10.905 ->  Speed:0.00 km/hr 
00:00:11.008 ->  Battery :12.40 V
00:00:11.056 ->  Speed:0.00 km/hr 
00:00:11.158 ->  Battery :12.41 V
00:00:11.207 ->  Speed:0.00 km/hr 
00:00:11.310 ->  Battery :12.41 V
00:00:11.361 ->  Speed:0.00 km/hr 
00:00:11.460 ->  Battery :12.40 V
00:00:11.508 ->  Speed:0.00 km/hr 
00:00:11.612 ->  Battery :12.41 V
00:00:11.660 ->  Speed:0.00 km/hr 
00:00:11.762 ->  Battery :12.40 V
00:00:11.810 ->  Speed:0.00 km/hr 
00:00:11.914 ->  Battery :12.36 V
00:00:11.963 ->  Speed:0.00 km/hr 
00:00:12.064 ->  Battery :12.40 V
00:00:12.113 ->  Speed:0.00 km/hr 
00:00:12.216 ->  Battery :12.40 V
00:00:12.265 ->  Speed:0.00 km/hr 
00:00:12.366 ->  Battery :12.39 V
00:00:12.418 ->  Speed:0.00 km/hr 
00:00:12.518 ->  Battery :12.41 V
00:00:12.567 ->  Speed:0.00 km/hr 
00:00:12.668 ->  Battery :12.40 V
00:00:12.718 ->  Speed:0.00 km/hr 
00:00:12.820 ->  Battery :12.40 V
00:00:12.869 ->  Speed:0.00 km/hr 
00:00:12.972 ->  Battery :12.41 V
00:00:13.021 ->  Speed:0.00 km/hr 
00:00:13.122 ->  Battery :12.40 V
00:00:13.171 ->  Speed:0.00 km/hr 
