00:00:02.758 ->  SD OK
00:00:02.805 ->  BREAK STOP
00:00:03.060 ->  Controller Set
00:00:04.823 ->  START
00:00:04.859 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.904 ->  Battery :0.74 V
00:00:04.964 ->  Speed:0.00 km/hr 
00:00:00.00 ->  Battery :0.85 V
00:00:05.059 ->  Speed:0.00 km/hr 
00:00:05.095 ->  Battery :0.85 V
00:00:05.153 ->  Speed:0.00 km/hr 
00:00:05.190 ->  Battery :0.85 V
00:00:05.249 ->  Speed:0.00 km/hr 
00:00:05.284 ->  Battery :0.85 V
00:00:05.344 ->  Speed:0.00 km/hr 
00:00:05.383 ->  Battery :0.85 V
00:00:05.442 ->  Speed:0.00 km/hr 
00:00:05.478 ->  Battery :0.85 V
00:00:05.536 ->  Speed:0.00 km/hr 
00:00:05.573 ->  Battery :0.85 V
00:00:05.633 ->  Speed:0.00 km/hr 
00:00:05.668 ->  Battery :0.85 V
00:00:05.728 ->  Speed:0.00 km/hr 
00:00:05.764 ->  Battery :0.86 V
00:00:05.823 ->  Speed:0.00 km/hr 
00:00:05.859 ->  Battery :0.86 V
00:00:05.918 ->  Speed:0.00 km/hr 
00:00:05.954 ->  Battery :0.86 V
00:00:06.013 ->  Speed:0.00 km/hr 
00:00:06.049 ->  Battery :0.93 V
00:00:06.111 ->  Speed:0.00 km/hr 
00:00:06.148 ->  Battery :0.85 V
00:00:06.207 ->  Speed:0.00 km/hr 
00:00:06.243 ->  Battery :0.85 V
00:00:06.301 ->  Speed:0.00 km/hr 
00:00:06.338 ->  Battery :0.86 V
00:00:06.397 ->  Speed:0.00 km/hr 
00:00:06.433 ->  Battery :0.87 V
00:00:06.492 ->  Speed:0.00 km/hr 
00:00:06.529 ->  Battery :0.86 V
00:00:06.588 ->  Speed:0.00 km/hr 
00:00:06.624 ->  Battery :0.85 V
00:00:06.683 ->  Speed:0.00 km/hr 
00:00:06.719 ->  Battery :0.82 V
00:00:06.778 ->  Speed:0.00 km/hr 
00:00:06.817 ->  Battery :0.87 V
00:00:06.876 ->  Speed:0.00 km/hr 
00:00:06.937 ->  Battery :0.86 V
00:00:06.996 ->  Speed:0.00 km/hr 
00:00:07.088 ->  Battery :0.85 V
00:00:07.147 ->  Speed:0.00 km/hr 
00:00:07.238 ->  Battery :0.85 V
00:00:07.298 ->  Speed:0.00 km/hr 
00:00:07.390 ->  Battery :0.85 V
00:00:07.449 ->  Speed:0.00 km/hr 
00:00:07.540 ->  Battery :0.86 V
00:00:07.600 ->  Speed:0.00 km/hr 
00:00:07.692 ->  Battery :0.85 V
00:00:07.751 ->  Speed:0.00 km/hr 
00:00:07.842 ->  Battery :0.85 V
00:00:07.902 ->  Speed:0.00 km/hr 
00:00:07.994 ->  Battery :0.86 V
00:00:08.053 ->  Speed:0.00 km/hr 
00:00:08.144 ->  Battery :0.83 V
00:00:08.204 ->  Speed:0.00 km/hr 
00:00:08.296 ->  Battery :0.86 V
00:00:08.355 ->  Speed:0.00 km/hr 
00:00:08.446 ->  Battery :0.87 V
00:00:08.506 ->  Speed:0.00 km/hr 
00:00:08.598 ->  Battery :0.86 V
00:00:08.657 ->  Speed:0.00 km/hr 
00:00:08.749 ->  Battery :0.86 V
