00:00:02.748 ->  SD OK
00:00:02.806 ->  BREAK STOP
00:00:03.058 ->  Controller Set
00:00:04.818 ->  START
00:00:04.853 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.896 ->  Battery :0.80 V
00:00:04.953 ->  Speed:0.00 km/hr 
00:00:04.986 ->  Battery :0.85 V
00:00:05.043 ->  Speed:0.00 km/hr 
00:00:05.076 ->  Battery :0.85 V
00:00:05.133 ->  Speed:0.00 km/hr 
00:00:05.168 ->  Battery :0.85 V
00:00:05.224 ->  Speed:0.00 km/hr 
00:00:05.259 ->  Battery :0.86 V
00:00:05.315 ->  Speed:0.00 km/hr 
00:00:05.352 ->  Battery :0.86 V
00:00:05.408 ->  Speed:0.00 km/hr 
00:00:05.442 ->  Battery :0.85 V
00:00:05.498 ->  Speed:0.00 km/hr 
00:00:05.533 ->  Battery :0.85 V
00:00:05.590 ->  Speed:0.00 km/hr 
00:00:05.623 ->  Battery :0.86 V
00:00:05.681 ->  Speed:0.00 km/hr 
00:00:05.714 ->  Battery :0.83 V
00:00:05.771 ->  Speed:0.00 km/hr 
00:00:05.806 ->  Battery :0.83 V
00:00:05.863 ->  Speed:0.00 km/hr 
00:00:05.897 ->  Battery :0.86 V
00:00:05.953 ->  Speed:0.00 km/hr 
00:00:05.988 ->  Battery :0.85 V
00:00:06.047 ->  Speed:0.00 km/hr 
00:00:06.082 ->  Battery :0.85 V
00:00:06.138 ->  Speed:0.00 km/hr 
00:00:06.172 ->  Battery :0.86 V
00:00:06.230 ->  Speed:0.00 km/hr 
00:00:06.263 ->  Battery :0.89 V
00:00:06.320 ->  Speed:0.00 km/hr 
00:00:06.354 ->  Battery :0.86 V
00:00:06.411 ->  Speed:0.00 km/hr 
00:00:06.446 ->  Battery :0.85 V
00:00:06.503 ->  Speed:0.00 km/hr 
00:00:06.537 ->  Battery :0.85 V
00:00:06.593 ->  Speed:0.00 km/hr 
00:00:06.628 ->  Battery :0.86 V
00:00:06.685 ->  Speed:0.00 km/hr 
00:00:06.747 ->  Battery :0.79 V
00:00:06.803 ->  Speed:0.00 km/hr 
00:00:06.897 ->  Battery :0.85 V
00:00:06.953 ->  Speed:0.00 km/hr 
00:00:07.049 ->  Battery :0.85 V
00:00:07.105 ->  Speed:0.00 km/hr 
00:00:07.199 ->  Battery :0.86 V
00:00:07.256 ->  Speed:0.00 km/hr 
00:00:07.351 ->  Battery :0.86 V
00:00:07.407 ->  Speed:0.00 km/hr 
00:00:07.501 ->  Battery :0.85 V
00:00:07.558 ->  Speed:0.00 km/hr 
00:00:07.653 ->  Battery :0.85 V
00:00:07.709 ->  Speed:0.00 km/hr 
00:00:07.803 ->  Battery :0.86 V
00:00:07.860 ->  Speed:0.00 km/hr 
00:00:07.955 ->  Battery :0.85 V
00:00:08.011 ->  Speed:0.00 km/hr 
00:00:08.105 ->  Battery :0.85 V
00:00:08.162 ->  Speed:0.00 km/hr 
00:00:08.256 ->  Battery :0.83 V
00:00:08.312 ->  Speed:0.00 km/hr 
00:00:08.408 ->  Battery :0.85 V
00:00:08.464 ->  Speed:0.00 km/hr 
00:00:08.558 ->  Battery :0.85 V
00:00:08.614 ->  Speed:0.00 km/hr 
00:00:08.710 ->  Battery :0.86 V
00:00:08.766 ->  Speed:0.00 km/hr 
00:00:08.860 ->  Battery :0.85 V
00:00:08.920 ->  Speed:0.00 km/hr 
00:00:09.012 ->  Battery :0.85 V
00:00:09.068 ->  Speed:0.00 km/hr 
00:00:09.162 ->  Battery :0.85 V
00:00:09.219 ->  Speed:0.00 km/hr 
00:00:09.314 ->  Battery :0.85 V
00:00:09.370 ->  Speed:0.00 km/hr 
00:00:09.464 ->  Battery :0.85 V
00:00:09.522 ->  Speed:0.00 km/hr 
00:00:09.616 ->  Battery :0.85 V
00:00:09.673 ->  Speed:0.00 km/hr 
00:00:09.766 ->  Battery :0.86 V
00:00:09.824 ->  Speed:0.00 km/hr 
00:00:09.918 ->  Battery :0.86 V
00:00:09.975 ->  Speed:0.00 km/hr 
00:00:10.068 ->  Battery :0.85 V
00:00:10.126 ->  Speed:0.00 km/hr 
00:00:10.219 ->  Battery :0.86 V
00:00:10.276 ->  Speed:0.00 km/hr 
00:00:10.371 ->  Battery :0.85 V
00:00:10.428 ->  Speed:0.00 km/hr 
00:00:10.522 ->  Battery :0.85 V
00:00:10.578 ->  Speed:0.00 km/hr 
00:00:10.674 ->  Battery :0.85 V
00:00:10.730 ->  Speed:0.00 km/hr 
00:00:10.824 ->  Battery :0.85 V
00:00:10.881 ->  Speed:0.00 km/hr 
00:00:10.976 ->  Battery :0.83 V
00:00:11.032 ->  Speed:0.00 km/hr 
00:00:11.126 ->  Battery :0.86 V
00:00:11.183 ->  Speed:0.00 km/hr 
00:00:11.278 ->  Battery :0.85 V
00:00:11.334 ->  Speed:0.00 km/hr 
00:00:11.428 ->  Battery :0.86 V
00:00:11.485 ->  Speed:0.00 km/hr 
00:00:11.580 ->  Battery :0.86 V
00:00:11.636 ->  Speed:0.00 km/hr 
00:00:11.730 ->  Battery :0.86 V
00:00:11.787 ->  Speed:0.00 km/hr 
00:00:11.882 ->  Battery :0.86 V
00:00:11.938 ->  Speed:0.00 km/hr 
00:00:12.034 ->  Battery :0.86 V
00:00:12.090 ->  Speed:0.00 km/hr 
00:00:12.184 ->  Battery :0.85 V
00:00:12.242 ->  Speed:0.00 km/hr 
00:00:12.336 ->  Battery :0.85 V
00:00:12.392 ->  Speed:0.00 km/hr 
00:00:12.486 ->  Battery :0.86 V
00:00:12.542 ->  Speed:0.00 km/hr 
00:00:12.638 ->  Battery :0.85 V
00:00:12.694 ->  Speed:0.00 km/hr 
00:00:12.788 ->  Battery :0.85 V
00:00:12.845 ->  Speed:0.00 km/hr 
00:00:12.940 ->  Battery :0.85 V
00:00:12.996 ->  Speed:0.00 km/hr 
00:00:13.090 ->  Battery :0.85 V
00:00:13.147 ->  Speed:0.00 km/hr 
00:00:13.242 ->  Battery :0.85 V
00:00:13.301 ->  Speed:0.00 km/hr 
00:00:13.392 ->  Battery :0.86 V
00:00:13.449 ->  Speed:0.00 km/hr 
00:00:13.544 ->  Battery :0.85 V
00:00:13.600 ->  Speed:0.00 km/hr 
00:00:13.694 ->  Battery :0.86 V
00:00:13.751 ->  Speed:0.00 km/hr 
00:00:13.845 ->  Battery :0.85 V
00:00:13.901 ->  Speed:0.00 km/hr 
