00:00:02.757 ->  SD OK
00:00:02.804 ->  BREAK STOP
00:00:03.059 ->  Controller Set
00:00:04.822 ->  START
00:00:04.858 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.904 ->  Battery :0.79 V
00:00:04.963 ->  Speed:0.00 km/hr 
00:00:04.999 ->  Battery :0.85 V
00:00:05.058 ->  Speed:0.00 km/hr 
00:00:05.094 ->  Battery :0.86 V
00:00:05.152 ->  Speed:0.00 km/hr 
00:00:05.189 ->  Battery :0.85 V
00:00:05.248 ->  Speed:0.00 km/hr 
00:00:05.283 ->  Battery :0.85 V
00:00:05.343 ->  Speed:0.00 km/hr 
00:00:05.382 ->  Battery :0.85 V
00:00:05.440 ->  Speed:0.00 km/hr 
00:00:05.476 ->  Battery :0.85 V
00:00:05.535 ->  Speed:0.00 km/hr 
00:00:05.571 ->  Battery :0.85 V
00:00:05.630 ->  Speed:0.00 km/hr 
00:00:05.666 ->  Battery :0.85 V
00:00:05.726 ->  Speed:0.00 km/hr 
00:00:05.762 ->  Battery :0.87 V
00:00:05.821 ->  Speed:0.00 km/hr 
00:00:05.857 ->  Battery :0.87 V
00:00:05.915 ->  Speed:0.00 km/hr 
00:00:05.952 ->  Battery :0.95 V
00:00:06.010 ->  Speed:0.00 km/hr 
00:00:06.047 ->  Battery :0.86 V
00:00:06.109 ->  Speed:0.00 km/hr 
00:00:06.145 ->  Battery :0.86 V
00:00:06.204 ->  Speed:0.00 km/hr 
00:00:06.240 ->  Battery :0.87 V
00:00:06.298 ->  Speed:0.00 km/hr 
00:00:06.335 ->  Battery :0.85 V
00:00:06.393 ->  Speed:0.00 km/hr 
00:00:06.430 ->  Battery :0.90 V
00:00:06.489 ->  Speed:0.00 km/hr 
00:00:06.525 ->  Battery :0.86 V
00:00:06.584 ->  Speed:0.00 km/hr 
00:00:06.620 ->  Battery :0.85 V
00:00:06.679 ->  Speed:0.00 km/hr 
00:00:06.715 ->  Battery :0.87 V
00:00:06.774 ->  Speed:0.00 km/hr 
00:00:06.813 ->  Battery :0.87 V
00:00:06.872 ->  Speed:0.00 km/hr 
00:00:06.915 ->  Battery :0.86 V
00:00:06.973 ->  Speed:0.00 km/hr 
00:00:07.060 ->  Battery :0.87 V
00:00:07.119 ->  Speed:0.00 km/hr 
00:00:07.211 ->  Battery :0.85 V
00:00:07.270 ->  Speed:0.00 km/hr 
00:00:07.362 ->  Battery :0.86 V
00:00:07.421 ->  Speed:0.00 km/hr 
00:00:07.513 ->  Battery :0.86 V
00:00:07.572 ->  Speed:0.00 km/hr 
00:00:07.664 ->  Battery :0.85 V
00:00:07.724 ->  Speed:0.00 km/hr 
00:00:07.815 ->  Battery :0.85 V
00:00:07.874 ->  Speed:0.00 km/hr 
00:00:07.966 ->  Battery :0.86 V
00:00:08.026 ->  Speed:0.00 km/hr 
00:00:08.118 ->  Battery :0.83 V
00:00:08.176 ->  Speed:0.00 km/hr 
00:00:08.268 ->  Battery :0.85 V
00:00:08.328 ->  Speed:0.00 km/hr 
00:00:08.420 ->  Battery :0.86 V
00:00:08.478 ->  Speed:0.00 km/hr 
00:00:08.571 ->  Battery :0.85 V
00:00:08.630 ->  Speed:0.00 km/hr 
00:00:08.722 ->  Battery :0.86 V
00:00:08.780 ->  Speed:0.00 km/hr 
00:00:08.873 ->  Battery :0.85 V
00:00:08.935 ->  Speed:0.00 km/hr 
00:00:09.024 ->  Battery :0.85 V
00:00:09.082 ->  Speed:0.00 km/hr 
00:00:09.175 ->  Battery :0.87 V
00:00:09.233 ->  Speed:0.00 km/hr 
00:00:09.326 ->  Battery :0.86 V
00:00:09.384 ->  Speed:0.00 km/hr 
00:00:09.477 ->  Battery :0.86 V
00:00:09.535 ->  Speed:0.00 km/hr 
00:00:09.628 ->  Battery :0.86 V
00:00:09.687 ->  Speed:0.00 km/hr 
00:00:09.779 ->  Battery :0.86 V
00:00:09.837 ->  Speed:0.00 km/hr 
00:00:09.930 ->  Battery :0.86 V
00:00:09.989 ->  Speed:0.00 km/hr 
00:00:10.081 ->  Battery :0.86 V
00:00:10.139 ->  Speed:0.00 km/hr 
00:00:10.232 ->  Battery :0.85 V
00:00:10.291 ->  Speed:0.00 km/hr 
00:00:10.383 ->  Battery :0.86 V
00:00:10.441 ->  Speed:0.00 km/hr 
00:00:10.534 ->  Battery :0.85 V
00:00:10.594 ->  Speed:0.00 km/hr 
00:00:10.685 ->  Battery :0.86 V
00:00:10.743 ->  Speed:0.00 km/hr 
00:00:10.836 ->  Battery :0.86 V
00:00:10.896 ->  Speed:0.00 km/hr 
00:00:10.988 ->  Battery :0.85 V
00:00:11.047 ->  Speed:0.00 km/hr 
00:00:11.139 ->  Battery :0.86 V
00:00:11.197 ->  Speed:0.00 km/hr 
00:00:11.290 ->  Battery :0.86 V
00:00:11.348 ->  Speed:0.00 km/hr 
00:00:11.441 ->  Battery :0.86 V
00:00:11.500 ->  Speed:0.00 km/hr 
00:00:11.592 ->  Battery :0.86 V
00:00:11.652 ->  Speed:0.00 km/hr 
00:00:11.743 ->  Battery :0.86 V
00:00:11.802 ->  Speed:0.00 km/hr 
00:00:11.894 ->  Battery :0.85 V
00:00:11.954 ->  Speed:0.00 km/hr 
00:00:12.045 ->  Battery :0.85 V
00:00:12.104 ->  Speed:0.00 km/hr 
00:00:12.196 ->  Battery :0.87 V
00:00:12.258 ->  Speed:0.00 km/hr 
00:00:12.347 ->  Battery :0.85 V
00:00:12.406 ->  Speed:0.00 km/hr 
00:00:12.498 ->  Battery :0.86 V
00:00:12.558 ->  Speed:0.00 km/hr 
00:00:12.649 ->  Battery :0.86 V
00:00:12.708 ->  Speed:0.00 km/hr 
00:00:12.800 ->  Battery :0.85 V
00:00:12.859 ->  Speed:0.00 km/hr 
00:00:12.951 ->  Battery :0.86 V
00:00:13.010 ->  Speed:0.00 km/hr 
00:00:13.102 ->  Battery :0.85 V
00:00:13.161 ->  Speed:0.00 km/hr 
00:00:13.253 ->  Battery :0.86 V
00:00:13.315 ->  Speed:0.00 km/hr 
00:00:13.404 ->  Battery :0.86 V
00:00:13.463 ->  Speed:0.00 km/hr 
00:00:13.556 ->  Battery :0.85 V
00:00:13.615 ->  Speed:0.00 km/hr 
00:00:13.707 ->  Battery :0.86 V
00:00:13.765 ->  Speed:0.00 km/hr 
00:00:13.858 ->  Battery :0.87 V
00:00:13.917 ->  Speed:0.00 km/hr 
00:00:14.009 ->  Battery :0.85 V
00:00:14.067 ->  Speed:0.00 km/hr 
00:00:14.160 ->  Battery :0.86 V
00:00:14.219 ->  Speed:0.00 km/hr 
00:00:14.311 ->  Battery :0.87 V
00:00:14.369 ->  Speed:0.00 km/hr 
00:00:14.462 ->  Battery :0.86 V
00:00:14.521 ->  Speed:0.00 km/hr 
00:00:14.613 ->  Battery :0.86 V
00:00:14.671 ->  Speed:0.00 km/hr 
00:00:14.764 ->  Battery :0.86 V
00:00:14.822 ->  Speed:0.00 km/hr 
00:00:14.915 ->  Battery :0.86 V
00:00:14.973 ->  Speed:0.00 km/hr 
00:00:15.066 ->  Battery :0.85 V
00:00:15.124 ->  Speed:0.00 km/hr 
00:00:15.217 ->  Battery :0.85 V
00:00:15.276 ->  Speed:0.00 km/hr 
00:00:15.368 ->  Battery :0.85 V
00:00:15.426 ->  Speed:0.00 km/hr 
