00:00:03.772 ->  SD OK
00:00:03.824 ->  BREAK STOP
00:00:04.082 ->  Controller Set
00:00:05.848 ->  START
00:00:05.888 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:05.936 ->  Battery :0.79 V
00:00:05.997 ->  Speed:0.00 km/hr 
00:00:06.037 ->  Battery :0.83 V
00:00:06.098 ->  Speed:0.00 km/hr 
00:00:06.137 ->  Battery :0.85 V
00:00:06.199 ->  Speed:0.00 km/hr 
00:00:06.238 ->  Battery :0.85 V
00:00:06.300 ->  Speed:0.00 km/hr 
00:00:06.338 ->  Battery :0.83 V
00:00:06.401 ->  Speed:0.00 km/hr 
00:00:06.443 ->  Battery :0.83 V
00:00:06.504 ->  Speed:0.00 km/hr 
00:00:06.543 ->  Battery :0.85 V
00:00:06.604 ->  Speed:0.00 km/hr 
00:00:06.644 ->  Battery :0.85 V
00:00:06.706 ->  Speed:0.00 km/hr 
00:00:06.745 ->  Battery :0.83 V
00:00:06.807 ->  Speed:0.00 km/hr 
00:00:06.846 ->  Battery :0.83 V
00:00:06.908 ->  Speed:0.00 km/hr 
00:00:06.946 ->  Battery :0.85 V
00:00:07.009 ->  Speed:0.00 km/hr 
00:00:07.048 ->  Battery :0.74 V
00:00:07.110 ->  Speed:0.00 km/hr 
00:00:07.149 ->  Battery :0.83 V
00:00:07.214 ->  Speed:0.00 km/hr 
00:00:07.252 ->  Battery :0.89 V
00:00:07.314 ->  Speed:0.00 km/hr 
00:00:07.353 ->  Battery :0.85 V
00:00:07.415 ->  Speed:0.00 km/hr 
00:00:07.454 ->  Battery :0.74 V
00:00:07.517 ->  Speed:0.00 km/hr 
00:00:07.556 ->  Battery :0.85 V
00:00:07.617 ->  Speed:0.00 km/hr 
00:00:07.657 ->  Battery :0.85 V
00:00:07.718 ->  Speed:0.00 km/hr 
00:00:07.757 ->  Battery :0.86 V
00:00:07.820 ->  Speed:0.00 km/hr 
00:00:07.859 ->  Battery :0.85 V
00:00:07.920 ->  Speed:0.00 km/hr 
00:00:07.962 ->  Battery :0.85 V
00:00:08.024 ->  Speed:0.00 km/hr 
00:00:08.064 ->  Battery :0.71 V
00:00:08.125 ->  Speed:0.00 km/hr 
00:00:08.164 ->  Battery :0.85 V
00:00:08.226 ->  Speed:0.00 km/hr 
00:00:08.265 ->  Battery :0.90 V
00:00:08.327 ->  Speed:0.00 km/hr 
00:00:08.418 ->  Battery :0.85 V
00:00:08.479 ->  Speed:0.00 km/hr 
00:00:08.568 ->  Battery :0.83 V
00:00:08.630 ->  Speed:0.00 km/hr 
00:00:08.720 ->  Battery :0.83 V
00:00:08.781 ->  Speed:0.00 km/hr 
00:00:08.870 ->  Battery :0.85 V
00:00:08.933 ->  Speed:0.00 km/hr 
00:00:09.022 ->  Battery :0.85 V
00:00:09.084 ->  Speed:0.00 km/hr 
00:00:09.172 ->  Battery :0.83 V
00:00:09.235 ->  Speed:0.00 km/hr 
00:00:09.324 ->  Battery :0.83 V
00:00:09.387 ->  Speed:0.00 km/hr 
00:00:09.475 ->  Battery :0.85 V
00:00:09.537 ->  Speed:0.00 km/hr 
00:00:09.626 ->  Battery :0.85 V
00:00:09.689 ->  Speed:0.00 km/hr 
00:00:09.777 ->  Battery :0.82 V
00:00:09.839 ->  Speed:0.00 km/hr 
00:00:09.927 ->  Battery :0.83 V
00:00:09.992 ->  Speed:0.00 km/hr 
00:00:10.079 ->  Battery :0.85 V
00:00:10.141 ->  Speed:0.00 km/hr 
00:00:10.229 ->  Battery :0.83 V
00:00:10.292 ->  Speed:0.00 km/hr 
00:00:10.381 ->  Battery :0.83 V
00:00:10.443 ->  Speed:0.00 km/hr 
00:00:10.531 ->  Battery :0.83 V
00:00:10.594 ->  Speed:0.00 km/hr 
00:00:10.683 ->  Battery :0.85 V
00:00:10.745 ->  Speed:0.00 km/hr 
00:00:10.834 ->  Battery :0.85 V
00:00:10.896 ->  Speed:0.00 km/hr 
00:00:10.985 ->  Battery :0.83 V
00:00:11.047 ->  Speed:0.00 km/hr 
00:00:11.137 ->  Battery :0.83 V
00:00:11.198 ->  Speed:0.00 km/hr 
00:00:11.288 ->  Battery :0.85 V
00:00:11.350 ->  Speed:0.00 km/hr 
00:00:11.439 ->  Battery :0.85 V
00:00:11.500 ->  Speed:0.00 km/hr 
00:00:11.590 ->  Battery :0.85 V
00:00:11.652 ->  Speed:0.00 km/hr 
00:00:11.741 ->  Battery :0.83 V
00:00:11.802 ->  Speed:0.00 km/hr 
00:00:11.891 ->  Battery :0.83 V
00:00:11.953 ->  Speed:0.00 km/hr 
00:00:12.043 ->  Battery :0.85 V
00:00:12.104 ->  Speed:0.00 km/hr 
00:00:12.193 ->  Battery :0.85 V
00:00:12.255 ->  Speed:0.00 km/hr 
00:00:12.345 ->  Battery :0.83 V
00:00:12.406 ->  Speed:0.00 km/hr 
00:00:12.495 ->  Battery :0.83 V
00:00:12.557 ->  Speed:0.00 km/hr 
00:00:12.647 ->  Battery :0.85 V
00:00:12.708 ->  Speed:0.00 km/hr 
00:00:12.797 ->  Battery :0.85 V
00:00:12.859 ->  Speed:0.00 km/hr 
00:00:12.949 ->  Battery :0.83 V
00:00:13.010 ->  Speed:0.00 km/hr 
00:00:13.100 ->  Battery :0.83 V
00:00:13.161 ->  Speed:0.00 km/hr 
00:00:13.251 ->  Battery :0.85 V
00:00:13.316 ->  Speed:0.00 km/hr 
00:00:13.402 ->  Battery :0.85 V
00:00:13.463 ->  Speed:0.00 km/hr 
00:00:13.553 ->  Battery :0.83 V
00:00:13.615 ->  Speed:0.00 km/hr 
00:00:13.704 ->  Battery :0.83 V
00:00:13.765 ->  Speed:0.00 km/hr 
00:00:13.854 ->  Battery :0.85 V
00:00:13.916 ->  Speed:0.00 km/hr 
00:00:14.006 ->  Battery :0.85 V
00:00:14.067 ->  Speed:0.00 km/hr 
00:00:14.156 ->  Battery :0.85 V
00:00:14.218 ->  Speed:0.00 km/hr 
00:00:14.308 ->  Battery :0.83 V
00:00:14.372 ->  Speed:0.00 km/hr 
00:00:14.458 ->  Battery :0.85 V
00:00:14.521 ->  Speed:0.00 km/hr 
00:00:14.610 ->  Battery :0.82 V
00:00:14.672 ->  Speed:0.00 km/hr 
00:00:14.760 ->  Battery :0.83 V
00:00:14.823 ->  Speed:0.00 km/hr 
00:00:14.912 ->  Battery :0.82 V
00:00:14.974 ->  Speed:0.00 km/hr 
00:00:15.063 ->  Battery :0.83 V
00:00:15.125 ->  Speed:0.00 km/hr 
00:00:15.214 ->  Battery :0.85 V
00:00:15.277 ->  Speed:0.00 km/hr 
00:00:15.365 ->  Battery :0.85 V
00:00:15.427 ->  Speed:0.00 km/hr 
00:00:15.516 ->  Battery :0.83 V
00:00:15.579 ->  Speed:0.00 km/hr 
00:00:15.667 ->  Battery :0.83 V
00:00:15.729 ->  Speed:0.00 km/hr 
00:00:15.817 ->  Battery :0.85 V
00:00:15.880 ->  Speed:0.00 km/hr 
00:00:15.970 ->  Battery :0.85 V
00:00:16.031 ->  Speed:0.00 km/hr 
00:00:16.120 ->  Battery :0.85 V
00:00:16.182 ->  Speed:0.00 km/hr 
00:00:16.272 ->  Battery :0.85 V
00:00:16.333 ->  Speed:0.00 km/hr 
00:00:16.422 ->  Battery :0.85 V
00:00:16.484 ->  Speed:0.00 km/hr 
00:00:16.574 ->  Battery :0.86 V
00:00:16.638 ->  Speed:0.00 km/hr 
00:00:16.724 ->  Battery :0.85 V
00:00:16.786 ->  Speed:0.00 km/hr 
00:00:16.876 ->  Battery :0.85 V
00:00:16.937 ->  Speed:0.00 km/hr 
00:00:17.027 ->  Battery :0.83 V
00:00:17.088 ->  Speed:0.00 km/hr 
00:00:17.178 ->  Battery :0.85 V
00:00:17.240 ->  Speed:0.00 km/hr 
00:00:17.329 ->  Battery :0.85 V
00:00:17.390 ->  Speed:0.00 km/hr 
00:00:17.480 ->  Battery :0.83 V
00:00:17.542 ->  Speed:0.00 km/hr 
00:00:17.631 ->  Battery :0.83 V
00:00:17.695 ->  Speed:0.00 km/hr 
00:00:17.781 ->  Battery :0.85 V
00:00:17.843 ->  Speed:0.00 km/hr 
00:00:17.933 ->  Battery :0.85 V
00:00:17.994 ->  Speed:0.00 km/hr 
00:00:18.083 ->  Battery :0.83 V
00:00:18.145 ->  Speed:0.00 km/hr 
00:00:18.235 ->  Battery :0.83 V
00:00:18.296 ->  Speed:0.00 km/hr 
00:00:18.385 ->  Battery :0.85 V
00:00:18.447 ->  Speed:0.00 km/hr 
00:00:18.537 ->  Battery :0.85 V
00:00:18.598 ->  Speed:0.00 km/hr 
00:00:18.688 ->  Battery :0.85 V
00:00:18.749 ->  Speed:0.00 km/hr 
00:00:18.839 ->  Battery :0.85 V
00:00:18.902 ->  Speed:0.00 km/hr 
00:00:18.990 ->  Battery :0.85 V
00:00:19.051 ->  Speed:0.00 km/hr 
00:00:19.141 ->  Battery :0.85 V
00:00:19.204 ->  Speed:0.00 km/hr 
00:00:19.292 ->  Battery :0.85 V
00:00:19.354 ->  Speed:0.00 km/hr 
00:00:19.443 ->  Battery :0.83 V
00:00:19.506 ->  Speed:0.00 km/hr 
00:00:19.595 ->  Battery :0.83 V
00:00:19.657 ->  Speed:0.00 km/hr 
00:00:19.745 ->  Battery :0.85 V
00:00:19.808 ->  Speed:0.00 km/hr 
00:00:19.897 ->  Battery :0.85 V
00:00:19.957 ->  Speed:0.00 km/hr 
00:00:20.047 ->  Battery :0.83 V
00:00:20.110 ->  Speed:0.00 km/hr 
00:00:20.199 ->  Battery :0.83 V
00:00:20.261 ->  Speed:0.00 km/hr 
00:00:20.349 ->  Battery :0.85 V
00:00:20.412 ->  Speed:0.00 km/hr 
00:00:20.501 ->  Battery :0.85 V
00:00:20.563 ->  Speed:0.00 km/hr 
00:00:20.652 ->  Battery :0.85 V
00:00:20.714 ->  Speed:0.00 km/hr 
00:00:20.803 ->  Battery :0.83 V
00:00:20.866 ->  Speed:0.00 km/hr 
00:00:20.954 ->  Battery :0.86 V
00:00:21.018 ->  Speed:0.00 km/hr 
00:00:21.105 ->  Battery :0.86 V
00:00:21.168 ->  Speed:0.00 km/hr 
