00:00:02.760 ->  SD OK
00:00:02.804 ->  BREAK STOP
00:00:03.056 ->  Controller Set
00:00:04.816 ->  START
00:00:04.850 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.893 ->  Battery :0.85 V
00:00:04.950 ->  Speed:0.00 km/hr 
00:00:04.983 ->  Battery :0.86 V
00:00:05.040 ->  Speed:0.00 km/hr 
00:00:05.074 ->  Battery :0.85 V
00:00:05.131 ->  Speed:0.00 km/hr 
00:00:05.166 ->  Battery :0.86 V
00:00:05.222 ->  Speed:0.00 km/hr 
00:00:05.257 ->  Battery :0.86 V
00:00:05.313 ->  Speed:0.00 km/hr 
00:00:05.349 ->  Battery :0.86 V
00:00:05.405 ->  Speed:0.00 km/hr 
00:00:05.440 ->  Battery :0.85 V
00:00:05.496 ->  Speed:0.00 km/hr 
00:00:05.531 ->  Battery :0.86 V
00:00:05.587 ->  Speed:0.00 km/hr 
00:00:05.622 ->  Battery :0.86 V
00:00:05.679 ->  Speed:0.00 km/hr 
00:00:05.713 ->  Battery :0.85 V
00:00:05.770 ->  Speed:0.00 km/hr 
00:00:05.805 ->  Battery :0.86 V
00:00:05.861 ->  Speed:0.00 km/hr 
00:00:05.896 ->  Battery :0.87 V
00:00:05.952 ->  Speed:0.00 km/hr 
00:00:05.987 ->  Battery :0.87 V
00:00:06.046 ->  Speed:0.00 km/hr 
00:00:06.079 ->  Battery :0.86 V
00:00:06.135 ->  Speed:0.00 km/hr 
00:00:06.169 ->  Battery :0.86 V
00:00:06.225 ->  Speed:0.00 km/hr 
00:00:06.260 ->  Battery :0.87 V
00:00:06.317 ->  Speed:0.00 km/hr 
00:00:06.351 ->  Battery :0.85 V
00:00:06.408 ->  Speed:0.00 km/hr 
00:00:06.443 ->  Battery :0.85 V
00:00:06.499 ->  Speed:0.00 km/hr 
00:00:06.534 ->  Battery :0.85 V
00:00:06.590 ->  Speed:0.00 km/hr 
00:00:06.653 ->  Battery :0.86 V
00:00:06.711 ->  Speed:0.00 km/hr 
00:00:06.805 ->  Battery :0.86 V
00:00:06.861 ->  Speed:0.00 km/hr 
00:00:06.956 ->  Battery :0.85 V
00:00:07.012 ->  Speed:0.00 km/hr 
