00:00:03.294 ->  SD OK~
00:00:03.379 ->  BREAK STOP~
00:00:03.641 ->  Controller Err~
00:00:04.905 ->  START~
00:00:04.966 ->  ERROR OCCUR  ~
00:00:05.026 ->  BREAK STOP  ~
00:00:05.090 ->  (122,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:05.151 ->  ERROR OCCUR  ~
00:00:05.212 ->  BREAK STOP  ~
00:00:05.274 ->  (110,122,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.336 ->  ERROR OCCUR  ~
00:00:05.396 ->  BREAK STOP  ~
00:00:05.456 ->  ERROR OCCUR  ~
00:00:05.517 ->  BREAK STOP  ~
00:00:05.580 ->  (111,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.644 ->  ERROR OCCUR  ~
00:00:05.704 ->  BREAK STOP  ~
00:00:05.767 ->  (109,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.828 ->  ERROR OCCUR  ~
00:00:05.890 ->  BREAK STOP  ~
00:00:05.952 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.013 ->  ERROR OCCUR  ~
00:00:06.074 ->  BREAK STOP  ~
00:00:06.135 ->  ERROR OCCUR  ~
00:00:06.196 ->  BREAK STOP  ~
00:00:06.258 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.320 ->  ERROR OCCUR  ~
00:00:06.383 ->  BREAK STOP  ~
00:00:06.446 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.507 ->  ERROR OCCUR  ~
00:00:06.567 ->  BREAK STOP  ~
00:00:06.631 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.692 ->  ERROR OCCUR  ~
00:00:06.753 ->  BREAK STOP  ~
00:00:06.815 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.877 ->  ERROR OCCUR  ~
00:00:06.937 ->  BREAK STOP  ~
00:00:06.999 ->  ERROR OCCUR  ~
00:00:07.059 ->  BREAK STOP  ~
00:00:07.122 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.187 ->  ERROR OCCUR  ~
00:00:07.247 ->  BREAK STOP  ~
00:00:07.308 ->  ERROR OCCUR  ~
00:00:07.369 ->  BREAK STOP  ~
00:00:07.431 ->  ERROR OCCUR  ~
00:00:07.491 ->  BREAK STOP  ~
00:00:07.554 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.615 ->  ERROR OCCUR  ~
00:00:07.675 ->  BREAK STOP  ~
00:00:07.738 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.799 ->  ERROR OCCUR  ~
00:00:07.860 ->  BREAK STOP  ~
00:00:07.923 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.987 ->  ERROR OCCUR  ~
00:00:08.047 ->  BREAK STOP  ~
00:00:08.111 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.172 ->  ERROR OCCUR  ~
00:00:08.232 ->  BREAK STOP  ~
00:00:08.294 ->  ERROR OCCUR  ~
00:00:08.354 ->  BREAK STOP  ~
00:00:08.416 ->  ERROR OCCUR  ~
00:00:08.476 ->  BREAK STOP  ~
00:00:08.537 ->  ERROR OCCUR  ~
00:00:08.598 ->  BREAK STOP  ~
00:00:08.660 ->  (110,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.722 ->  ERROR OCCUR  ~
00:00:08.785 ->  BREAK STOP  ~
00:00:08.848 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.909 ->  ERROR OCCUR  ~
00:00:08.970 ->  BREAK STOP  ~
