00:00:02.860 ->  SD OK~
00:00:02.944 ->  BREAK STOP~
00:00:03.206 ->  Controller Err~
00:00:04.469 ->  START~
00:00:04.530 ->  ERROR OCCUR  ~
00:00:04.589 ->  BREAK STOP  ~
00:00:04.652 ->  (122,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.712 ->  ERROR OCCUR  ~
00:00:04.771 ->  BREAK STOP  ~
00:00:04.834 ->  (109,122,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.894 ->  ERROR OCCUR  ~
00:00:04.954 ->  BREAK STOP  ~
00:00:05.016 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.076 ->  ERROR OCCUR  ~
00:00:05.139 ->  BREAK STOP  ~
00:00:05.199 ->  ERROR OCCUR  ~
00:00:05.259 ->  BREAK STOP  ~
00:00:05.321 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.382 ->  ERROR OCCUR  ~
00:00:05.441 ->  BREAK STOP  ~
00:00:05.459 ->  ERROR OCCUR  ~
00:00:05.518 ->  BREAK STOP  ~
00:00:05.580 ->  (111,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.641 ->  ERROR OCCUR  ~
00:00:05.701 ->  BREAK STOP  ~
00:00:05.762 ->  ERROR OCCUR  ~
00:00:05.821 ->  BREAK STOP  ~
00:00:05.884 ->  (113,111,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.946 ->  ERROR OCCUR  ~
00:00:06.006 ->  BREAK STOP  ~
00:00:06.069 ->  (112,113,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.129 ->  ERROR OCCUR  ~
00:00:06.189 ->  BREAK STOP  ~
00:00:06.251 ->  (110,112,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.312 ->  ERROR OCCUR  ~
00:00:06.371 ->  BREAK STOP  ~
00:00:06.433 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.494 ->  ERROR OCCUR  ~
00:00:06.554 ->  BREAK STOP  ~
00:00:06.615 ->  ERROR OCCUR  ~
00:00:06.677 ->  BREAK STOP  ~
00:00:06.740 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.800 ->  ERROR OCCUR  ~
00:00:06.859 ->  BREAK STOP  ~
00:00:06.920 ->  ERROR OCCUR  ~
00:00:06.980 ->  BREAK STOP  ~
00:00:07.042 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.102 ->  ERROR OCCUR  ~
00:00:07.163 ->  BREAK STOP  ~
00:00:07.224 ->  (109,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.285 ->  ERROR OCCUR  ~
00:00:07.345 ->  BREAK STOP  ~
00:00:07.407 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.470 ->  ERROR OCCUR  ~
00:00:07.530 ->  BREAK STOP  ~
00:00:07.592 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.653 ->  ERROR OCCUR  ~
00:00:07.712 ->  BREAK STOP  ~
00:00:07.775 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.835 ->  ERROR OCCUR  ~
00:00:07.895 ->  BREAK STOP  ~
00:00:07.956 ->  ERROR OCCUR  ~
00:00:08.016 ->  BREAK STOP  ~
00:00:08.078 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.138 ->  ERROR OCCUR  ~
00:00:08.201 ->  BREAK STOP  ~
00:00:08.261 ->  ERROR OCCUR  ~
00:00:08.321 ->  BREAK STOP  ~
00:00:08.381 ->  ERROR OCCUR  ~
00:00:08.442 ->  BREAK STOP  ~
00:00:08.502 ->  ERROR OCCUR  ~
00:00:08.561 ->  BREAK STOP  ~
00:00:08.622 ->  ERROR OCCUR  ~
00:00:08.682 ->  BREAK STOP  ~
00:00:08.744 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.804 ->  ERROR OCCUR  ~
00:00:08.864 ->  BREAK STOP  ~
00:00:08.927 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.987 ->  ERROR OCCUR  ~
00:00:09.050 ->  BREAK STOP  ~
00:00:09.110 ->  ERROR OCCUR  ~
00:00:09.170 ->  BREAK STOP  ~
00:00:09.232 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.292 ->  ERROR OCCUR  ~
00:00:09.352 ->  BREAK STOP  ~
00:00:09.414 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.475 ->  ERROR OCCUR  ~
00:00:09.535 ->  BREAK STOP  ~
00:00:09.596 ->  ERROR OCCUR  ~
00:00:09.655 ->  BREAK STOP  ~
00:00:09.717 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.778 ->  ERROR OCCUR  ~
00:00:09.840 ->  BREAK STOP  ~
00:00:09.901 ->  ERROR OCCUR  ~
00:00:09.960 ->  BREAK STOP  ~
00:00:10.021 ->  ERROR OCCUR  ~
00:00:10.081 ->  BREAK STOP  ~
00:00:10.140 ->  ERROR OCCUR  ~
00:00:10.201 ->  BREAK STOP  ~
00:00:10.262 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.324 ->  ERROR OCCUR  ~
00:00:10.383 ->  BREAK STOP  ~
00:00:10.444 ->  (108,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:10.505 ->  ERROR OCCUR  ~
00:00:10.564 ->  BREAK STOP  ~
00:00:10.627 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.690 ->  ERROR OCCUR  ~
00:00:10.750 ->  BREAK STOP  ~
00:00:10.811 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.872 ->  ERROR OCCUR  ~
00:00:10.932 ->  BREAK STOP  ~
00:00:10.993 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.054 ->  ERROR OCCUR  ~
00:00:11.114 ->  BREAK STOP  ~
00:00:11.175 ->  ERROR OCCUR  ~
00:00:11.234 ->  BREAK STOP  ~
00:00:11.295 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.357 ->  ERROR OCCUR  ~
00:00:11.419 ->  BREAK STOP  ~
00:00:11.481 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.541 ->  ERROR OCCUR  ~
00:00:11.602 ->  BREAK STOP  ~
00:00:11.662 ->  ERROR OCCUR  ~
00:00:11.721 ->  BREAK STOP  ~
00:00:11.784 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.844 ->  ERROR OCCUR  ~
00:00:11.904 ->  BREAK STOP  ~
00:00:11.966 ->  (108,106,94,94,0.00,100,0)	BREAK STOPPED ~
