00:00:02.764 ->  SD OK
00:00:02.813 ->  BREAK STOP
00:00:03.068 ->  Controller Set
00:00:04.831 ->  START
00:00:04.869 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.914 ->  Battery :0.85 V
00:00:04.973 ->  Speed:0.00 km/hr 
00:00:05.010 ->  Battery :0.85 V
00:00:05.068 ->  Speed:0.00 km/hr 
00:00:05.105 ->  Battery :0.85 V
00:00:05.164 ->  Speed:0.00 km/hr 
00:00:05.200 ->  Battery :0.86 V
00:00:05.259 ->  Speed:0.00 km/hr 
00:00:05.296 ->  Battery :0.85 V
00:00:05.354 ->  Speed:0.00 km/hr 
00:00:05.393 ->  Battery :0.85 V
00:00:05.452 ->  Speed:0.00 km/hr 
00:00:05.488 ->  Battery :0.85 V
00:00:05.548 ->  Speed:0.00 km/hr 
00:00:05.584 ->  Battery :0.85 V
00:00:05.644 ->  Speed:0.00 km/hr 
00:00:05.680 ->  Battery :0.85 V
00:00:05.739 ->  Speed:0.00 km/hr 
00:00:05.775 ->  Battery :0.83 V
00:00:05.834 ->  Speed:0.00 km/hr 
00:00:05.870 ->  Battery :0.87 V
00:00:05.929 ->  Speed:0.00 km/hr 
00:00:05.966 ->  Battery :0.86 V
00:00:06.026 ->  Speed:0.00 km/hr 
00:00:06.062 ->  Battery :0.86 V
00:00:06.123 ->  Speed:0.00 km/hr 
00:00:06.160 ->  Battery :0.86 V
00:00:06.219 ->  Speed:0.00 km/hr 
00:00:06.255 ->  Battery :0.87 V
00:00:06.315 ->  Speed:0.00 km/hr 
00:00:06.351 ->  Battery :0.85 V
00:00:06.410 ->  Speed:0.00 km/hr 
00:00:06.447 ->  Battery :0.86 V
00:00:06.505 ->  Speed:0.00 km/hr 
00:00:06.542 ->  Battery :0.85 V
00:00:06.601 ->  Speed:0.00 km/hr 
00:00:06.637 ->  Battery :0.86 V
00:00:06.696 ->  Speed:0.00 km/hr 
00:00:06.733 ->  Battery :0.85 V
00:00:06.792 ->  Speed:0.00 km/hr 
00:00:06.831 ->  Battery :0.86 V
00:00:06.890 ->  Speed:0.00 km/hr 
00:00:06.942 ->  Battery :0.80 V
00:00:07.001 ->  Speed:0.00 km/hr 
00:00:07.093 ->  Battery :0.85 V
00:00:07.151 ->  Speed:0.00 km/hr 
00:00:07.243 ->  Battery :0.86 V
00:00:07.302 ->  Speed:0.00 km/hr 
00:00:07.395 ->  Battery :0.86 V
00:00:07.453 ->  Speed:0.00 km/hr 
00:00:07.545 ->  Battery :0.85 V
00:00:07.604 ->  Speed:0.00 km/hr 
00:00:07.697 ->  Battery :0.85 V
00:00:07.755 ->  Speed:0.00 km/hr 
00:00:07.847 ->  Battery :0.85 V
00:00:07.906 ->  Speed:0.00 km/hr 
00:00:07.999 ->  Battery :0.86 V
00:00:08.057 ->  Speed:0.00 km/hr 
00:00:08.150 ->  Battery :0.83 V
00:00:08.208 ->  Speed:0.00 km/hr 
00:00:08.301 ->  Battery :0.85 V
00:00:08.359 ->  Speed:0.00 km/hr 
00:00:08.452 ->  Battery :0.85 V
00:00:08.510 ->  Speed:0.00 km/hr 
00:00:08.603 ->  Battery :0.83 V
00:00:08.663 ->  Speed:0.00 km/hr 
00:00:08.754 ->  Battery :0.86 V
00:00:08.813 ->  Speed:0.00 km/hr 
00:00:08.905 ->  Battery :0.86 V
00:00:08.967 ->  Speed:0.00 km/hr 
00:00:09.056 ->  Battery :0.85 V
00:00:09.115 ->  Speed:0.00 km/hr 
00:00:09.206 ->  Battery :0.86 V
00:00:09.266 ->  Speed:0.00 km/hr 
00:00:09.358 ->  Battery :0.86 V
00:00:09.417 ->  Speed:0.00 km/hr 
00:00:09.508 ->  Battery :0.85 V
00:00:09.568 ->  Speed:0.00 km/hr 
00:00:09.660 ->  Battery :0.86 V
00:00:09.719 ->  Speed:0.00 km/hr 
00:00:09.810 ->  Battery :0.86 V
00:00:09.870 ->  Speed:0.00 km/hr 
00:00:09.962 ->  Battery :0.85 V
00:00:10.021 ->  Speed:0.00 km/hr 
00:00:10.113 ->  Battery :0.86 V
00:00:10.172 ->  Speed:0.00 km/hr 
00:00:10.264 ->  Battery :0.86 V
00:00:10.323 ->  Speed:0.00 km/hr 
00:00:10.415 ->  Battery :0.85 V
00:00:10.474 ->  Speed:0.00 km/hr 
00:00:10.566 ->  Battery :0.86 V
00:00:10.626 ->  Speed:0.00 km/hr 
00:00:10.717 ->  Battery :0.83 V
00:00:10.776 ->  Speed:0.00 km/hr 
00:00:10.868 ->  Battery :0.86 V
00:00:10.928 ->  Speed:0.00 km/hr 
00:00:11.019 ->  Battery :0.86 V
00:00:11.078 ->  Speed:0.00 km/hr 
00:00:11.169 ->  Battery :0.85 V
00:00:11.229 ->  Speed:0.00 km/hr 
00:00:11.321 ->  Battery :0.86 V
00:00:11.380 ->  Speed:0.00 km/hr 
00:00:11.471 ->  Battery :0.85 V
00:00:11.531 ->  Speed:0.00 km/hr 
00:00:11.623 ->  Battery :0.86 V
00:00:11.682 ->  Speed:0.00 km/hr 
00:00:11.773 ->  Battery :0.87 V
00:00:11.833 ->  Speed:0.00 km/hr 
00:00:11.925 ->  Battery :0.85 V
00:00:11.984 ->  Speed:0.00 km/hr 
00:00:12.076 ->  Battery :0.86 V
00:00:12.135 ->  Speed:0.00 km/hr 
00:00:12.228 ->  Battery :0.86 V
00:00:12.289 ->  Speed:0.00 km/hr 
00:00:12.378 ->  Battery :0.85 V
00:00:12.437 ->  Speed:0.00 km/hr 
00:00:12.530 ->  Battery :0.86 V
00:00:12.589 ->  Speed:0.00 km/hr 
00:00:12.680 ->  Battery :0.86 V
00:00:12.739 ->  Speed:0.00 km/hr 
00:00:12.832 ->  Battery :0.85 V
00:00:12.891 ->  Speed:0.00 km/hr 
00:00:12.983 ->  Battery :0.86 V
00:00:13.041 ->  Speed:0.00 km/hr 
00:00:13.133 ->  Battery :0.86 V
00:00:13.192 ->  Speed:0.00 km/hr 
00:00:13.285 ->  Battery :0.85 V
00:00:13.346 ->  Speed:0.00 km/hr 
00:00:13.435 ->  Battery :0.86 V
00:00:13.494 ->  Speed:0.00 km/hr 
00:00:13.587 ->  Battery :0.86 V
00:00:13.645 ->  Speed:0.00 km/hr 
00:00:13.737 ->  Battery :0.85 V
00:00:13.796 ->  Speed:0.00 km/hr 
00:00:13.889 ->  Battery :0.86 V
00:00:13.948 ->  Speed:0.00 km/hr 
00:00:14.040 ->  Battery :0.85 V
00:00:14.099 ->  Speed:0.00 km/hr 
00:00:14.191 ->  Battery :0.87 V
00:00:14.251 ->  Speed:0.00 km/hr 
00:00:14.342 ->  Battery :0.86 V
00:00:14.401 ->  Speed:0.00 km/hr 
00:00:14.493 ->  Battery :0.86 V
00:00:14.553 ->  Speed:0.00 km/hr 
00:00:14.644 ->  Battery :0.86 V
00:00:14.703 ->  Speed:0.00 km/hr 
00:00:14.795 ->  Battery :0.86 V
00:00:14.855 ->  Speed:0.00 km/hr 
00:00:14.946 ->  Battery :0.86 V
00:00:15.005 ->  Speed:0.00 km/hr 
00:00:15.096 ->  Battery :0.86 V
00:00:15.156 ->  Speed:0.00 km/hr 
00:00:15.248 ->  Battery :0.85 V
00:00:15.307 ->  Speed:0.00 km/hr 
00:00:15.398 ->  Battery :0.85 V
00:00:15.458 ->  Speed:0.00 km/hr 
00:00:15.550 ->  Battery :0.86 V
00:00:15.612 ->  Speed:0.00 km/hr 
00:00:15.700 ->  Battery :0.85 V
00:00:15.760 ->  Speed:0.00 km/hr 
00:00:15.852 ->  Battery :0.86 V
00:00:15.911 ->  Speed:0.00 km/hr 
00:00:16.003 ->  Battery :0.86 V
00:00:16.062 ->  Speed:0.00 km/hr 
00:00:16.154 ->  Battery :0.86 V
00:00:16.214 ->  Speed:0.00 km/hr 
00:00:16.305 ->  Battery :0.85 V
00:00:16.364 ->  Speed:0.00 km/hr 
00:00:16.456 ->  Battery :0.86 V
00:00:16.516 ->  Speed:0.00 km/hr 
00:00:16.607 ->  Battery :0.87 V
