00:00:02.833 ->  SD OK~
00:00:02.911 ->  BREAK STOP~
00:00:03.167 ->  Controller Err~
00:00:04.425 ->  START~
00:00:04.480 ->  ERROR OCCUR  ~
00:00:04.534 ->  BREAK STOP  ~
00:00:04.591 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.646 ->  ERROR OCCUR  ~
00:00:04.701 ->  BREAK STOP  ~
00:00:04.757 ->  (111,123,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:04.811 ->  ERROR OCCUR  ~
00:00:04.866 ->  BREAK STOP  ~
00:00:04.921 ->  ERROR OCCUR  ~
00:00:04.975 ->  BREAK STOP  ~
00:00:05.032 ->  (109,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.090 ->  ERROR OCCUR  ~
00:00:05.144 ->  BREAK STOP  ~
00:00:05.201 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.257 ->  ERROR OCCUR  ~
00:00:05.311 ->  BREAK STOP  ~
00:00:05.365 ->  ERROR OCCUR  ~
00:00:05.421 ->  BREAK STOP  ~
00:00:05.475 ->  ERROR OCCUR  ~
00:00:05.530 ->  BREAK STOP  ~
00:00:05.586 ->  (110,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.642 ->  ERROR OCCUR  ~
00:00:05.696 ->  BREAK STOP  ~
00:00:05.753 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.811 ->  ERROR OCCUR  ~
00:00:05.865 ->  BREAK STOP  ~
00:00:05.920 ->  ERROR OCCUR  ~
00:00:05.975 ->  BREAK STOP  ~
00:00:06.032 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.087 ->  ERROR OCCUR  ~
00:00:06.141 ->  BREAK STOP  ~
00:00:06.198 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.253 ->  ERROR OCCUR  ~
00:00:06.307 ->  BREAK STOP  ~
00:00:06.365 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.420 ->  ERROR OCCUR  ~
00:00:06.476 ->  BREAK STOP  ~
00:00:06.534 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.589 ->  ERROR OCCUR  ~
00:00:06.643 ->  BREAK STOP  ~
00:00:06.699 ->  ERROR OCCUR  ~
00:00:06.753 ->  BREAK STOP  ~
00:00:06.809 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.864 ->  ERROR OCCUR  ~
00:00:06.919 ->  BREAK STOP  ~
00:00:06.974 ->  ERROR OCCUR  ~
00:00:07.028 ->  BREAK STOP  ~
00:00:07.086 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.141 ->  ERROR OCCUR  ~
00:00:07.197 ->  BREAK STOP  ~
00:00:07.255 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.310 ->  ERROR OCCUR  ~
00:00:07.364 ->  BREAK STOP  ~
00:00:07.419 ->  ERROR OCCUR  ~
00:00:07.474 ->  BREAK STOP  ~
00:00:07.530 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.585 ->  ERROR OCCUR  ~
00:00:07.641 ->  BREAK STOP  ~
00:00:07.697 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.752 ->  ERROR OCCUR  ~
00:00:07.806 ->  BREAK STOP  ~
00:00:07.862 ->  ERROR OCCUR  ~
00:00:07.919 ->  BREAK STOP  ~
00:00:07.975 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
