00:00:02.714 ->  SD OK
00:00:02.745 ->  BREAK STOP
00:00:02.989 ->  Controller Set
00:00:04.740 ->  START
00:00:04.766 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.801 ->  Battery :0.79 V
00:00:04.849 ->  Speed:0.00 km/hr 
00:00:04.892 ->  Battery :0.79 V
00:00:04.940 ->  Speed:0.00 km/hr 
00:00:04.983 ->  Battery :0.79 V
00:00:05.031 ->  Speed:0.00 km/hr 
00:00:05.074 ->  Battery :0.79 V
00:00:05.123 ->  Speed:0.00 km/hr 
00:00:05.166 ->  Battery :0.79 V
00:00:05.214 ->  Speed:0.00 km/hr 
00:00:05.257 ->  Battery :0.79 V
00:00:05.305 ->  Speed:0.00 km/hr 
00:00:05.348 ->  Battery :0.79 V
00:00:05.396 ->  Speed:0.00 km/hr 
00:00:05.439 ->  Battery :0.83 V
00:00:05.487 ->  Speed:0.00 km/hr 
00:00:05.530 ->  Battery :0.79 V
00:00:05.578 ->  Speed:0.00 km/hr 
00:00:05.621 ->  Battery :0.79 V
00:00:05.669 ->  Speed:0.00 km/hr 
00:00:05.712 ->  Battery :0.79 V
00:00:05.761 ->  Speed:0.00 km/hr 
00:00:05.804 ->  Battery :0.80 V
00:00:05.852 ->  Speed:0.00 km/hr 
00:00:05.895 ->  Battery :0.80 V
00:00:05.945 ->  Speed:0.00 km/hr 
00:00:05.986 ->  Battery :0.79 V
00:00:06.034 ->  Speed:0.00 km/hr 
00:00:06.076 ->  Battery :0.83 V
00:00:06.124 ->  Speed:0.00 km/hr 
00:00:06.167 ->  Battery :0.79 V
00:00:06.215 ->  Speed:0.00 km/hr 
00:00:06.258 ->  Battery :0.80 V
00:00:06.306 ->  Speed:0.00 km/hr 
00:00:06.349 ->  Battery :0.83 V
00:00:06.397 ->  Speed:0.00 km/hr 
00:00:06.440 ->  Battery :0.79 V
00:00:06.489 ->  Speed:0.00 km/hr 
00:00:06.532 ->  Battery :0.79 V
00:00:06.580 ->  Speed:0.00 km/hr 
00:00:06.636 ->  Battery :0.79 V
00:00:06.684 ->  Speed:0.00 km/hr 
00:00:06.787 ->  Battery :0.77 V
00:00:06.836 ->  Speed:0.00 km/hr 
00:00:06.938 ->  Battery :0.77 V
00:00:06.986 ->  Speed:0.00 km/hr 
00:00:07.089 ->  Battery :0.79 V
00:00:07.137 ->  Speed:0.00 km/hr 
00:00:07.240 ->  Battery :0.79 V
00:00:07.288 ->  Speed:0.00 km/hr 
00:00:07.391 ->  Battery :0.79 V
00:00:07.439 ->  Speed:0.00 km/hr 
00:00:07.542 ->  Battery :0.79 V
00:00:07.590 ->  Speed:0.00 km/hr 
00:00:07.693 ->  Battery :0.79 V
00:00:07.741 ->  Speed:0.00 km/hr 
00:00:07.845 ->  Battery :0.79 V
00:00:07.894 ->  Speed:0.00 km/hr 
00:00:07.996 ->  Battery :0.79 V
00:00:08.043 ->  Speed:0.00 km/hr 
00:00:08.146 ->  Battery :0.79 V
00:00:08.195 ->  Speed:0.00 km/hr 
00:00:08.299 ->  Battery :0.80 V
00:00:08.347 ->  Speed:0.00 km/hr 
00:00:08.450 ->  Battery :0.79 V
00:00:08.498 ->  Speed:0.00 km/hr 
00:00:08.601 ->  Battery :0.79 V
00:00:08.649 ->  Speed:0.00 km/hr 
00:00:08.752 ->  Battery :0.79 V
00:00:08.802 ->  Speed:0.00 km/hr 
00:00:08.903 ->  Battery :0.79 V
00:00:08.951 ->  Speed:0.00 km/hr 
00:00:09.054 ->  Battery :0.79 V
00:00:09.102 ->  Speed:0.00 km/hr 
00:00:09.205 ->  Battery :0.77 V
00:00:09.253 ->  Speed:0.00 km/hr 
00:00:09.356 ->  Battery :0.79 V
00:00:09.404 ->  Speed:0.00 km/hr 
00:00:09.507 ->  Battery :0.79 V
00:00:09.555 ->  Speed:0.00 km/hr 
00:00:09.658 ->  Battery :0.79 V
00:00:09.706 ->  Speed:0.00 km/hr 
00:00:09.809 ->  Battery :0.80 V
00:00:09.858 ->  Speed:0.00 km/hr 
00:00:09.960 ->  Battery :0.79 V
00:00:10.008 ->  Speed:0.00 km/hr 
00:00:10.110 ->  Battery :0.79 V
00:00:10.159 ->  Speed:0.00 km/hr 
00:00:10.262 ->  Battery :0.79 V
00:00:10.310 ->  Speed:0.00 km/hr 
00:00:10.413 ->  Battery :0.79 V
00:00:10.461 ->  Speed:0.00 km/hr 
00:00:10.564 ->  Battery :0.79 V
00:00:10.612 ->  Speed:0.00 km/hr 
00:00:10.715 ->  Battery :0.79 V
00:00:10.763 ->  Speed:0.00 km/hr 
00:00:10.866 ->  Battery :0.79 V
00:00:10.914 ->  Speed:0.00 km/hr 
00:00:11.017 ->  Battery :0.79 V
00:00:11.065 ->  Speed:0.00 km/hr 
00:00:11.168 ->  Battery :0.79 V
00:00:11.216 ->  Speed:0.00 km/hr 
00:00:11.319 ->  Battery :0.77 V
00:00:11.367 ->  Speed:0.00 km/hr 
00:00:11.470 ->  Battery :0.79 V
00:00:11.518 ->  Speed:0.00 km/hr 
00:00:11.621 ->  Battery :0.80 V
00:00:11.669 ->  Speed:0.00 km/hr 
00:00:11.772 ->  Battery :0.80 V
00:00:11.821 ->  Speed:0.00 km/hr 
00:00:11.923 ->  Battery :0.80 V
00:00:11.971 ->  Speed:0.00 km/hr 
00:00:12.075 ->  Battery :0.79 V
00:00:12.125 ->  Speed:0.00 km/hr 
00:00:12.226 ->  Battery :0.79 V
00:00:12.273 ->  Speed:0.00 km/hr 
00:00:12.377 ->  Battery :0.79 V
00:00:12.424 ->  Speed:0.00 km/hr 
00:00:12.528 ->  Battery :0.79 V
00:00:12.575 ->  Speed:0.00 km/hr 
00:00:12.679 ->  Battery :0.79 V
00:00:12.726 ->  Speed:0.00 km/hr 
00:00:12.830 ->  Battery :0.79 V
00:00:12.877 ->  Speed:0.00 km/hr 
00:00:12.981 ->  Battery :0.79 V
00:00:13.029 ->  Speed:0.00 km/hr 
00:00:13.132 ->  Battery :0.79 V
00:00:13.182 ->  Speed:0.00 km/hr 
00:00:13.283 ->  Battery :0.79 V
00:00:13.331 ->  Speed:0.00 km/hr 
00:00:13.434 ->  Battery :0.79 V
00:00:13.483 ->  Speed:0.00 km/hr 
00:00:13.585 ->  Battery :0.80 V
00:00:13.633 ->  Speed:0.00 km/hr 
00:00:13.736 ->  Battery :0.80 V
00:00:13.785 ->  Speed:0.00 km/hr 
00:00:13.887 ->  Battery :0.80 V
