00:00:02.712 ->  SD OK
00:00:02.740 ->  BREAK STOP
00:00:02.981 ->  Controller Set
00:00:04.730 ->  START
00:00:04.754 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.786 ->  Battery :12.17 V
00:00:04.829 ->  Speed:0.00 km/hr 
00:00:04.885 ->  Battery :12.12 V
00:00:04.928 ->  Speed:0.00 km/hr 
00:00:04.986 ->  Battery :12.17 V
00:00:05.029 ->  Speed:0.00 km/hr 
00:00:05.088 ->  Battery :12.15 V
00:00:05.132 ->  Speed:0.00 km/hr 
00:00:05.188 ->  Battery :12.15 V
00:00:05.232 ->  Speed:0.00 km/hr 
00:00:05.289 ->  Battery :12.15 V
00:00:05.332 ->  Speed:0.00 km/hr 
00:00:05.390 ->  Battery :12.15 V
00:00:05.434 ->  Speed:0.00 km/hr 
00:00:05.491 ->  Battery :12.15 V
00:00:05.534 ->  Speed:0.00 km/hr 
00:00:05.593 ->  Battery :12.12 V
00:00:05.636 ->  Speed:0.00 km/hr 
00:00:05.693 ->  Battery :12.11 V
00:00:05.736 ->  Speed:0.00 km/hr 
00:00:05.794 ->  Battery :12.15 V
00:00:05.837 ->  Speed:0.00 km/hr 
00:00:05.896 ->  Battery :12.15 V
00:00:05.940 ->  Speed:0.00 km/hr 
00:00:05.996 ->  Battery :12.15 V
00:00:06.042 ->  Speed:0.00 km/hr 
00:00:06.097 ->  Battery :12.15 V
00:00:06.140 ->  Speed:0.00 km/hr 
00:00:06.198 ->  Battery :12.15 V
00:00:06.242 ->  Speed:0.00 km/hr 
00:00:06.299 ->  Battery :12.15 V
00:00:06.343 ->  Speed:0.00 km/hr 
00:00:06.401 ->  Battery :12.15 V
00:00:06.445 ->  Speed:0.00 km/hr 
00:00:06.501 ->  Battery :12.15 V
00:00:06.545 ->  Speed:0.00 km/hr 
00:00:06.602 ->  Battery :12.15 V
00:00:06.646 ->  Speed:0.00 km/hr 
00:00:06.704 ->  Battery :12.17 V
00:00:06.750 ->  Speed:0.00 km/hr 
00:00:06.804 ->  Battery :12.17 V
00:00:06.847 ->  Speed:0.00 km/hr 
00:00:06.905 ->  Battery :12.17 V
00:00:06.948 ->  Speed:0.00 km/hr 
00:00:07.007 ->  Battery :12.15 V
00:00:07.051 ->  Speed:0.00 km/hr 
00:00:07.107 ->  Battery :12.14 V
00:00:07.150 ->  Speed:0.00 km/hr 
00:00:07.208 ->  Battery :12.11 V
00:00:07.252 ->  Speed:0.00 km/hr 
00:00:07.397 ->  (94,93,94,93,0.00,100,0)	BREAK STOPPED 93　94　
00:00:07.430 ->  Battery :12.15 V
00:00:07.473 ->  Speed:0.00 km/hr 
00:00:07.681 ->  (96,94,96,94,0.00,100,0)	FORWARD     94　95　96　
00:00:07.703 ->  Battery :12.14 V
00:00:07.747 ->  Speed:0.00 km/hr 
00:00:08.012 ->  (100,96,99,96,0.00,100,0)	FORWARD     96　97　98　99　
00:00:08.035 ->  Battery :12.15 V
00:00:08.078 ->  Speed:0.00 km/hr 
00:00:08.162 ->  Battery :12.17 V
00:00:08.205 ->  Speed:0.00 km/hr 
00:00:08.289 ->  Battery :12.15 V
00:00:08.332 ->  Speed:0.00 km/hr 
00:00:08.415 ->  Battery :12.15 V
00:00:08.459 ->  Speed:0.00 km/hr 
00:00:08.545 ->  Battery :12.15 V
00:00:08.588 ->  Speed:0.00 km/hr 
00:00:08.672 ->  Battery :12.18 V
00:00:08.715 ->  Speed:0.00 km/hr 
00:00:08.798 ->  Battery :12.15 V
00:00:08.842 ->  Speed:0.00 km/hr 
00:00:08.925 ->  Battery :11.95 V
00:00:08.969 ->  Speed:0.03 km/hr 
00:00:09.052 ->  Battery :12.15 V
00:00:09.096 ->  Speed:0.03 km/hr 
00:00:09.179 ->  Battery :12.05 V
00:00:09.223 ->  Speed:0.01 km/hr 
00:00:09.306 ->  Battery :12.08 V
00:00:09.350 ->  Speed:0.01 km/hr 
00:00:09.436 ->  Battery :12.00 V
00:00:09.479 ->  Speed:0.01 km/hr 
00:00:09.563 ->  Battery :12.17 V
00:00:09.606 ->  Speed:0.01 km/hr 
00:00:09.690 ->  Battery :12.06 V
00:00:09.733 ->  Speed:0.02 km/hr 
00:00:09.817 ->  Battery :12.08 V
00:00:09.860 ->  Speed:0.02 km/hr 
00:00:09.944 ->  Battery :12.03 V
00:00:09.987 ->  Speed:0.02 km/hr 
00:00:10.071 ->  Battery :11.97 V
00:00:10.114 ->  Speed:0.02 km/hr 
00:00:10.320 ->  (101,100,101,99,0.02,100,0)	FORWARD     99　100　101　
00:00:10.343 ->  Battery :12.09 V
00:00:10.385 ->  Speed:0.02 km/hr 
00:00:10.593 ->  (103,101,103,101,0.02,100,0)	FORWARD     101　102　103　
00:00:10.615 ->  Battery :12.09 V
00:00:10.658 ->  Speed:0.02 km/hr 
00:00:10.745 ->  (104,103,103,103,0.02,100,0)	FORWARD     103　
00:00:10.768 ->  Battery :12.08 V
00:00:10.811 ->  Speed:0.03 km/hr 
00:00:10.896 ->  Battery :12.09 V
00:00:10.939 ->  Speed:0.02 km/hr 
00:00:11.023 ->  Battery :12.05 V
00:00:11.067 ->  Speed:0.02 km/hr 
