00:00:02.690 ->  SD OK
00:00:02.714 ->  BREAK STOP
00:00:02.952 ->  Controller Err
00:00:04.198 ->  START
00:00:04.216 ->  ERROR OCCUR  
00:00:04.235 ->  BREAK STOP  
00:00:04.255 ->  (144,92,94,92,0.00,100,0)	BREAK STOPPED 
00:00:04.299 ->  ERROR OCCUR  
00:00:04.318 ->  BREAK STOP  
00:00:04.338 ->  (145,144,94,94,0.00,100,0)	BREAK STOPPED 
00:00:04.381 ->  ERROR OCCUR  
00:00:04.400 ->  BREAK STOP  
00:00:04.435 ->  ERROR OCCUR  
00:00:04.454 ->  BREAK STOP  
00:00:04.490 ->  ERROR OCCUR  
00:00:04.511 ->  BREAK STOP  
00:00:04.532 ->  (144,145,94,94,0.00,100,0)	BREAK STOPPED 
00:00:04.576 ->  ERROR OCCUR  
00:00:04.594 ->  BREAK STOP  
00:00:04.615 ->  (145,144,94,94,0.00,100,0)	BREAK STOPPED 
00:00:04.658 ->  ERROR OCCUR  
00:00:04.676 ->  BREAK STOP  
00:00:04.696 ->  Battery :12.24 V
00:00:04.736 ->  ERROR OCCUR  
00:00:04.754 ->  BREAK STOP  
00:00:04.790 ->  ERROR OCCUR  
00:00:04.808 ->  BREAK STOP  
00:00:04.830 ->  (144,145,94,94,0.00,100,0)	BREAK STOPPED 
00:00:04.873 ->  ERROR OCCUR  
00:00:04.894 ->  BREAK STOP  
00:00:04.930 ->  ERROR OCCUR  
00:00:04.948 ->  BREAK STOP  
00:00:04.968 ->  Battery :12.22 V
00:00:05.008 ->  ERROR OCCUR  
00:00:05.026 ->  BREAK STOP  
00:00:05.047 ->  (145,144,94,94,0.00,100,0)	BREAK STOPPED 
00:00:05.091 ->  ERROR OCCUR  
00:00:05.109 ->  BREAK STOP  
00:00:05.145 ->  ERROR OCCUR  
00:00:05.164 ->  BREAK STOP  
00:00:05.183 ->  Battery :12.25 V
00:00:05.223 ->  ERROR OCCUR  
00:00:05.241 ->  BREAK STOP  
00:00:05.277 ->  ERROR OCCUR  
00:00:05.299 ->  BREAK STOP  
00:00:05.335 ->  ERROR OCCUR  
00:00:05.354 ->  BREAK STOP  
00:00:05.390 ->  ERROR OCCUR  
00:00:05.408 ->  BREAK STOP  
00:00:05.427 ->  Battery :12.25 V
