00:00:02.775 ->  SD OK
00:00:02.828 ->  BREAK STOP
00:00:03.085 ->  Controller Set
00:00:04.850 ->  START
00:00:04.891 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.939 ->  Battery :0.83 V
00:00:05.001 ->  Speed:0.00 km/hr 
00:00:05.040 ->  Battery :0.83 V
00:00:05.102 ->  Speed:0.00 km/hr 
00:00:05.141 ->  Battery :0.83 V
00:00:05.202 ->  Speed:0.00 km/hr 
00:00:05.241 ->  Battery :0.83 V
00:00:05.304 ->  Speed:0.00 km/hr 
00:00:05.342 ->  Battery :0.83 V
00:00:05.404 ->  Speed:0.00 km/hr 
00:00:05.446 ->  Battery :0.83 V
00:00:05.508 ->  Speed:0.00 km/hr 
00:00:05.547 ->  Battery :0.83 V
00:00:05.609 ->  Speed:0.00 km/hr 
00:00:05.648 ->  Battery :0.82 V
00:00:05.710 ->  Speed:0.00 km/hr 
00:00:05.749 ->  Battery :0.82 V
00:00:05.811 ->  Speed:0.00 km/hr 
00:00:05.850 ->  Battery :0.73 V
00:00:05.912 ->  Speed:0.00 km/hr 
00:00:05.951 ->  Battery :0.86 V
00:00:06.012 ->  Speed:0.00 km/hr 
00:00:06.052 ->  Battery :0.87 V
00:00:06.114 ->  Speed:0.00 km/hr 
00:00:06.153 ->  Battery :0.85 V
00:00:06.218 ->  Speed:0.00 km/hr 
00:00:06.257 ->  Battery :0.82 V
00:00:06.319 ->  Speed:0.00 km/hr 
00:00:06.359 ->  Battery :0.83 V
00:00:06.420 ->  Speed:0.00 km/hr 
00:00:06.460 ->  Battery :0.83 V
00:00:06.521 ->  Speed:0.00 km/hr 
00:00:06.560 ->  Battery :0.86 V
00:00:06.623 ->  Speed:0.00 km/hr 
00:00:06.662 ->  Battery :0.79 V
00:00:06.724 ->  Speed:0.00 km/hr 
00:00:06.763 ->  Battery :0.83 V
00:00:06.824 ->  Speed:0.00 km/hr 
00:00:06.863 ->  Battery :0.83 V
00:00:06.926 ->  Speed:0.00 km/hr 
00:00:06.967 ->  Battery :0.85 V
00:00:07.029 ->  Speed:0.00 km/hr 
00:00:07.068 ->  Battery :0.90 V
00:00:07.131 ->  Speed:0.00 km/hr 
00:00:07.170 ->  Battery :0.85 V
00:00:07.231 ->  Speed:0.00 km/hr 
00:00:07.271 ->  Battery :0.87 V
00:00:07.332 ->  Speed:0.00 km/hr 
00:00:07.422 ->  Battery :0.85 V
00:00:07.485 ->  Speed:0.00 km/hr 
00:00:07.573 ->  Battery :0.82 V
00:00:07.635 ->  Speed:0.00 km/hr 
00:00:07.724 ->  Battery :0.85 V
00:00:07.786 ->  Speed:0.00 km/hr 
00:00:07.875 ->  Battery :0.85 V
00:00:07.938 ->  Speed:0.00 km/hr 
00:00:08.026 ->  Battery :0.83 V
00:00:08.088 ->  Speed:0.00 km/hr 
00:00:08.177 ->  Battery :0.85 V
00:00:08.240 ->  Speed:0.00 km/hr 
00:00:08.328 ->  Battery :0.83 V
00:00:08.390 ->  Speed:0.00 km/hr 
00:00:08.480 ->  Battery :0.83 V
00:00:08.542 ->  Speed:0.00 km/hr 
00:00:08.631 ->  Battery :0.83 V
00:00:08.692 ->  Speed:0.00 km/hr 
00:00:08.782 ->  Battery :0.83 V
00:00:08.844 ->  Speed:0.00 km/hr 
00:00:08.932 ->  Battery :0.83 V
00:00:08.997 ->  Speed:0.00 km/hr 
00:00:09.084 ->  Battery :0.83 V
