00:00:02.717 ->  SD OK
00:00:02.755 ->  BREAK STOP
00:00:03.002 ->  Controller Set
00:00:04.756 ->  START
00:00:04.786 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.824 ->  Battery :12.28 V
00:00:04.873 ->  Speed:0.00 km/hr 
00:00:04.915 ->  Battery :12.37 V
00:00:04.964 ->  Speed:0.00 km/hr 
00:00:05.006 ->  Battery :12.37 V
00:00:05.055 ->  Speed:0.00 km/hr 
00:00:05.096 ->  Battery :12.37 V
00:00:05.145 ->  Speed:0.00 km/hr 
00:00:05.187 ->  Battery :12.37 V
00:00:05.236 ->  Speed:0.00 km/hr 
00:00:05.278 ->  Battery :12.37 V
00:00:05.327 ->  Speed:0.00 km/hr 
00:00:05.369 ->  Battery :12.37 V
00:00:05.419 ->  Speed:0.00 km/hr 
00:00:05.460 ->  Battery :12.31 V
00:00:05.510 ->  Speed:0.00 km/hr 
00:00:05.552 ->  Battery :12.37 V
00:00:05.601 ->  Speed:0.00 km/hr 
00:00:05.643 ->  Battery :12.41 V
00:00:05.692 ->  Speed:0.00 km/hr 
00:00:05.734 ->  Battery :12.33 V
00:00:05.783 ->  Speed:0.00 km/hr 
00:00:05.824 ->  Battery :12.37 V
00:00:05.873 ->  Speed:0.00 km/hr 
00:00:05.915 ->  Battery :12.40 V
00:00:05.967 ->  Speed:0.00 km/hr 
00:00:06.006 ->  Battery :12.31 V
00:00:06.055 ->  Speed:0.00 km/hr 
00:00:06.125 ->  Battery :12.39 V
00:00:06.174 ->  Speed:0.00 km/hr 
00:00:06.276 ->  Battery :12.33 V
00:00:06.325 ->  Speed:0.00 km/hr 
00:00:06.427 ->  Battery :12.33 V
00:00:06.476 ->  Speed:0.00 km/hr 
00:00:06.578 ->  Battery :12.33 V
00:00:06.627 ->  Speed:0.00 km/hr 
00:00:06.729 ->  Battery :12.33 V
00:00:06.778 ->  Speed:0.00 km/hr 
00:00:06.880 ->  Battery :12.33 V
00:00:06.932 ->  Speed:0.00 km/hr 
00:00:07.031 ->  Battery :12.33 V
00:00:07.080 ->  Speed:0.00 km/hr 
00:00:07.182 ->  Battery :12.31 V
00:00:07.231 ->  Speed:0.00 km/hr 
00:00:07.333 ->  Battery :12.34 V
00:00:07.383 ->  Speed:0.00 km/hr 
00:00:07.484 ->  Battery :12.31 V
00:00:07.534 ->  Speed:0.00 km/hr 
00:00:07.635 ->  Battery :12.31 V
00:00:07.686 ->  Speed:0.00 km/hr 
00:00:07.786 ->  Battery :12.31 V
00:00:07.836 ->  Speed:0.00 km/hr 
00:00:07.938 ->  Battery :12.31 V
00:00:07.990 ->  Speed:0.00 km/hr 
00:00:08.089 ->  Battery :12.33 V
00:00:08.138 ->  Speed:0.00 km/hr 
00:00:08.240 ->  Battery :12.33 V
00:00:08.289 ->  Speed:0.00 km/hr 
00:00:08.391 ->  Battery :12.33 V
00:00:08.440 ->  Speed:0.00 km/hr 
00:00:08.542 ->  Battery :12.33 V
00:00:08.591 ->  Speed:0.00 km/hr 
00:00:08.693 ->  Battery :12.33 V
00:00:08.742 ->  Speed:0.00 km/hr 
00:00:08.844 ->  Battery :12.33 V
00:00:08.893 ->  Speed:0.00 km/hr 
00:00:08.995 ->  Battery :12.33 V
00:00:09.044 ->  Speed:0.00 km/hr 
00:00:09.146 ->  Battery :12.33 V
00:00:09.195 ->  Speed:0.00 km/hr 
00:00:09.297 ->  Battery :12.33 V
00:00:09.347 ->  Speed:0.00 km/hr 
00:00:09.448 ->  Battery :12.33 V
00:00:09.497 ->  Speed:0.00 km/hr 
00:00:09.600 ->  Battery :12.33 V
00:00:09.649 ->  Speed:0.00 km/hr 
00:00:09.750 ->  Battery :12.28 V
00:00:09.799 ->  Speed:0.00 km/hr 
00:00:09.902 ->  Battery :12.31 V
00:00:09.951 ->  Speed:0.00 km/hr 
00:00:10.052 ->  Battery :12.31 V
00:00:10.101 ->  Speed:0.00 km/hr 
00:00:10.203 ->  Battery :12.33 V
00:00:10.252 ->  Speed:0.00 km/hr 
00:00:10.354 ->  Battery :12.33 V
00:00:10.403 ->  Speed:0.00 km/hr 
00:00:10.505 ->  Battery :12.33 V
00:00:10.554 ->  Speed:0.00 km/hr 
