00:00:02.697 ->  SD OK
00:00:02.724 ->  BREAK STOP
00:00:02.965 ->  Controller Set
00:00:04.714 ->  START
00:00:04.738 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.769 ->  Battery :12.15 V
00:00:04.807 ->  0.00 km/hr 
00:00:04.871 ->  Battery :12.15 V
00:00:04.909 ->  0.00 km/hr 
00:00:04.971 ->  Battery :12.14 V
00:00:05.009 ->  0.00 km/hr 
00:00:05.072 ->  Battery :12.14 V
00:00:05.110 ->  0.00 km/hr 
00:00:05.174 ->  Battery :12.12 V
00:00:05.212 ->  0.00 km/hr 
00:00:05.275 ->  Battery :12.12 V
00:00:05.316 ->  0.00 km/hr 
00:00:05.377 ->  Battery :12.14 V
00:00:05.414 ->  0.00 km/hr 
00:00:05.477 ->  Battery :12.15 V
00:00:05.515 ->  0.00 km/hr 
00:00:05.578 ->  Battery :12.09 V
00:00:05.616 ->  0.00 km/hr 
00:00:05.680 ->  Battery :12.15 V
00:00:05.718 ->  0.00 km/hr 
00:00:05.780 ->  Battery :12.11 V
00:00:05.818 ->  0.00 km/hr 
00:00:05.881 ->  Battery :12.18 V
00:00:05.919 ->  0.00 km/hr 
00:00:05.983 ->  Battery :12.11 V
00:00:06.021 ->  0.00 km/hr 
00:00:06.083 ->  Battery :12.15 V
00:00:06.124 ->  0.00 km/hr 
00:00:06.184 ->  Battery :12.06 V
00:00:06.222 ->  0.00 km/hr 
00:00:06.285 ->  Battery :12.14 V
00:00:06.323 ->  0.00 km/hr 
00:00:06.386 ->  Battery :12.17 V
00:00:06.424 ->  0.00 km/hr 
00:00:06.488 ->  Battery :12.06 V
00:00:06.525 ->  0.00 km/hr 
00:00:06.588 ->  Battery :12.14 V
00:00:06.626 ->  0.00 km/hr 
00:00:06.689 ->  Battery :12.19 V
00:00:06.727 ->  0.00 km/hr 
00:00:06.791 ->  Battery :12.17 V
00:00:06.829 ->  0.00 km/hr 
00:00:06.891 ->  Battery :12.09 V
00:00:06.932 ->  0.00 km/hr 
00:00:06.992 ->  Battery :12.15 V
00:00:07.030 ->  0.00 km/hr 
00:00:07.094 ->  Battery :12.12 V
00:00:07.132 ->  0.00 km/hr 
00:00:07.195 ->  Battery :12.09 V
00:00:07.233 ->  0.00 km/hr 
00:00:07.297 ->  Battery :12.15 V
00:00:07.334 ->  0.00 km/hr 
00:00:07.397 ->  Battery :12.19 V
00:00:07.435 ->  0.00 km/hr 
00:00:07.498 ->  Battery :12.14 V
00:00:07.536 ->  0.00 km/hr 
00:00:07.600 ->  Battery :12.03 V
00:00:07.638 ->  0.00 km/hr 
00:00:07.700 ->  Battery :12.14 V
00:00:07.738 ->  0.00 km/hr 
00:00:07.801 ->  Battery :12.18 V
00:00:07.839 ->  0.00 km/hr 
00:00:07.903 ->  Battery :12.12 V
00:00:07.941 ->  0.00 km/hr 
00:00:08.003 ->  Battery :12.14 V
