00:00:02.757 ->  SD OK
00:00:02.804 ->  BREAK STOP
00:00:03.058 ->  Controller Set
00:00:04.820 ->  START
00:00:04.857 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.903 ->  Battery :0.79 V
00:00:04.962 ->  Speed:0.00 km/hr 
00:00:04.998 ->  Battery :0.85 V
00:00:05.057 ->  Speed:0.00 km/hr 
00:00:05.093 ->  Battery :0.86 V
00:00:05.151 ->  Speed:0.00 km/hr 
00:00:05.188 ->  Battery :0.85 V
00:00:05.246 ->  Speed:0.00 km/hr 
00:00:05.282 ->  Battery :0.85 V
00:00:05.341 ->  Speed:0.00 km/hr 
00:00:05.380 ->  Battery :0.85 V
00:00:05.439 ->  Speed:0.00 km/hr 
00:00:05.475 ->  Battery :0.85 V
00:00:05.533 ->  Speed:0.00 km/hr 
00:00:05.570 ->  Battery :0.85 V
00:00:05.628 ->  Speed:0.00 km/hr 
00:00:05.665 ->  Battery :0.85 V
00:00:05.724 ->  Speed:0.00 km/hr 
00:00:05.761 ->  Battery :0.79 V
00:00:05.819 ->  Speed:0.00 km/hr 
00:00:05.855 ->  Battery :0.86 V
00:00:05.914 ->  Speed:0.00 km/hr 
00:00:05.950 ->  Battery :0.90 V
00:00:06.009 ->  Speed:0.00 km/hr 
00:00:06.045 ->  Battery :0.86 V
00:00:06.107 ->  Speed:0.00 km/hr 
00:00:06.144 ->  Battery :0.86 V
00:00:06.202 ->  Speed:0.00 km/hr 
00:00:06.238 ->  Battery :0.85 V
00:00:06.297 ->  Speed:0.00 km/hr 
00:00:06.333 ->  Battery :0.86 V
00:00:06.392 ->  Speed:0.00 km/hr 
00:00:06.428 ->  Battery :0.85 V
00:00:06.487 ->  Speed:0.00 km/hr 
00:00:06.523 ->  Battery :0.86 V
00:00:06.582 ->  Speed:0.00 km/hr 
00:00:06.618 ->  Battery :0.86 V
00:00:06.677 ->  Speed:0.00 km/hr 
00:00:06.713 ->  Battery :0.86 V
00:00:06.772 ->  Speed:0.00 km/hr 
00:00:06.811 ->  Battery :0.86 V
00:00:06.870 ->  Speed:0.00 km/hr 
00:00:06.917 ->  Battery :0.92 V
00:00:06.976 ->  Speed:0.00 km/hr 
00:00:07.068 ->  Battery :0.86 V
00:00:07.128 ->  Speed:0.00 km/hr 
00:00:07.219 ->  Battery :0.86 V
00:00:07.278 ->  Speed:0.00 km/hr 
00:00:07.370 ->  Battery :0.85 V
00:00:07.430 ->  Speed:0.00 km/hr 
00:00:07.521 ->  Battery :0.86 V
00:00:07.580 ->  Speed:0.00 km/hr 
00:00:07.672 ->  Battery :0.87 V
00:00:07.732 ->  Speed:0.00 km/hr 
00:00:07.823 ->  Battery :0.85 V
00:00:07.882 ->  Speed:0.00 km/hr 
00:00:07.974 ->  Battery :0.86 V
00:00:08.034 ->  Speed:0.00 km/hr 
00:00:08.125 ->  Battery :0.86 V
00:00:08.184 ->  Speed:0.00 km/hr 
00:00:08.275 ->  Battery :0.86 V
00:00:08.335 ->  Speed:0.00 km/hr 
00:00:08.427 ->  Battery :0.86 V
00:00:08.486 ->  Speed:0.00 km/hr 
00:00:08.578 ->  Battery :0.85 V
00:00:08.637 ->  Speed:0.00 km/hr 
00:00:08.729 ->  Battery :0.85 V
00:00:08.788 ->  Speed:0.00 km/hr 
00:00:08.880 ->  Battery :0.86 V
00:00:08.941 ->  Speed:0.00 km/hr 
00:00:09.031 ->  Battery :0.85 V
00:00:09.091 ->  Speed:0.00 km/hr 
00:00:09.182 ->  Battery :0.86 V
00:00:09.241 ->  Speed:0.00 km/hr 
00:00:09.333 ->  Battery :0.86 V
