00:00:02.836 ->  SD OK~
00:00:02.911 ->  BREAK STOP~
00:00:03.165 ->  Controller Err~
00:00:04.421 ->  START~
00:00:04.473 ->  ERROR OCCUR  ~
00:00:04.526 ->  BREAK STOP  ~
00:00:04.580 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.632 ->  ERROR OCCUR  ~
00:00:04.684 ->  BREAK STOP  ~
00:00:04.739 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.791 ->  ERROR OCCUR  ~
00:00:04.843 ->  BREAK STOP  ~
00:00:04.897 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.951 ->  ERROR OCCUR  ~
00:00:05.005 ->  BREAK STOP  ~
00:00:05.059 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.111 ->  ERROR OCCUR  ~
00:00:05.164 ->  BREAK STOP  ~
00:00:05.217 ->  ERROR OCCUR  ~
00:00:05.269 ->  BREAK STOP  ~
00:00:05.323 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.376 ->  ERROR OCCUR  ~
00:00:05.428 ->  BREAK STOP  ~
00:00:05.481 ->  ERROR OCCUR  ~
00:00:05.533 ->  BREAK STOP  ~
00:00:05.587 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.640 ->  ERROR OCCUR  ~
00:00:05.695 ->  BREAK STOP  ~
00:00:05.749 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.803 ->  ERROR OCCUR  ~
00:00:05.854 ->  BREAK STOP  ~
00:00:05.907 ->  ERROR OCCUR  ~
00:00:05.959 ->  BREAK STOP  ~
00:00:06.011 ->  ERROR OCCUR  ~
00:00:06.064 ->  BREAK STOP  ~
00:00:06.118 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.170 ->  ERROR OCCUR  ~
00:00:06.222 ->  BREAK STOP  ~
00:00:06.277 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.330 ->  ERROR OCCUR  ~
00:00:06.385 ->  BREAK STOP  ~
00:00:06.437 ->  ERROR OCCUR  ~
00:00:06.490 ->  BREAK STOP  ~
00:00:06.544 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.597 ->  ERROR OCCUR  ~
00:00:06.649 ->  BREAK STOP  ~
00:00:06.702 ->  ERROR OCCUR  ~
00:00:06.754 ->  BREAK STOP  ~
00:00:06.808 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.861 ->  ERROR OCCUR  ~
00:00:06.914 ->  BREAK STOP  ~
00:00:06.966 ->  ERROR OCCUR  ~
00:00:07.018 ->  BREAK STOP  ~
00:00:07.070 ->  ERROR OCCUR  ~
00:00:07.126 ->  BREAK STOP  ~
00:00:07.178 ->  ERROR OCCUR  ~
00:00:07.230 ->  BREAK STOP  ~
00:00:07.284 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.337 ->  ERROR OCCUR  ~
00:00:07.390 ->  BREAK STOP  ~
00:00:07.444 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.496 ->  ERROR OCCUR  ~
00:00:07.548 ->  BREAK STOP  ~
00:00:07.602 ->  ERROR OCCUR  ~
00:00:07.654 ->  BREAK STOP  ~
00:00:07.706 ->  ERROR OCCUR  ~
00:00:07.758 ->  BREAK STOP  ~
00:00:07.811 ->  ERROR OCCUR  ~
00:00:07.866 ->  BREAK STOP  ~
00:00:07.920 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.972 ->  ERROR OCCUR  ~
00:00:08.025 ->  BREAK STOP  ~
00:00:08.079 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.132 ->  ERROR OCCUR  ~
00:00:08.184 ->  BREAK STOP  ~
00:00:08.237 ->  ERROR OCCUR  ~
00:00:08.289 ->  BREAK STOP  ~
00:00:08.342 ->  ERROR OCCUR  ~
00:00:08.394 ->  BREAK STOP  ~
00:00:08.449 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.501 ->  ERROR OCCUR  ~
00:00:08.556 ->  BREAK STOP  ~
00:00:08.610 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.663 ->  ERROR OCCUR  ~
00:00:08.715 ->  BREAK STOP  ~
00:00:08.767 ->  ERROR OCCUR  ~
00:00:08.819 ->  BREAK STOP  ~
00:00:08.872 ->  ERROR OCCUR  ~
00:00:08.925 ->  BREAK STOP  ~
00:00:08.979 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.031 ->  ERROR OCCUR  ~
00:00:09.083 ->  BREAK STOP  ~
00:00:09.138 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.193 ->  ERROR OCCUR  ~
00:00:09.245 ->  BREAK STOP  ~
00:00:09.298 ->  ERROR OCCUR  ~
00:00:09.350 ->  BREAK STOP  ~
00:00:09.404 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.457 ->  ERROR OCCUR  ~
00:00:09.509 ->  BREAK STOP  ~
00:00:09.564 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.616 ->  ERROR OCCUR  ~
00:00:09.668 ->  BREAK STOP  ~
00:00:09.720 ->  ERROR OCCUR  ~
00:00:09.773 ->  BREAK STOP  ~
00:00:09.827 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.882 ->  ERROR OCCUR  ~
00:00:09.934 ->  BREAK STOP  ~
00:00:09.989 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.041 ->  ERROR OCCUR  ~
00:00:10.093 ->  BREAK STOP  ~
00:00:10.145 ->  ERROR OCCUR  ~
00:00:10.198 ->  BREAK STOP  ~
00:00:10.252 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.304 ->  ERROR OCCUR  ~
00:00:10.356 ->  BREAK STOP  ~
00:00:10.411 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.463 ->  ERROR OCCUR  ~
00:00:10.515 ->  BREAK STOP  ~
00:00:10.570 ->  ERROR OCCUR  ~
00:00:10.622 ->  BREAK STOP  ~
00:00:10.675 ->  ERROR OCCUR  ~
00:00:10.727 ->  BREAK STOP  ~
00:00:10.781 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.834 ->  ERROR OCCUR  ~
00:00:10.887 ->  BREAK STOP  ~
00:00:10.941 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:10.993 ->  ERROR OCCUR  ~
00:00:11.045 ->  BREAK STOP  ~
00:00:11.099 ->  ERROR OCCUR  ~
00:00:11.151 ->  BREAK STOP  ~
00:00:11.205 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.260 ->  ERROR OCCUR  ~
00:00:11.313 ->  BREAK STOP  ~
00:00:11.367 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.420 ->  ERROR OCCUR  ~
00:00:11.472 ->  BREAK STOP  ~
00:00:11.525 ->  ERROR OCCUR  ~
00:00:11.577 ->  BREAK STOP  ~
00:00:11.631 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.684 ->  ERROR OCCUR  ~
00:00:11.736 ->  BREAK STOP  ~
00:00:11.791 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:11.843 ->  ERROR OCCUR  ~
00:00:11.895 ->  BREAK STOP  ~
00:00:11.951 ->  ERROR OCCUR  ~
00:00:12.003 ->  BREAK STOP  ~
00:00:12.055 ->  ERROR OCCUR  ~
00:00:12.107 ->  BREAK STOP  ~
00:00:12.162 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.215 ->  ERROR OCCUR  ~
00:00:12.267 ->  BREAK STOP  ~
00:00:12.321 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.374 ->  ERROR OCCUR  ~
00:00:12.426 ->  BREAK STOP  ~
00:00:12.479 ->  ERROR OCCUR  ~
00:00:12.531 ->  BREAK STOP  ~
00:00:12.585 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.641 ->  ERROR OCCUR  ~
00:00:12.693 ->  BREAK STOP  ~
00:00:12.747 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:12.800 ->  ERROR OCCUR  ~
00:00:12.852 ->  BREAK STOP  ~
00:00:12.904 ->  ERROR OCCUR  ~
00:00:12.956 ->  BREAK STOP  ~
00:00:13.011 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.064 ->  ERROR OCCUR  ~
00:00:13.116 ->  BREAK STOP  ~
00:00:13.170 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.223 ->  ERROR OCCUR  ~
00:00:13.275 ->  BREAK STOP  ~
00:00:13.331 ->  ERROR OCCUR  ~
00:00:13.382 ->  BREAK STOP  ~
00:00:13.436 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:13.490 ->  ERROR OCCUR  ~
00:00:13.542 ->  BREAK STOP  ~
00:00:13.596 ->  (110,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:13.648 ->  ERROR OCCUR  ~
00:00:13.701 ->  BREAK STOP  ~
00:00:13.754 ->  ERROR OCCUR  ~
00:00:13.805 ->  BREAK STOP  ~
00:00:13.860 ->  (108,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:13.913 ->  ERROR OCCUR  ~
00:00:13.965 ->  BREAK STOP  ~
00:00:14.020 ->  ERROR OCCUR  ~
00:00:14.072 ->  BREAK STOP  ~
00:00:14.127 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.180 ->  ERROR OCCUR  ~
00:00:14.232 ->  BREAK STOP  ~
00:00:14.286 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:14.339 ->  ERROR OCCUR  ~
00:00:14.391 ->  BREAK STOP  ~
