00:00:02.745 ->  SD OK
00:00:02.789 ->  BREAK STOP
00:00:03.041 ->  Controller Set
00:00:04.801 ->  START
00:00:04.835 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.878 ->  Battery :0.79 V
00:00:04.935 ->  Speed:0.00 km/hr 
00:00:04.968 ->  Battery :0.85 V
00:00:05.024 ->  Speed:0.00 km/hr 
00:00:05.058 ->  Battery :0.85 V
00:00:05.114 ->  Speed:0.00 km/hr 
00:00:05.149 ->  Battery :0.85 V
00:00:05.206 ->  Speed:0.00 km/hr 
00:00:05.240 ->  Battery :0.85 V
00:00:05.297 ->  Speed:0.00 km/hr 
00:00:05.334 ->  Battery :0.85 V
00:00:05.390 ->  Speed:0.00 km/hr 
00:00:05.424 ->  Battery :0.85 V
00:00:05.480 ->  Speed:0.00 km/hr 
00:00:05.515 ->  Battery :0.85 V
00:00:05.572 ->  Speed:0.00 km/hr 
00:00:05.628 ->  Battery :0.83 V
00:00:05.685 ->  Speed:0.00 km/hr 
00:00:05.720 ->  Battery :0.86 V
00:00:05.776 ->  Speed:0.00 km/hr 
00:00:05.811 ->  Battery :0.86 V
00:00:05.867 ->  Speed:0.00 km/hr 
00:00:05.902 ->  Battery :0.86 V
00:00:05.958 ->  Speed:0.00 km/hr 
00:00:05.993 ->  Battery :0.85 V
00:00:06.052 ->  Speed:0.00 km/hr 
00:00:06.086 ->  Battery :0.77 V
00:00:06.142 ->  Speed:0.00 km/hr 
00:00:06.177 ->  Battery :0.86 V
00:00:06.234 ->  Speed:0.00 km/hr 
00:00:06.268 ->  Battery :0.92 V
00:00:06.325 ->  Speed:0.00 km/hr 
00:00:06.360 ->  Battery :0.87 V
00:00:06.416 ->  Speed:0.00 km/hr 
00:00:06.451 ->  Battery :0.83 V
00:00:06.507 ->  Speed:0.00 km/hr 
00:00:06.542 ->  Battery :0.86 V
00:00:06.598 ->  Speed:0.00 km/hr 
00:00:06.633 ->  Battery :0.86 V
00:00:06.689 ->  Speed:0.00 km/hr 
00:00:06.762 ->  Battery :0.87 V
00:00:06.818 ->  Speed:0.00 km/hr 
00:00:06.914 ->  Battery :0.86 V
00:00:06.970 ->  Speed:0.00 km/hr 
00:00:07.064 ->  Battery :0.86 V
00:00:07.120 ->  Speed:0.00 km/hr 
00:00:07.216 ->  Battery :0.85 V
00:00:07.272 ->  Speed:0.00 km/hr 
00:00:07.366 ->  Battery :0.86 V
00:00:07.422 ->  Speed:0.00 km/hr 
00:00:07.518 ->  Battery :0.86 V
00:00:07.574 ->  Speed:0.00 km/hr 
00:00:07.668 ->  Battery :0.85 V
00:00:07.725 ->  Speed:0.00 km/hr 
00:00:07.819 ->  Battery :0.86 V
00:00:07.876 ->  Speed:0.00 km/hr 
00:00:07.970 ->  Battery :0.85 V
00:00:08.027 ->  Speed:0.00 km/hr 
00:00:08.121 ->  Battery :0.85 V
00:00:08.177 ->  Speed:0.00 km/hr 
00:00:08.272 ->  Battery :0.86 V
00:00:08.329 ->  Speed:0.00 km/hr 
00:00:08.423 ->  Battery :0.85 V
00:00:08.480 ->  Speed:0.00 km/hr 
00:00:08.574 ->  Battery :0.85 V
00:00:08.632 ->  Speed:0.00 km/hr 
00:00:08.726 ->  Battery :0.85 V
