00:00:03.892 ->  SD OK
00:00:04.043 ->  BREAK STOP
00:00:04.298 ->  Controller Set
00:00:06.061 ->  START
00:00:06.098 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:06.145 ->  Battery :12.94 V
00:00:06.202 ->  Speed:0.00 km/hr 
00:00:06.239 ->  Battery :12.56 V
00:00:06.296 ->  Speed:0.00 km/hr 
00:00:06.332 ->  Battery :12.58 V
00:00:06.389 ->  Speed:0.00 km/hr 
00:00:06.426 ->  Battery :12.94 V
00:00:06.483 ->  Speed:0.00 km/hr 
00:00:06.520 ->  Battery :12.97 V
00:00:06.578 ->  Speed:0.00 km/hr 
00:00:06.617 ->  Battery :12.94 V
00:00:06.674 ->  Speed:0.00 km/hr 
00:00:06.710 ->  Battery :12.50 V
00:00:06.768 ->  Speed:0.01 km/hr 
00:00:07.077 ->  Battery :12.52 V
00:00:07.135 ->  Speed:0.00 km/hr 
00:00:07.172 ->  Battery :12.96 V
00:00:07.229 ->  Speed:0.00 km/hr 
00:00:07.266 ->  Battery :12.94 V
00:00:07.323 ->  Speed:0.00 km/hr 
00:00:07.360 ->  Battery :12.82 V
00:00:07.417 ->  Speed:0.00 km/hr 
00:00:07.453 ->  Battery :12.47 V
00:00:07.512 ->  Speed:0.00 km/hr 
00:00:07.547 ->  Battery :12.91 V
00:00:07.608 ->  Speed:0.00 km/hr 
00:00:07.645 ->  Battery :12.94 V
00:00:07.702 ->  Speed:0.00 km/hr 
00:00:07.739 ->  Battery :12.74 V
00:00:07.796 ->  Speed:0.00 km/hr 
00:00:07.894 ->  Battery :12.58 V
00:00:07.951 ->  Speed:0.00 km/hr 
00:00:08.047 ->  Battery :12.96 V
00:00:08.105 ->  Speed:0.00 km/hr 
00:00:08.146 ->  (94,93,94,93,0.00,100,0)	BREAK STOPPED 93　94　
00:00:08.193 ->  Battery :12.94 V
00:00:08.251 ->  Speed:0.00 km/hr 
00:00:08.348 ->  Battery :12.49 V
00:00:08.408 ->  Speed:0.00 km/hr 
00:00:08.505 ->  Battery :12.47 V
00:00:08.562 ->  Speed:0.00 km/hr 
00:00:08.659 ->  Battery :12.94 V
00:00:08.717 ->  Speed:0.00 km/hr 
00:00:08.814 ->  Battery :12.93 V
00:00:08.871 ->  Speed:0.00 km/hr 
00:00:08.968 ->  Battery :12.46 V
00:00:09.026 ->  Speed:0.00 km/hr 
00:00:09.122 ->  Battery :12.47 V
00:00:09.180 ->  Speed:0.00 km/hr 
00:00:09.278 ->  Battery :12.91 V
00:00:09.335 ->  Speed:0.00 km/hr 
00:00:09.434 ->  Battery :12.99 V
00:00:09.491 ->  Speed:0.00 km/hr 
00:00:09.591 ->  Battery :12.84 V
00:00:09.649 ->  Speed:0.00 km/hr 
00:00:09.747 ->  Battery :12.75 V
00:00:09.804 ->  Speed:0.00 km/hr 
00:00:09.903 ->  Battery :12.72 V
00:00:09.960 ->  Speed:3.55 km/hr 
00:00:10.053 ->  (104,94,104,94,0.00,100,0)	FORWARD     94　95　96　97　98　99　100　101　102　103　104　
00:00:10.090 ->  Battery :12.82 V
00:00:10.148 ->  Speed:1.08 km/hr 
00:00:10.218 ->  (93,104,93,104,1.08,100,0)	BREAK STOPPING 
00:00:10.264 ->  Battery :12.78 V
00:00:10.324 ->  Speed:1.77 km/hr 
00:00:10.360 ->  Battery :12.58 V
00:00:10.419 ->  Speed:2.71 km/hr 
00:00:10.456 ->  Battery :12.62 V
00:00:10.513 ->  Speed:3.82 km/hr 
00:00:10.550 ->  Battery :12.62 V
00:00:10.607 ->  Speed:4.58 km/hr 
00:00:10.644 ->  Battery :12.68 V
00:00:10.701 ->  Speed:5.15 km/hr 
00:00:10.738 ->  Battery :12.58 V
00:00:10.796 ->  Speed:5.43 km/hr 
00:00:10.832 ->  Battery :12.69 V
00:00:10.890 ->  Speed:5.29 km/hr 
00:00:10.975 ->  Battery :12.87 V
00:00:11.035 ->  Speed:5.29 km/hr 
00:00:11.132 ->  Battery :12.85 V
00:00:11.191 ->  Speed:5.29 km/hr 
00:00:11.287 ->  Battery :12.37 V
00:00:11.345 ->  Speed:5.29 km/hr 
00:00:11.386 ->  (94,93,94,93,5.29,100,0)	BREAK STOPPED 93　94　
00:00:11.432 ->  Battery :12.41 V
00:00:11.491 ->  Speed:5.43 km/hr 
00:00:11.588 ->  Battery :12.90 V
