00:00:02.848 ->  SD OK~
00:00:02.927 ->  BREAK STOP~
00:00:03.184 ->  Controller Err~
00:00:04.443 ->  START~
00:00:04.498 ->  ERROR OCCUR  ~
00:00:04.553 ->  BREAK STOP  ~
00:00:04.611 ->  (122,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.666 ->  ERROR OCCUR  ~
00:00:04.721 ->  BREAK STOP  ~
00:00:04.779 ->  (109,122,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.834 ->  ERROR OCCUR  ~
00:00:04.889 ->  BREAK STOP  ~
00:00:04.946 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.002 ->  ERROR OCCUR  ~
00:00:05.060 ->  BREAK STOP  ~
00:00:05.115 ->  ERROR OCCUR  ~
00:00:05.171 ->  BREAK STOP  ~
00:00:05.228 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.283 ->  ERROR OCCUR  ~
00:00:05.339 ->  BREAK STOP  ~
00:00:05.396 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.451 ->  ERROR OCCUR  ~
00:00:05.507 ->  BREAK STOP  ~
00:00:05.564 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.620 ->  ERROR OCCUR  ~
00:00:05.676 ->  BREAK STOP  ~
00:00:05.733 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.791 ->  ERROR OCCUR  ~
00:00:05.847 ->  BREAK STOP  ~
00:00:05.902 ->  ERROR OCCUR  ~
00:00:05.957 ->  BREAK STOP  ~
00:00:06.014 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.070 ->  ERROR OCCUR  ~
00:00:06.125 ->  BREAK STOP  ~
00:00:06.181 ->  ERROR OCCUR  ~
00:00:06.236 ->  BREAK STOP  ~
00:00:06.294 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.349 ->  ERROR OCCUR  ~
00:00:06.405 ->  BREAK STOP  ~
00:00:06.460 ->  ERROR OCCUR  ~
00:00:06.518 ->  BREAK STOP  ~
00:00:06.574 ->  ERROR OCCUR  ~
00:00:06.629 ->  BREAK STOP  ~
00:00:06.684 ->  ERROR OCCUR  ~
00:00:06.739 ->  BREAK STOP  ~
00:00:06.797 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.852 ->  ERROR OCCUR  ~
00:00:06.907 ->  BREAK STOP  ~
00:00:06.965 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.021 ->  ERROR OCCUR  ~
00:00:07.076 ->  BREAK STOP  ~
00:00:07.132 ->  ERROR OCCUR  ~
00:00:07.187 ->  BREAK STOP  ~
00:00:07.242 ->  ERROR OCCUR  ~
00:00:07.301 ->  BREAK STOP  ~
00:00:07.356 ->  ERROR OCCUR  ~
00:00:07.411 ->  BREAK STOP  ~
00:00:07.469 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.524 ->  ERROR OCCUR  ~
00:00:07.579 ->  BREAK STOP  ~
00:00:07.636 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:07.692 ->  ERROR OCCUR  ~
00:00:07.747 ->  BREAK STOP  ~
00:00:07.804 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.861 ->  ERROR OCCUR  ~
00:00:07.916 ->  BREAK STOP  ~
00:00:07.973 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.032 ->  ERROR OCCUR  ~
00:00:08.087 ->  BREAK STOP  ~
00:00:08.142 ->  ERROR OCCUR  ~
00:00:08.198 ->  BREAK STOP  ~
00:00:08.253 ->  ERROR OCCUR  ~
00:00:08.308 ->  BREAK STOP  ~
00:00:08.366 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.422 ->  ERROR OCCUR  ~
00:00:08.476 ->  BREAK STOP  ~
00:00:08.532 ->  ERROR OCCUR  ~
00:00:08.588 ->  BREAK STOP  ~
