00:00:02.848 ->  SD OK~
00:00:02.930 ->  BREAK STOP~
00:00:03.190 ->  Controller Err~
00:00:04.452 ->  START~
00:00:04.509 ->  ERROR OCCUR  ~
00:00:04.567 ->  BREAK STOP  ~
00:00:04.627 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.685 ->  ERROR OCCUR  ~
00:00:04.743 ->  BREAK STOP  ~
00:00:04.802 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.860 ->  ERROR OCCUR  ~
00:00:04.918 ->  BREAK STOP  ~
00:00:04.977 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.036 ->  ERROR OCCUR  ~
00:00:05.096 ->  BREAK STOP  ~
00:00:05.156 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.215 ->  ERROR OCCUR  ~
00:00:05.272 ->  BREAK STOP  ~
00:00:05.330 ->  ERROR OCCUR  ~
00:00:05.388 ->  BREAK STOP  ~
00:00:05.448 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.506 ->  ERROR OCCUR  ~
00:00:05.564 ->  BREAK STOP  ~
00:00:05.623 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.682 ->  ERROR OCCUR  ~
00:00:05.739 ->  BREAK STOP  ~
00:00:05.799 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.860 ->  ERROR OCCUR  ~
00:00:05.918 ->  BREAK STOP  ~
00:00:05.978 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.036 ->  ERROR OCCUR  ~
00:00:06.094 ->  BREAK STOP  ~
00:00:06.152 ->  ERROR OCCUR  ~
00:00:06.210 ->  BREAK STOP  ~
00:00:06.269 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.328 ->  ERROR OCCUR  ~
00:00:06.385 ->  BREAK STOP  ~
00:00:06.446 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.504 ->  ERROR OCCUR  ~
00:00:06.564 ->  BREAK STOP  ~
00:00:06.624 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.682 ->  ERROR OCCUR  ~
00:00:06.740 ->  BREAK STOP  ~
00:00:06.798 ->  ERROR OCCUR  ~
00:00:06.856 ->  BREAK STOP  ~
00:00:06.916 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.974 ->  ERROR OCCUR  ~
00:00:07.031 ->  BREAK STOP  ~
00:00:07.092 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.150 ->  ERROR OCCUR  ~
00:00:07.207 ->  BREAK STOP  ~
00:00:07.266 ->  ERROR OCCUR  ~
00:00:07.326 ->  BREAK STOP  ~
00:00:07.385 ->  ERROR OCCUR  ~
00:00:07.442 ->  BREAK STOP  ~
00:00:07.502 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.561 ->  ERROR OCCUR  ~
00:00:07.618 ->  BREAK STOP  ~
00:00:07.676 ->  ERROR OCCUR  ~
00:00:07.734 ->  BREAK STOP  ~
00:00:07.792 ->  ERROR OCCUR  ~
00:00:07.849 ->  BREAK STOP  ~
00:00:07.908 ->  ERROR OCCUR  ~
00:00:07.965 ->  BREAK STOP  ~
00:00:08.025 ->  (107,106,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:08.084 ->  ERROR OCCUR  ~
00:00:08.143 ->  BREAK STOP  ~
00:00:08.204 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.262 ->  ERROR OCCUR  ~
00:00:08.320 ->  BREAK STOP  ~
00:00:08.378 ->  ERROR OCCUR  ~
00:00:08.435 ->  BREAK STOP  ~
00:00:08.496 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.554 ->  ERROR OCCUR  ~
00:00:08.611 ->  BREAK STOP  ~
00:00:08.670 ->  ERROR OCCUR  ~
00:00:08.727 ->  BREAK STOP  ~
00:00:08.785 ->  ERROR OCCUR  ~
00:00:08.843 ->  BREAK STOP  ~
00:00:08.903 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.964 ->  ERROR OCCUR  ~
00:00:09.022 ->  BREAK STOP  ~
00:00:09.079 ->  ERROR OCCUR  ~
00:00:09.138 ->  BREAK STOP  ~
00:00:09.196 ->  ERROR OCCUR  ~
00:00:09.253 ->  BREAK STOP  ~
00:00:09.311 ->  ERROR OCCUR  ~
00:00:09.369 ->  BREAK STOP  ~
00:00:09.427 ->  ERROR OCCUR  ~
00:00:09.485 ->  BREAK STOP  ~
00:00:09.543 ->  ERROR OCCUR  ~
00:00:09.601 ->  BREAK STOP  ~
00:00:09.661 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.719 ->  ERROR OCCUR  ~
00:00:09.779 ->  BREAK STOP  ~
00:00:09.839 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.897 ->  ERROR OCCUR  ~
00:00:09.955 ->  BREAK STOP  ~
