00:00:02.715 ->  SD OK
00:00:02.752 ->  BREAK STOP
00:00:02.999 ->  Controller Set
00:00:04.753 ->  START
00:00:04.782 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.819 ->  Battery :12.31 V
00:00:04.868 ->  Speed:0.00 km/hr 
00:00:04.911 ->  Battery :12.40 V
00:00:04.959 ->  Speed:0.00 km/hr 
00:00:05.001 ->  Battery :12.40 V
00:00:05.050 ->  Speed:0.00 km/hr 
00:00:05.093 ->  Battery :12.40 V
00:00:05.141 ->  Speed:0.00 km/hr 
00:00:05.183 ->  Battery :12.40 V
00:00:05.231 ->  Speed:0.00 km/hr 
00:00:05.274 ->  Battery :12.40 V
00:00:05.323 ->  Speed:0.00 km/hr 
00:00:05.364 ->  Battery :12.40 V
00:00:05.413 ->  Speed:0.00 km/hr 
00:00:05.455 ->  Battery :12.41 V
00:00:05.505 ->  Speed:0.00 km/hr 
00:00:05.548 ->  Battery :12.24 V
00:00:05.596 ->  Speed:0.00 km/hr 
00:00:05.639 ->  Battery :12.37 V
00:00:05.687 ->  Speed:0.00 km/hr 
00:00:05.730 ->  Battery :12.39 V
00:00:05.779 ->  Speed:0.00 km/hr 
00:00:05.820 ->  Battery :12.43 V
00:00:05.868 ->  Speed:0.00 km/hr 
00:00:05.911 ->  Battery :12.41 V
00:00:05.962 ->  Speed:0.00 km/hr 
00:00:06.002 ->  Battery :12.43 V
00:00:06.051 ->  Speed:0.00 km/hr 
00:00:06.118 ->  Battery :12.41 V
00:00:06.167 ->  Speed:0.00 km/hr 
00:00:06.268 ->  Battery :12.44 V
00:00:06.318 ->  Speed:0.27 km/hr 
00:00:06.420 ->  Battery :12.40 V
00:00:06.469 ->  Speed:0.27 km/hr 
00:00:06.571 ->  Battery :12.43 V
00:00:06.620 ->  Speed:0.84 km/hr 
00:00:06.721 ->  Battery :12.41 V
00:00:06.770 ->  Speed:0.84 km/hr 
00:00:06.873 ->  Battery :12.43 V
00:00:06.925 ->  Speed:0.80 km/hr 
00:00:07.023 ->  Battery :12.33 V
00:00:07.072 ->  Speed:0.77 km/hr 
00:00:07.175 ->  Battery :12.41 V
00:00:07.224 ->  Speed:0.77 km/hr 
00:00:07.325 ->  Battery :12.43 V
00:00:07.374 ->  Speed:0.78 km/hr 
00:00:07.477 ->  Battery :12.41 V
00:00:07.526 ->  Speed:0.78 km/hr 
00:00:07.627 ->  Battery :12.41 V
00:00:07.676 ->  Speed:0.77 km/hr 
00:00:07.779 ->  Battery :12.41 V
00:00:07.828 ->  Speed:0.77 km/hr 
00:00:07.929 ->  Battery :12.37 V
00:00:07.982 ->  Speed:0.79 km/hr 
00:00:08.081 ->  Battery :12.43 V
00:00:08.130 ->  Speed:0.80 km/hr 
00:00:08.232 ->  Battery :12.43 V
00:00:08.281 ->  Speed:0.80 km/hr 
00:00:08.383 ->  Battery :12.41 V
00:00:08.432 ->  Speed:0.84 km/hr 
00:00:08.535 ->  Battery :12.44 V
00:00:08.583 ->  Speed:0.92 km/hr 
00:00:08.684 ->  Battery :12.41 V
00:00:08.733 ->  Speed:0.92 km/hr 
00:00:08.837 ->  Battery :12.41 V
00:00:08.885 ->  Speed:0.98 km/hr 
00:00:08.987 ->  Battery :12.43 V
00:00:09.036 ->  Speed:1.04 km/hr 
00:00:09.139 ->  Battery :12.43 V
00:00:09.187 ->  Speed:1.08 km/hr 
00:00:09.289 ->  Battery :12.41 V
00:00:09.338 ->  Speed:1.08 km/hr 
00:00:09.441 ->  Battery :12.43 V
00:00:09.490 ->  Speed:1.04 km/hr 
00:00:09.591 ->  Battery :12.41 V
00:00:09.640 ->  Speed:1.04 km/hr 
00:00:09.743 ->  Battery :12.44 V
00:00:09.792 ->  Speed:1.03 km/hr 
00:00:09.893 ->  Battery :12.41 V
00:00:09.943 ->  Speed:1.03 km/hr 
00:00:10.045 ->  Battery :12.41 V
00:00:10.094 ->  Speed:1.02 km/hr 
00:00:10.195 ->  Battery :12.43 V
00:00:10.245 ->  Speed:1.05 km/hr 
00:00:10.347 ->  Battery :12.41 V
00:00:10.396 ->  Speed:1.04 km/hr 
00:00:10.499 ->  Battery :12.37 V
00:00:10.548 ->  Speed:1.04 km/hr 
00:00:10.649 ->  Battery :12.39 V
00:00:10.698 ->  Speed:1.00 km/hr 
00:00:10.801 ->  Battery :12.39 V
00:00:10.850 ->  Speed:1.08 km/hr 
00:00:10.951 ->  Battery :12.39 V
00:00:00.00 ->  Speed:1.06 km/hr 
00:00:11.103 ->  Battery :12.40 V
00:00:11.152 ->  Speed:1.09 km/hr 
00:00:11.253 ->  Battery :12.39 V
00:00:11.304 ->  Speed:1.09 km/hr 
00:00:11.405 ->  Battery :12.39 V
00:00:11.454 ->  Speed:1.09 km/hr 
00:00:11.555 ->  Battery :12.40 V
00:00:11.604 ->  Speed:1.17 km/hr 
00:00:11.707 ->  Battery :12.39 V
00:00:11.756 ->  Speed:1.18 km/hr 
00:00:11.857 ->  Battery :12.39 V
00:00:11.907 ->  Speed:1.16 km/hr 
00:00:12.009 ->  Battery :12.40 V
00:00:12.058 ->  Speed:1.15 km/hr 
00:00:12.160 ->  Battery :12.41 V
00:00:12.209 ->  Speed:1.15 km/hr 
00:00:12.310 ->  Battery :12.39 V
00:00:12.361 ->  Speed:1.06 km/hr 
00:00:12.462 ->  Battery :12.39 V
00:00:12.511 ->  Speed:1.18 km/hr 
00:00:12.612 ->  Battery :12.37 V
00:00:12.661 ->  Speed:1.09 km/hr 
00:00:12.764 ->  Battery :12.36 V
00:00:12.813 ->  Speed:1.05 km/hr 
00:00:12.914 ->  Battery :12.37 V
00:00:12.963 ->  Speed:1.05 km/hr 
00:00:13.066 ->  Battery :12.37 V
00:00:13.115 ->  Speed:1.00 km/hr 
