00:00:02.889 ->  SD OK
00:00:02.920 ->  BREAK STOP
00:00:03.164 ->  Controller Set
00:00:04.915 ->  START
00:00:04.941 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.976 ->  Battery :0.33 V
00:00:05.024 ->  Speed:0.00 km/hr 
00:00:05.067 ->  Battery :0.33 V
00:00:05.115 ->  Speed:0.00 km/hr 
00:00:05.158 ->  Battery :0.35 V
00:00:05.207 ->  Speed:0.00 km/hr 
00:00:05.250 ->  Battery :0.35 V
00:00:05.298 ->  Speed:0.00 km/hr 
00:00:05.341 ->  Battery :0.35 V
00:00:05.389 ->  Speed:0.00 km/hr 
00:00:05.432 ->  Battery :0.35 V
00:00:05.480 ->  Speed:0.00 km/hr 
00:00:05.522 ->  Battery :0.35 V
00:00:05.570 ->  Speed:0.00 km/hr 
00:00:05.613 ->  Battery :0.35 V
00:00:05.661 ->  Speed:0.00 km/hr 
00:00:05.704 ->  Battery :0.35 V
00:00:05.752 ->  Speed:0.00 km/hr 
00:00:05.795 ->  Battery :0.41 V
00:00:05.843 ->  Speed:0.00 km/hr 
00:00:05.886 ->  Battery :0.41 V
00:00:05.935 ->  Speed:0.00 km/hr 
00:00:05.978 ->  Battery :0.39 V
00:00:06.026 ->  Speed:0.00 km/hr 
00:00:06.069 ->  Battery :0.41 V
00:00:06.119 ->  Speed:0.00 km/hr 
00:00:06.159 ->  Battery :0.42 V
00:00:06.207 ->  Speed:0.00 km/hr 
00:00:06.250 ->  Battery :0.41 V
00:00:06.297 ->  Speed:0.00 km/hr 
00:00:06.341 ->  Battery :0.39 V
00:00:06.389 ->  Speed:0.00 km/hr 
00:00:06.432 ->  Battery :0.42 V
00:00:06.479 ->  Speed:0.00 km/hr 
00:00:06.523 ->  Battery :0.42 V
00:00:06.572 ->  Speed:0.00 km/hr 
00:00:06.615 ->  Battery :0.42 V
00:00:06.663 ->  Speed:0.00 km/hr 
00:00:06.706 ->  Battery :0.43 V
00:00:06.754 ->  Speed:0.00 km/hr 
00:00:06.844 ->  Battery :0.45 V
00:00:06.892 ->  Speed:0.00 km/hr 
00:00:06.995 ->  Battery :0.43 V
00:00:07.044 ->  Speed:0.00 km/hr 
00:00:07.146 ->  Battery :0.43 V
00:00:07.194 ->  Speed:0.00 km/hr 
00:00:07.297 ->  Battery :0.45 V
00:00:07.345 ->  Speed:0.00 km/hr 
00:00:07.448 ->  Battery :0.45 V
00:00:07.496 ->  Speed:0.00 km/hr 
00:00:07.599 ->  Battery :0.45 V
00:00:07.647 ->  Speed:0.00 km/hr 
00:00:07.750 ->  Battery :0.45 V
00:00:07.798 ->  Speed:0.00 km/hr 
00:00:07.901 ->  Battery :0.43 V
00:00:07.949 ->  Speed:0.00 km/hr 
00:00:08.052 ->  Battery :0.43 V
00:00:08.100 ->  Speed:0.00 km/hr 
00:00:08.203 ->  Battery :0.45 V
00:00:08.251 ->  Speed:0.00 km/hr 
00:00:08.354 ->  Battery :0.45 V
00:00:08.402 ->  Speed:0.00 km/hr 
00:00:08.505 ->  Battery :0.45 V
00:00:08.553 ->  Speed:0.00 km/hr 
00:00:08.656 ->  Battery :0.45 V
00:00:08.705 ->  Speed:0.00 km/hr 
00:00:08.807 ->  Battery :0.46 V
00:00:08.855 ->  Speed:0.00 km/hr 
00:00:08.958 ->  Battery :0.46 V
00:00:09.010 ->  Speed:0.00 km/hr 
00:00:09.109 ->  Battery :0.46 V
00:00:09.157 ->  Speed:0.00 km/hr 
00:00:09.260 ->  Battery :0.48 V
00:00:09.308 ->  Speed:0.00 km/hr 
00:00:09.411 ->  Battery :0.48 V
00:00:09.459 ->  Speed:0.00 km/hr 
00:00:09.563 ->  Battery :0.48 V
00:00:09.610 ->  Speed:0.00 km/hr 
00:00:09.714 ->  Battery :0.48 V
00:00:09.761 ->  Speed:0.00 km/hr 
00:00:09.865 ->  Battery :0.48 V
00:00:09.912 ->  Speed:0.00 km/hr 
00:00:10.016 ->  Battery :0.49 V
00:00:10.063 ->  Speed:0.00 km/hr 
00:00:10.167 ->  Battery :0.48 V
00:00:10.215 ->  Speed:0.00 km/hr 
00:00:10.318 ->  Battery :0.48 V
00:00:10.366 ->  Speed:0.00 km/hr 
00:00:10.469 ->  Battery :0.48 V
00:00:10.517 ->  Speed:0.00 km/hr 
00:00:10.620 ->  Battery :0.48 V
00:00:10.669 ->  Speed:0.00 km/hr 
00:00:10.771 ->  Battery :0.48 V
00:00:10.819 ->  Speed:0.00 km/hr 
00:00:10.923 ->  Battery :0.48 V
00:00:10.971 ->  Speed:0.00 km/hr 
00:00:11.073 ->  Battery :0.48 V
00:00:11.121 ->  Speed:0.00 km/hr 
00:00:11.224 ->  Battery :0.49 V
00:00:11.272 ->  Speed:0.00 km/hr 
00:00:11.375 ->  Battery :0.49 V
00:00:11.423 ->  Speed:0.00 km/hr 
00:00:11.526 ->  Battery :0.49 V
00:00:11.574 ->  Speed:0.00 km/hr 
00:00:11.677 ->  Battery :0.51 V
00:00:11.725 ->  Speed:0.00 km/hr 
00:00:11.828 ->  Battery :0.51 V
00:00:11.876 ->  Speed:0.00 km/hr 
00:00:11.979 ->  Battery :0.52 V
00:00:12.027 ->  Speed:0.00 km/hr 
00:00:12.130 ->  Battery :0.52 V
00:00:12.178 ->  Speed:0.00 km/hr 
00:00:12.281 ->  Battery :0.52 V
00:00:12.332 ->  Speed:0.00 km/hr 
00:00:12.432 ->  Battery :0.52 V
00:00:12.480 ->  Speed:0.00 km/hr 
00:00:12.583 ->  Battery :0.52 V
00:00:12.632 ->  Speed:0.00 km/hr 
00:00:12.734 ->  Battery :0.51 V
00:00:12.782 ->  Speed:0.00 km/hr 
00:00:12.886 ->  Battery :0.51 V
00:00:12.934 ->  Speed:0.00 km/hr 
00:00:13.036 ->  Battery :0.51 V
00:00:13.084 ->  Speed:0.00 km/hr 
00:00:13.187 ->  Battery :0.51 V
00:00:13.235 ->  Speed:0.00 km/hr 
00:00:13.338 ->  Battery :0.51 V
00:00:13.389 ->  Speed:0.00 km/hr 
00:00:13.489 ->  Battery :0.51 V
00:00:13.537 ->  Speed:0.00 km/hr 
00:00:13.640 ->  Battery :0.51 V
00:00:13.689 ->  Speed:0.00 km/hr 
00:00:13.792 ->  Battery :0.52 V
00:00:13.839 ->  Speed:0.00 km/hr 
00:00:13.942 ->  Battery :0.52 V
00:00:13.990 ->  Speed:0.00 km/hr 
00:00:14.094 ->  Battery :0.54 V
00:00:14.141 ->  Speed:0.00 km/hr 
00:00:14.245 ->  Battery :0.54 V
00:00:14.294 ->  Speed:0.00 km/hr 
00:00:14.396 ->  Battery :0.55 V
00:00:14.444 ->  Speed:0.00 km/hr 
00:00:14.547 ->  Battery :0.55 V
00:00:14.596 ->  Speed:0.00 km/hr 
00:00:14.698 ->  Battery :0.54 V
00:00:14.746 ->  Speed:0.00 km/hr 
00:00:14.850 ->  Battery :0.54 V
00:00:14.898 ->  Speed:0.00 km/hr 
00:00:15.001 ->  Battery :0.52 V
00:00:15.049 ->  Speed:0.00 km/hr 
00:00:15.152 ->  Battery :0.52 V
00:00:15.200 ->  Speed:0.00 km/hr 
00:00:15.303 ->  Battery :0.52 V
00:00:15.351 ->  Speed:0.00 km/hr 
00:00:15.454 ->  Battery :0.52 V
00:00:15.502 ->  Speed:0.00 km/hr 
00:00:15.605 ->  Battery :0.52 V
00:00:15.656 ->  Speed:0.00 km/hr 
00:00:15.756 ->  Battery :0.52 V
00:00:15.804 ->  Speed:0.00 km/hr 
00:00:15.907 ->  Battery :0.52 V
00:00:15.955 ->  Speed:0.00 km/hr 
00:00:16.058 ->  Battery :0.54 V
00:00:16.106 ->  Speed:0.00 km/hr 
00:00:16.209 ->  Battery :0.55 V
00:00:16.258 ->  Speed:0.00 km/hr 
00:00:16.360 ->  Battery :0.55 V
00:00:16.408 ->  Speed:0.00 km/hr 
00:00:16.512 ->  Battery :0.55 V
00:00:16.560 ->  Speed:0.00 km/hr 
00:00:16.662 ->  Battery :0.55 V
00:00:16.713 ->  Speed:0.00 km/hr 
00:00:16.813 ->  Battery :0.55 V
00:00:16.861 ->  Speed:0.00 km/hr 
00:00:16.964 ->  Battery :0.57 V
00:00:17.012 ->  Speed:0.00 km/hr 
00:00:17.115 ->  Battery :0.57 V
00:00:17.163 ->  Speed:0.00 km/hr 
00:00:17.266 ->  Battery :0.57 V
00:00:17.314 ->  Speed:0.00 km/hr 
00:00:17.417 ->  Battery :0.57 V
00:00:17.465 ->  Speed:0.00 km/hr 
00:00:17.569 ->  Battery :0.55 V
00:00:17.616 ->  Speed:0.00 km/hr 
00:00:17.720 ->  Battery :0.55 V
00:00:17.767 ->  Speed:0.00 km/hr 
00:00:17.871 ->  Battery :0.55 V
00:00:17.918 ->  Speed:0.00 km/hr 
00:00:18.022 ->  Battery :0.55 V
00:00:18.070 ->  Speed:0.00 km/hr 
00:00:18.173 ->  Battery :0.55 V
00:00:18.222 ->  Speed:0.00 km/hr 
00:00:18.324 ->  Battery :0.57 V
00:00:18.372 ->  Speed:0.00 km/hr 
00:00:18.476 ->  Battery :0.57 V
00:00:18.524 ->  Speed:0.00 km/hr 
00:00:18.626 ->  Battery :0.57 V
00:00:18.674 ->  Speed:0.00 km/hr 
00:00:18.777 ->  Battery :0.57 V
00:00:18.825 ->  Speed:0.00 km/hr 
00:00:18.928 ->  Battery :0.58 V
00:00:18.974 ->  Speed:0.00 km/hr 
00:00:19.079 ->  Battery :0.58 V
00:00:19.127 ->  Speed:0.00 km/hr 
00:00:19.230 ->  Battery :0.58 V
00:00:19.278 ->  Speed:0.00 km/hr 
00:00:19.381 ->  Battery :0.60 V
00:00:19.429 ->  Speed:0.00 km/hr 
00:00:19.532 ->  Battery :0.60 V
00:00:19.580 ->  Speed:0.00 km/hr 
00:00:19.683 ->  Battery :0.58 V
00:00:19.731 ->  Speed:0.00 km/hr 
