00:00:03.288 ->  SD OK~
00:00:03.373 ->  BREAK STOP~
00:00:03.635 ->  Controller Err~
00:00:04.898 ->  START~
00:00:04.959 ->  ERROR OCCUR  ~
00:00:05.019 ->  BREAK STOP  ~
00:00:05.082 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:05.142 ->  ERROR OCCUR  ~
00:00:05.202 ->  BREAK STOP  ~
00:00:05.265 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.325 ->  ERROR OCCUR  ~
00:00:05.386 ->  BREAK STOP  ~
00:00:05.448 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.509 ->  ERROR OCCUR  ~
00:00:05.571 ->  BREAK STOP  ~
00:00:05.634 ->  (110,109,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.694 ->  ERROR OCCUR  ~
00:00:05.754 ->  BREAK STOP  ~
00:00:05.817 ->  (111,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.878 ->  ERROR OCCUR  ~
00:00:05.939 ->  BREAK STOP  ~
00:00:06.001 ->  (109,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.062 ->  ERROR OCCUR  ~
00:00:06.122 ->  BREAK STOP  ~
00:00:06.182 ->  ERROR OCCUR  ~
00:00:06.243 ->  BREAK STOP  ~
00:00:06.305 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.369 ->  ERROR OCCUR  ~
00:00:06.429 ->  BREAK STOP  ~
00:00:06.492 ->  (109,108,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:06.552 ->  ERROR OCCUR  ~
00:00:06.612 ->  BREAK STOP  ~
00:00:06.675 ->  (110,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.736 ->  ERROR OCCUR  ~
00:00:06.796 ->  BREAK STOP  ~
00:00:06.859 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.920 ->  ERROR OCCUR  ~
00:00:06.980 ->  BREAK STOP  ~
00:00:07.043 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.106 ->  ERROR OCCUR  ~
00:00:07.166 ->  BREAK STOP  ~
00:00:07.227 ->  ERROR OCCUR  ~
00:00:07.287 ->  BREAK STOP  ~
00:00:07.348 ->  ERROR OCCUR  ~
00:00:07.408 ->  BREAK STOP  ~
00:00:07.470 ->  ERROR OCCUR  ~
00:00:07.529 ->  BREAK STOP  ~
00:00:07.589 ->  ERROR OCCUR  ~
00:00:07.650 ->  BREAK STOP  ~
00:00:07.712 ->  (111,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.774 ->  ERROR OCCUR  ~
00:00:07.834 ->  BREAK STOP  ~
00:00:07.897 ->  (109,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.960 ->  ERROR OCCUR  ~
00:00:08.019 ->  BREAK STOP  ~
00:00:08.083 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.143 ->  ERROR OCCUR  ~
00:00:08.204 ->  BREAK STOP  ~
00:00:08.264 ->  ERROR OCCUR  ~
00:00:08.325 ->  BREAK STOP  ~
00:00:08.387 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.449 ->  ERROR OCCUR  ~
00:00:08.508 ->  BREAK STOP  ~
00:00:08.571 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.632 ->  ERROR OCCUR  ~
00:00:08.694 ->  BREAK STOP  ~
00:00:08.756 ->  ERROR OCCUR  ~
