00:00:02.764 ->  SD OK
00:00:02.807 ->  BREAK STOP
00:00:03.060 ->  Controller Set
00:00:04.819 ->  START
00:00:04.854 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.897 ->  Battery :0.85 V
00:00:04.954 ->  Speed:0.00 km/hr 
00:00:04.987 ->  Battery :0.85 V
00:00:05.044 ->  Speed:0.00 km/hr 
00:00:05.079 ->  Battery :0.85 V
00:00:05.135 ->  Speed:0.00 km/hr 
00:00:05.170 ->  Battery :0.83 V
00:00:05.226 ->  Speed:0.00 km/hr 
00:00:05.261 ->  Battery :0.83 V
00:00:05.317 ->  Speed:0.00 km/hr 
00:00:05.353 ->  Battery :0.85 V
00:00:05.409 ->  Speed:0.00 km/hr 
00:00:05.443 ->  Battery :0.85 V
00:00:05.499 ->  Speed:0.00 km/hr 
00:00:05.534 ->  Battery :0.85 V
00:00:05.591 ->  Speed:0.00 km/hr 
00:00:05.625 ->  Battery :0.85 V
00:00:05.682 ->  Speed:0.00 km/hr 
00:00:05.716 ->  Battery :0.85 V
00:00:05.773 ->  Speed:0.00 km/hr 
00:00:05.808 ->  Battery :0.86 V
00:00:05.864 ->  Speed:0.00 km/hr 
00:00:05.899 ->  Battery :0.85 V
00:00:05.955 ->  Speed:0.00 km/hr 
00:00:05.990 ->  Battery :0.85 V
00:00:06.049 ->  Speed:0.00 km/hr 
00:00:06.083 ->  Battery :0.82 V
00:00:06.139 ->  Speed:0.00 km/hr 
00:00:06.173 ->  Battery :0.86 V
00:00:06.230 ->  Speed:0.00 km/hr 
00:00:06.264 ->  Battery :0.86 V
00:00:06.321 ->  Speed:0.00 km/hr 
00:00:06.355 ->  Battery :0.76 V
00:00:06.412 ->  Speed:0.00 km/hr 
00:00:06.447 ->  Battery :0.87 V
00:00:06.503 ->  Speed:0.00 km/hr 
00:00:06.538 ->  Battery :0.87 V
00:00:06.594 ->  Speed:0.00 km/hr 
00:00:06.645 ->  Battery :0.85 V
00:00:06.702 ->  Speed:0.00 km/hr 
00:00:06.796 ->  Battery :0.86 V
00:00:06.852 ->  Speed:0.00 km/hr 
00:00:06.947 ->  Battery :0.86 V
00:00:07.004 ->  Speed:0.00 km/hr 
00:00:07.098 ->  Battery :0.86 V
00:00:07.154 ->  Speed:0.00 km/hr 
00:00:07.249 ->  Battery :0.86 V
00:00:07.306 ->  Speed:0.00 km/hr 
00:00:07.400 ->  Battery :0.85 V
00:00:07.456 ->  Speed:0.00 km/hr 
00:00:07.552 ->  Battery :0.85 V
00:00:07.608 ->  Speed:0.00 km/hr 
00:00:07.702 ->  Battery :0.86 V
00:00:07.758 ->  Speed:0.00 km/hr 
00:00:07.854 ->  Battery :0.83 V
00:00:07.910 ->  Speed:0.00 km/hr 
00:00:08.004 ->  Battery :0.83 V
00:00:08.060 ->  Speed:0.00 km/hr 
00:00:08.156 ->  Battery :0.86 V
00:00:08.212 ->  Speed:0.00 km/hr 
00:00:08.306 ->  Battery :0.83 V
00:00:08.363 ->  Speed:0.00 km/hr 
00:00:08.458 ->  Battery :0.85 V
00:00:08.514 ->  Speed:0.00 km/hr 
00:00:08.609 ->  Battery :0.85 V
00:00:08.666 ->  Speed:0.00 km/hr 
00:00:08.760 ->  Battery :0.85 V
00:00:08.816 ->  Speed:0.00 km/hr 
00:00:08.911 ->  Battery :0.86 V
00:00:08.971 ->  Speed:0.00 km/hr 
00:00:09.062 ->  Battery :0.86 V
00:00:09.118 ->  Speed:0.00 km/hr 
00:00:09.213 ->  Battery :0.85 V
00:00:09.270 ->  Speed:0.00 km/hr 
00:00:09.364 ->  Battery :0.86 V
00:00:09.420 ->  Speed:0.00 km/hr 
00:00:09.516 ->  Battery :0.86 V
00:00:09.572 ->  Speed:0.00 km/hr 
00:00:09.666 ->  Battery :0.85 V
00:00:09.722 ->  Speed:0.00 km/hr 
00:00:09.818 ->  Battery :0.86 V
00:00:09.874 ->  Speed:0.00 km/hr 
00:00:09.968 ->  Battery :0.87 V
00:00:10.024 ->  Speed:0.00 km/hr 
00:00:10.120 ->  Battery :0.85 V
00:00:10.177 ->  Speed:0.00 km/hr 
00:00:10.270 ->  Battery :0.85 V
00:00:10.327 ->  Speed:0.00 km/hr 
00:00:10.421 ->  Battery :0.85 V
00:00:10.477 ->  Speed:0.00 km/hr 
00:00:10.572 ->  Battery :0.85 V
00:00:10.629 ->  Speed:0.00 km/hr 
00:00:10.723 ->  Battery :0.85 V
00:00:10.779 ->  Speed:0.00 km/hr 
00:00:10.874 ->  Battery :0.85 V
00:00:10.931 ->  Speed:0.00 km/hr 
00:00:11.025 ->  Battery :0.85 V
00:00:11.081 ->  Speed:0.00 km/hr 
00:00:11.176 ->  Battery :0.86 V
00:00:11.233 ->  Speed:0.00 km/hr 
00:00:11.328 ->  Battery :0.85 V
00:00:11.383 ->  Speed:0.00 km/hr 
00:00:11.480 ->  Battery :0.86 V
00:00:11.536 ->  Speed:0.00 km/hr 
00:00:11.630 ->  Battery :0.86 V
00:00:11.685 ->  Speed:0.00 km/hr 
00:00:11.782 ->  Battery :0.86 V
00:00:11.838 ->  Speed:0.00 km/hr 
00:00:11.932 ->  Battery :0.86 V
00:00:11.988 ->  Speed:0.00 km/hr 
00:00:12.084 ->  Battery :0.86 V
00:00:12.140 ->  Speed:0.00 km/hr 
00:00:12.234 ->  Battery :0.86 V
00:00:12.293 ->  Speed:0.00 km/hr 
00:00:12.385 ->  Battery :0.87 V
00:00:12.441 ->  Speed:0.00 km/hr 
00:00:12.536 ->  Battery :0.86 V
00:00:12.593 ->  Speed:0.00 km/hr 
00:00:12.687 ->  Battery :0.85 V
00:00:12.743 ->  Speed:0.00 km/hr 
00:00:12.838 ->  Battery :0.85 V
00:00:12.895 ->  Speed:0.00 km/hr 
00:00:12.989 ->  Battery :0.83 V
00:00:13.045 ->  Speed:0.00 km/hr 
00:00:13.140 ->  Battery :0.85 V
00:00:13.197 ->  Speed:0.00 km/hr 
00:00:13.291 ->  Battery :0.86 V
00:00:13.349 ->  Speed:0.00 km/hr 
00:00:13.443 ->  Battery :0.85 V
00:00:13.499 ->  Speed:0.00 km/hr 
00:00:13.593 ->  Battery :0.86 V
00:00:13.649 ->  Speed:0.00 km/hr 
00:00:13.745 ->  Battery :0.85 V
00:00:13.801 ->  Speed:0.00 km/hr 
00:00:13.895 ->  Battery :0.86 V
00:00:13.952 ->  Speed:0.00 km/hr 
00:00:14.047 ->  Battery :0.86 V
00:00:14.103 ->  Speed:0.00 km/hr 
00:00:14.197 ->  Battery :0.86 V
00:00:14.254 ->  Speed:0.00 km/hr 
00:00:14.348 ->  Battery :0.86 V
00:00:14.404 ->  Speed:0.00 km/hr 
00:00:14.499 ->  Battery :0.86 V
00:00:14.556 ->  Speed:0.00 km/hr 
00:00:14.650 ->  Battery :0.85 V
00:00:14.706 ->  Speed:0.00 km/hr 
00:00:14.801 ->  Battery :0.86 V
00:00:14.858 ->  Speed:0.00 km/hr 
00:00:14.952 ->  Battery :0.86 V
00:00:15.008 ->  Speed:0.00 km/hr 
00:00:15.104 ->  Battery :0.85 V
00:00:15.160 ->  Speed:0.00 km/hr 
00:00:15.254 ->  Battery :0.85 V
00:00:15.310 ->  Speed:0.00 km/hr 
00:00:15.406 ->  Battery :0.83 V
00:00:15.462 ->  Speed:0.00 km/hr 
00:00:15.556 ->  Battery :0.86 V
00:00:15.616 ->  Speed:0.00 km/hr 
00:00:15.708 ->  Battery :0.86 V
00:00:15.764 ->  Speed:0.00 km/hr 
00:00:15.858 ->  Battery :0.85 V
00:00:15.915 ->  Speed:0.00 km/hr 
00:00:16.010 ->  Battery :0.86 V
00:00:16.066 ->  Speed:0.00 km/hr 
00:00:16.160 ->  Battery :0.86 V
00:00:16.218 ->  Speed:0.00 km/hr 
00:00:16.311 ->  Battery :0.85 V
00:00:16.367 ->  Speed:0.00 km/hr 
00:00:16.463 ->  Battery :0.86 V
00:00:16.520 ->  Speed:0.00 km/hr 
00:00:16.614 ->  Battery :0.87 V
00:00:16.672 ->  Speed:0.00 km/hr 
00:00:16.765 ->  Battery :0.86 V
00:00:16.822 ->  Speed:0.00 km/hr 
00:00:16.916 ->  Battery :0.86 V
00:00:16.972 ->  Speed:0.00 km/hr 
00:00:17.068 ->  Battery :0.86 V
00:00:17.124 ->  Speed:0.00 km/hr 
00:00:17.218 ->  Battery :0.86 V
00:00:17.274 ->  Speed:0.00 km/hr 
00:00:17.370 ->  Battery :0.85 V
00:00:17.426 ->  Speed:0.00 km/hr 
00:00:17.520 ->  Battery :0.85 V
00:00:17.576 ->  Speed:0.00 km/hr 
00:00:17.672 ->  Battery :0.85 V
00:00:17.728 ->  Speed:0.00 km/hr 
00:00:17.822 ->  Battery :0.86 V
00:00:17.879 ->  Speed:0.00 km/hr 
00:00:17.974 ->  Battery :0.85 V
00:00:18.030 ->  Speed:0.00 km/hr 
00:00:18.124 ->  Battery :0.86 V
00:00:18.181 ->  Speed:0.00 km/hr 
00:00:18.275 ->  Battery :0.86 V
00:00:18.331 ->  Speed:0.00 km/hr 
00:00:18.426 ->  Battery :0.86 V
00:00:18.483 ->  Speed:0.00 km/hr 
00:00:18.577 ->  Battery :0.86 V
00:00:18.633 ->  Speed:0.00 km/hr 
00:00:18.728 ->  Battery :0.85 V
00:00:18.785 ->  Speed:0.00 km/hr 
00:00:18.879 ->  Battery :0.86 V
00:00:18.933 ->  Speed:0.00 km/hr 
00:00:19.031 ->  Battery :0.87 V
00:00:19.087 ->  Speed:0.00 km/hr 
00:00:19.181 ->  Battery :0.85 V
00:00:19.237 ->  Speed:0.00 km/hr 
00:00:19.333 ->  Battery :0.86 V
