00:00:02.698 ->  SD OK
00:00:02.725 ->  BREAK STOP
00:00:02.967 ->  Controller Set
00:00:04.716 ->  START
00:00:04.740 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.772 ->  Battery :12.11 V
00:00:04.815 ->  Speed:0.00 km/hr 
00:00:04.862 ->  Battery :12.09 V
00:00:04.907 ->  Speed:0.00 km/hr 
00:00:04.954 ->  Battery :12.14 V
00:00:04.998 ->  Speed:0.00 km/hr 
00:00:05.045 ->  Battery :12.14 V
00:00:05.089 ->  Speed:0.00 km/hr 
00:00:05.135 ->  Battery :12.14 V
00:00:05.179 ->  Speed:0.00 km/hr 
00:00:05.227 ->  Battery :12.15 V
00:00:05.270 ->  Speed:0.00 km/hr 
00:00:05.318 ->  Battery :12.15 V
00:00:05.361 ->  Speed:0.00 km/hr 
00:00:05.408 ->  Battery :12.14 V
00:00:05.452 ->  Speed:0.00 km/hr 
00:00:05.499 ->  Battery :12.17 V
00:00:05.543 ->  Speed:0.00 km/hr 
00:00:05.591 ->  Battery :12.17 V
00:00:05.635 ->  Speed:0.00 km/hr 
00:00:05.683 ->  Battery :12.19 V
00:00:05.726 ->  Speed:0.00 km/hr 
00:00:05.773 ->  Battery :12.15 V
00:00:05.816 ->  Speed:0.00 km/hr 
00:00:05.863 ->  Battery :12.17 V
00:00:05.910 ->  Speed:0.00 km/hr 
00:00:05.955 ->  Battery :12.09 V
00:00:05.998 ->  Speed:0.00 km/hr 
00:00:06.045 ->  Battery :12.15 V
00:00:06.089 ->  Speed:0.00 km/hr 
00:00:06.173 ->  Battery :12.17 V
00:00:06.216 ->  Speed:0.00 km/hr 
00:00:06.324 ->  Battery :12.11 V
00:00:06.368 ->  Speed:0.00 km/hr 
00:00:06.475 ->  Battery :12.09 V
00:00:06.518 ->  Speed:0.00 km/hr 
00:00:06.627 ->  Battery :12.11 V
00:00:06.670 ->  Speed:0.00 km/hr 
00:00:06.777 ->  Battery :12.14 V
00:00:06.823 ->  Speed:0.00 km/hr 
00:00:06.928 ->  Battery :12.12 V
00:00:06.971 ->  Speed:0.00 km/hr 
00:00:07.079 ->  Battery :12.14 V
00:00:07.122 ->  Speed:0.00 km/hr 
00:00:07.230 ->  Battery :12.14 V
00:00:07.273 ->  Speed:0.00 km/hr 
00:00:07.382 ->  Battery :12.14 V
00:00:07.425 ->  Speed:0.00 km/hr 
00:00:07.532 ->  Battery :12.15 V
00:00:07.575 ->  Speed:0.00 km/hr 
00:00:07.684 ->  Battery :12.15 V
00:00:07.727 ->  Speed:0.00 km/hr 
00:00:07.834 ->  Battery :12.15 V
00:00:07.880 ->  Speed:0.00 km/hr 
00:00:07.986 ->  Battery :12.14 V
00:00:08.030 ->  Speed:0.00 km/hr 
00:00:08.136 ->  Battery :12.15 V
00:00:08.179 ->  Speed:0.00 km/hr 
00:00:08.288 ->  Battery :12.15 V
00:00:08.332 ->  Speed:0.00 km/hr 
00:00:08.438 ->  Battery :12.14 V
00:00:08.482 ->  Speed:0.00 km/hr 
00:00:08.590 ->  Battery :12.14 V
00:00:08.634 ->  Speed:0.00 km/hr 
00:00:08.740 ->  Battery :12.15 V
00:00:08.784 ->  Speed:0.00 km/hr 
00:00:08.891 ->  Battery :12.11 V
00:00:08.935 ->  Speed:0.00 km/hr 
00:00:09.042 ->  Battery :12.09 V
00:00:09.086 ->  Speed:0.00 km/hr 
00:00:09.193 ->  Battery :12.12 V
00:00:09.237 ->  Speed:0.00 km/hr 
00:00:09.345 ->  Battery :12.11 V
00:00:09.389 ->  Speed:0.00 km/hr 
00:00:09.495 ->  Battery :12.15 V
00:00:09.539 ->  Speed:0.00 km/hr 
00:00:09.647 ->  Battery :12.12 V
00:00:09.691 ->  Speed:0.00 km/hr 
00:00:09.797 ->  Battery :12.14 V
