00:00:02.708 ->  SD OK
00:00:02.740 ->  BREAK STOP
00:00:02.984 ->  Controller Set
00:00:04.736 ->  START
00:00:04.763 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.798 ->  Battery :12.37 V
00:00:04.845 ->  Speed:0.00 km/hr 
00:00:04.888 ->  Battery :12.37 V
00:00:04.935 ->  Speed:0.00 km/hr 
00:00:04.979 ->  Battery :12.37 V
00:00:05.026 ->  Speed:0.00 km/hr 
00:00:05.070 ->  Battery :12.37 V
00:00:05.117 ->  Speed:0.00 km/hr 
00:00:05.161 ->  Battery :12.37 V
00:00:05.209 ->  Speed:0.00 km/hr 
00:00:05.253 ->  Battery :12.37 V
00:00:05.300 ->  Speed:0.00 km/hr 
00:00:05.344 ->  Battery :12.37 V
00:00:05.391 ->  Speed:0.00 km/hr 
00:00:05.435 ->  Battery :12.40 V
00:00:05.481 ->  Speed:0.00 km/hr 
00:00:05.525 ->  Battery :12.44 V
00:00:05.572 ->  Speed:0.00 km/hr 
00:00:05.616 ->  Battery :12.43 V
00:00:05.663 ->  Speed:0.00 km/hr 
00:00:05.707 ->  Battery :12.41 V
00:00:05.754 ->  Speed:0.00 km/hr 
00:00:05.798 ->  Battery :12.36 V
00:00:05.846 ->  Speed:0.00 km/hr 
00:00:05.890 ->  Battery :12.41 V
00:00:05.939 ->  Speed:0.00 km/hr 
00:00:05.981 ->  Battery :12.43 V
00:00:06.028 ->  Speed:0.00 km/hr 
00:00:06.085 ->  Battery :12.37 V
00:00:06.132 ->  Speed:0.00 km/hr 
00:00:06.237 ->  Battery :12.36 V
00:00:06.284 ->  Speed:0.00 km/hr 
00:00:06.387 ->  Battery :12.37 V
00:00:06.434 ->  Speed:0.00 km/hr 
00:00:06.538 ->  Battery :12.37 V
00:00:06.585 ->  Speed:0.00 km/hr 
00:00:06.689 ->  Battery :12.36 V
00:00:06.736 ->  Speed:0.00 km/hr 
00:00:06.840 ->  Battery :12.36 V
00:00:06.889 ->  Speed:0.00 km/hr 
00:00:06.991 ->  Battery :12.37 V
00:00:07.038 ->  Speed:0.00 km/hr 
00:00:07.142 ->  Battery :12.37 V
00:00:07.189 ->  Speed:0.00 km/hr 
00:00:07.293 ->  Battery :12.37 V
00:00:07.341 ->  Speed:0.00 km/hr 
00:00:07.444 ->  Battery :12.37 V
00:00:07.491 ->  Speed:0.00 km/hr 
00:00:07.596 ->  Battery :12.37 V
00:00:07.643 ->  Speed:0.00 km/hr 
00:00:07.746 ->  Battery :12.34 V
00:00:07.793 ->  Speed:0.00 km/hr 
00:00:07.898 ->  Battery :12.36 V
00:00:07.948 ->  Speed:0.00 km/hr 
00:00:08.048 ->  Battery :12.36 V
00:00:08.095 ->  Speed:0.00 km/hr 
00:00:08.200 ->  Battery :12.37 V
00:00:08.247 ->  Speed:0.00 km/hr 
00:00:08.350 ->  Battery :12.37 V
00:00:08.397 ->  Speed:0.00 km/hr 
00:00:08.502 ->  Battery :12.37 V
00:00:08.548 ->  Speed:0.00 km/hr 
00:00:08.653 ->  Battery :12.37 V
00:00:08.699 ->  Speed:0.00 km/hr 
00:00:08.804 ->  Battery :12.36 V
00:00:08.850 ->  Speed:0.00 km/hr 
00:00:08.955 ->  Battery :12.37 V
00:00:09.001 ->  Speed:0.00 km/hr 
00:00:09.106 ->  Battery :12.37 V
00:00:09.152 ->  Speed:0.00 km/hr 
00:00:09.257 ->  Battery :12.36 V
00:00:09.304 ->  Speed:0.00 km/hr 
00:00:09.408 ->  Battery :12.36 V
00:00:09.454 ->  Speed:0.00 km/hr 
00:00:09.560 ->  Battery :12.37 V
00:00:09.606 ->  Speed:0.00 km/hr 
00:00:09.710 ->  Battery :12.37 V
00:00:09.756 ->  Speed:0.00 km/hr 
00:00:09.862 ->  Battery :12.37 V
00:00:09.908 ->  Speed:0.00 km/hr 
00:00:10.012 ->  Battery :12.37 V
00:00:10.058 ->  Speed:0.00 km/hr 
00:00:10.164 ->  Battery :12.36 V
00:00:10.210 ->  Speed:0.00 km/hr 
00:00:10.314 ->  Battery :12.36 V
00:00:10.361 ->  Speed:0.00 km/hr 
00:00:10.465 ->  Battery :12.37 V
00:00:10.512 ->  Speed:0.00 km/hr 
00:00:10.616 ->  Battery :12.37 V
00:00:10.663 ->  Speed:0.00 km/hr 
00:00:10.767 ->  Battery :12.37 V
00:00:10.813 ->  Speed:0.00 km/hr 
00:00:10.918 ->  Battery :12.37 V
00:00:10.966 ->  Speed:0.00 km/hr 
00:00:11.069 ->  Battery :12.37 V
00:00:11.116 ->  Speed:0.00 km/hr 
00:00:11.220 ->  Battery :12.37 V
