00:00:02.698 ->  SD OK
00:00:02.726 ->  BREAK STOP
00:00:02.967 ->  Controller Set
00:00:04.717 ->  START
00:00:04.741 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:05.957 ->  Battery :12.12 V
00:00:06.001 ->  Speed:0.34 km/hr 
00:00:08.335 ->  Battery :12.12 V
00:00:08.379 ->  Speed:0.00 km/hr 
00:00:12.290 ->  Battery :12.12 V
00:00:12.334 ->  Speed:0.97 km/hr 
00:00:12.443 ->  Battery :12.14 V
00:00:12.487 ->  Speed:0.99 km/hr 
00:00:12.594 ->  Battery :12.09 V
00:00:12.638 ->  Speed:0.00 km/hr 
00:00:12.745 ->  Battery :12.12 V
00:00:12.789 ->  Speed:0.00 km/hr 
00:00:12.896 ->  Battery :12.14 V
00:00:12.940 ->  Speed:0.87 km/hr 
00:00:13.047 ->  Battery :12.14 V
00:00:13.091 ->  Speed:0.87 km/hr 
00:00:13.198 ->  Battery :12.14 V
00:00:13.242 ->  Speed:0.86 km/hr 
00:00:13.349 ->  Battery :12.11 V
00:00:13.393 ->  Speed:0.81 km/hr 
00:00:13.500 ->  Battery :12.14 V
00:00:13.544 ->  Speed:0.81 km/hr 
00:00:13.650 ->  Battery :12.12 V
00:00:13.694 ->  Speed:0.74 km/hr 
00:00:13.802 ->  Battery :12.12 V
00:00:13.849 ->  Speed:0.74 km/hr 
00:00:13.953 ->  Battery :12.12 V
00:00:13.997 ->  Speed:0.69 km/hr 
00:00:14.104 ->  Battery :12.12 V
00:00:14.148 ->  Speed:0.69 km/hr 
00:00:14.255 ->  Battery :12.11 V
00:00:14.299 ->  Speed:0.64 km/hr 
00:00:14.406 ->  Battery :12.12 V
00:00:14.450 ->  Speed:0.64 km/hr 
00:00:14.557 ->  Battery :12.11 V
00:00:14.601 ->  Speed:0.64 km/hr 
00:00:14.708 ->  Battery :12.12 V
00:00:14.752 ->  Speed:0.56 km/hr 
00:00:14.859 ->  Battery :12.12 V
00:00:14.906 ->  Speed:0.56 km/hr 
00:00:15.010 ->  Battery :12.09 V
00:00:15.054 ->  Speed:0.00 km/hr 
00:00:15.161 ->  Battery :12.14 V
00:00:15.205 ->  Speed:0.00 km/hr 
00:00:15.312 ->  Battery :12.12 V
00:00:15.356 ->  Speed:0.00 km/hr 
00:00:15.465 ->  Battery :12.11 V
00:00:15.508 ->  Speed:0.00 km/hr 
