00:00:03.262 ->  SD OK~
00:00:03.341 ->  BREAK STOP~
00:00:03.598 ->  Controller Err~
00:00:04.856 ->  START~
00:00:04.912 ->  ERROR OCCUR  ~
00:00:04.966 ->  BREAK STOP  ~
00:00:05.023 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:05.080 ->  ERROR OCCUR  ~
00:00:05.134 ->  BREAK STOP  ~
00:00:05.191 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.246 ->  ERROR OCCUR  ~
00:00:05.301 ->  BREAK STOP  ~
00:00:05.358 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.414 ->  ERROR OCCUR  ~
00:00:05.472 ->  BREAK STOP  ~
00:00:05.529 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.584 ->  ERROR OCCUR  ~
00:00:05.639 ->  BREAK STOP  ~
00:00:05.695 ->  ERROR OCCUR  ~
00:00:05.749 ->  BREAK STOP  ~
00:00:05.807 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.863 ->  ERROR OCCUR  ~
00:00:05.917 ->  BREAK STOP  ~
00:00:05.975 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.031 ->  ERROR OCCUR  ~
00:00:06.085 ->  BREAK STOP  ~
00:00:06.142 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.201 ->  ERROR OCCUR  ~
00:00:06.256 ->  BREAK STOP  ~
00:00:06.313 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.369 ->  ERROR OCCUR  ~
00:00:06.424 ->  BREAK STOP  ~
00:00:06.481 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.537 ->  ERROR OCCUR  ~
00:00:06.591 ->  BREAK STOP  ~
00:00:06.648 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.705 ->  ERROR OCCUR  ~
00:00:06.759 ->  BREAK STOP  ~
00:00:06.816 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.875 ->  ERROR OCCUR  ~
00:00:06.930 ->  BREAK STOP  ~
00:00:06.985 ->  ERROR OCCUR  ~
00:00:07.041 ->  BREAK STOP  ~
00:00:07.096 ->  ERROR OCCUR  ~
00:00:07.150 ->  BREAK STOP  ~
00:00:07.206 ->  ERROR OCCUR  ~
00:00:07.261 ->  BREAK STOP  ~
00:00:07.318 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
