00:00:02.717 ->  SD OK
00:00:02.754 ->  BREAK STOP
00:00:03.002 ->  Controller Set
00:00:04.756 ->  START
00:00:04.786 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:04.824 ->  Battery :12.21 V
00:00:04.873 ->  Speed:0.00 km/hr 
00:00:04.914 ->  Battery :12.31 V
00:00:04.963 ->  Speed:0.00 km/hr 
00:00:05.005 ->  Battery :12.33 V
00:00:05.054 ->  Speed:0.00 km/hr 
00:00:05.095 ->  Battery :12.33 V
00:00:05.144 ->  Speed:0.00 km/hr 
00:00:05.186 ->  Battery :12.34 V
00:00:05.235 ->  Speed:0.00 km/hr 
00:00:05.277 ->  Battery :12.33 V
00:00:05.326 ->  Speed:0.00 km/hr 
00:00:05.368 ->  Battery :12.33 V
00:00:05.417 ->  Speed:0.00 km/hr 
00:00:05.459 ->  Battery :12.36 V
00:00:05.509 ->  Speed:0.00 km/hr 
00:00:05.551 ->  Battery :12.33 V
00:00:05.600 ->  Speed:0.00 km/hr 
00:00:05.642 ->  Battery :12.37 V
00:00:05.691 ->  Speed:0.00 km/hr 
00:00:05.733 ->  Battery :12.39 V
00:00:05.782 ->  Speed:0.00 km/hr 
00:00:05.823 ->  Battery :12.40 V
00:00:05.872 ->  Speed:0.00 km/hr 
00:00:05.914 ->  Battery :12.39 V
00:00:05.966 ->  Speed:0.00 km/hr 
00:00:06.005 ->  Battery :12.37 V
00:00:06.054 ->  Speed:0.00 km/hr 
00:00:06.113 ->  Battery :12.28 V
00:00:06.162 ->  Speed:0.00 km/hr 
00:00:06.264 ->  Battery :12.33 V
00:00:06.313 ->  Speed:0.00 km/hr 
00:00:06.415 ->  Battery :12.31 V
00:00:06.464 ->  Speed:0.00 km/hr 
00:00:06.566 ->  Battery :12.31 V
00:00:06.616 ->  Speed:0.00 km/hr 
00:00:06.717 ->  Battery :12.31 V
00:00:06.766 ->  Speed:0.00 km/hr 
00:00:06.868 ->  Battery :12.31 V
00:00:06.921 ->  Speed:0.00 km/hr 
00:00:07.019 ->  Battery :12.30 V
00:00:07.068 ->  Speed:0.00 km/hr 
00:00:07.171 ->  Battery :12.28 V
00:00:07.220 ->  Speed:0.00 km/hr 
00:00:07.321 ->  Battery :12.31 V
00:00:07.370 ->  Speed:0.00 km/hr 
00:00:07.473 ->  Battery :12.33 V
00:00:07.522 ->  Speed:0.00 km/hr 
00:00:07.623 ->  Battery :12.33 V
00:00:07.672 ->  Speed:0.00 km/hr 
00:00:07.774 ->  Battery :12.33 V
00:00:07.823 ->  Speed:0.00 km/hr 
00:00:07.925 ->  Battery :12.33 V
00:00:07.977 ->  Speed:0.00 km/hr 
00:00:08.076 ->  Battery :12.33 V
00:00:08.125 ->  Speed:0.00 km/hr 
00:00:08.227 ->  Battery :12.33 V
00:00:08.276 ->  Speed:0.00 km/hr 
00:00:08.378 ->  Battery :12.40 V
00:00:08.427 ->  Speed:0.00 km/hr 
00:00:08.529 ->  Battery :12.33 V
00:00:08.580 ->  Speed:0.00 km/hr 
00:00:08.680 ->  Battery :12.31 V
00:00:08.729 ->  Speed:0.00 km/hr 
00:00:08.832 ->  Battery :12.31 V
00:00:08.907 ->  Speed:0.00 km/hr 
00:00:08.982 ->  Battery :12.31 V
00:00:09.031 ->  Speed:0.00 km/hr 
00:00:09.134 ->  Battery :12.31 V
00:00:09.184 ->  Speed:0.00 km/hr 
00:00:09.285 ->  Battery :12.33 V
00:00:09.334 ->  Speed:0.00 km/hr 
00:00:09.436 ->  Battery :12.31 V
00:00:09.486 ->  Speed:0.00 km/hr 
00:00:09.587 ->  Battery :12.31 V
00:00:09.636 ->  Speed:0.00 km/hr 
00:00:09.738 ->  Battery :12.31 V
00:00:09.787 ->  Speed:0.00 km/hr 
00:00:09.889 ->  Battery :12.31 V
00:00:09.938 ->  Speed:0.00 km/hr 
00:00:10.040 ->  Battery :12.33 V
00:00:10.089 ->  Speed:0.00 km/hr 
00:00:10.191 ->  Battery :12.33 V
00:00:10.241 ->  Speed:0.00 km/hr 
00:00:10.342 ->  Battery :12.33 V
00:00:10.391 ->  Speed:0.00 km/hr 
00:00:10.493 ->  Battery :12.33 V
00:00:10.543 ->  Speed:0.00 km/hr 
00:00:10.644 ->  Battery :12.33 V
00:00:10.693 ->  Speed:0.00 km/hr 
00:00:10.796 ->  Battery :12.33 V
00:00:10.845 ->  Speed:0.00 km/hr 
00:00:10.946 ->  Battery :12.33 V
00:00:10.995 ->  Speed:0.00 km/hr 
00:00:11.098 ->  Battery :12.33 V
00:00:11.147 ->  Speed:0.00 km/hr 
00:00:11.248 ->  Battery :12.33 V
00:00:11.299 ->  Speed:0.00 km/hr 
00:00:11.400 ->  Battery :12.33 V
00:00:11.449 ->  Speed:0.00 km/hr 
00:00:11.551 ->  Battery :12.31 V
00:00:11.600 ->  Speed:0.00 km/hr 
00:00:11.702 ->  Battery :12.31 V
00:00:11.751 ->  Speed:0.00 km/hr 
00:00:11.853 ->  Battery :12.30 V
00:00:11.902 ->  Speed:0.00 km/hr 
00:00:12.004 ->  Battery :12.36 V
00:00:12.053 ->  Speed:0.00 km/hr 
00:00:12.155 ->  Battery :12.31 V
00:00:12.205 ->  Speed:0.00 km/hr 
00:00:12.306 ->  Battery :12.33 V
00:00:12.357 ->  Speed:0.00 km/hr 
00:00:12.457 ->  Battery :12.33 V
00:00:12.507 ->  Speed:0.00 km/hr 
00:00:12.608 ->  Battery :12.33 V
00:00:12.657 ->  Speed:0.00 km/hr 
00:00:12.760 ->  Battery :12.33 V
00:00:12.809 ->  Speed:0.00 km/hr 
00:00:12.910 ->  Battery :12.33 V
00:00:12.959 ->  Speed:0.00 km/hr 
00:00:13.062 ->  Battery :12.33 V
00:00:13.111 ->  Speed:0.00 km/hr 
00:00:13.212 ->  Battery :12.33 V
00:00:13.261 ->  Speed:0.00 km/hr 
00:00:13.363 ->  Battery :12.33 V
