00:00:02.698 ->  SD OK
00:00:02.726 ->  BREAK STOP
00:00:02.968 ->  Controller Set
00:00:04.717 ->  START
00:00:04.741 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:11.862 ->  Battery :12.12 V
00:00:11.906 ->  Speed:0.99 km/hr 
00:00:12.029 ->  Battery :12.15 V
00:00:12.073 ->  Speed:0.95 km/hr 
00:00:12.189 ->  Battery :12.14 V
00:00:12.233 ->  Speed:0.95 km/hr 
00:00:12.340 ->  Battery :12.12 V
00:00:12.384 ->  Speed:0.91 km/hr 
00:00:12.491 ->  Battery :12.14 V
00:00:12.535 ->  Speed:0.91 km/hr 
00:00:12.642 ->  Battery :12.14 V
00:00:12.686 ->  Speed:0.83 km/hr 
00:00:12.793 ->  Battery :12.12 V
00:00:12.837 ->  Speed:0.88 km/hr 
00:00:12.944 ->  Battery :12.14 V
00:00:12.988 ->  Speed:0.88 km/hr 
00:00:13.095 ->  Battery :12.12 V
00:00:13.139 ->  Speed:0.81 km/hr 
00:00:13.246 ->  Battery :12.09 V
00:00:13.290 ->  Speed:0.81 km/hr 
00:00:13.398 ->  Battery :12.09 V
00:00:13.442 ->  Speed:0.76 km/hr 
00:00:13.548 ->  Battery :12.12 V
00:00:13.592 ->  Speed:0.76 km/hr 
00:00:13.699 ->  Battery :12.12 V
00:00:13.746 ->  Speed:0.68 km/hr 
00:00:13.850 ->  Battery :12.11 V
00:00:13.894 ->  Speed:0.68 km/hr 
00:00:14.001 ->  Battery :12.12 V
00:00:14.045 ->  Speed:0.64 km/hr 
00:00:14.152 ->  Battery :12.14 V
00:00:14.196 ->  Speed:0.64 km/hr 
00:00:14.303 ->  Battery :12.12 V
00:00:14.347 ->  Speed:0.56 km/hr 
00:00:14.454 ->  Battery :12.15 V
00:00:14.498 ->  Speed:0.56 km/hr 
00:00:14.605 ->  Battery :12.12 V
00:00:14.649 ->  Speed:0.56 km/hr 
00:00:14.756 ->  Battery :12.14 V
00:00:14.803 ->  Speed:0.47 km/hr 
00:00:14.907 ->  Battery :12.14 V
00:00:14.951 ->  Speed:0.47 km/hr 
00:00:15.058 ->  Battery :12.14 V
00:00:15.102 ->  Speed:0.47 km/hr 
00:00:15.209 ->  Battery :12.14 V
00:00:15.253 ->  Speed:0.47 km/hr 
00:00:15.361 ->  Battery :12.14 V
00:00:15.405 ->  Speed:0.34 km/hr 
00:00:15.511 ->  Battery :12.14 V
00:00:15.555 ->  Speed:0.34 km/hr 
00:00:15.662 ->  Battery :12.12 V
00:00:15.706 ->  Speed:0.34 km/hr 
00:00:15.813 ->  Battery :12.11 V
00:00:15.860 ->  Speed:0.34 km/hr 
00:00:15.964 ->  Battery :12.12 V
00:00:16.008 ->  Speed:0.34 km/hr 
00:00:16.116 ->  Battery :12.12 V
00:00:16.159 ->  Speed:0.34 km/hr 
00:00:16.266 ->  Battery :12.12 V
00:00:16.310 ->  Speed:0.34 km/hr 
00:00:16.418 ->  Battery :12.12 V
00:00:16.461 ->  Speed:0.00 km/hr 
00:00:16.568 ->  Battery :12.12 V
00:00:16.612 ->  Speed:0.00 km/hr 
00:00:16.720 ->  Battery :12.12 V
00:00:16.763 ->  Speed:0.00 km/hr 
00:00:16.871 ->  Battery :12.14 V
00:00:16.915 ->  Speed:0.00 km/hr 
00:00:17.022 ->  Battery :12.14 V
00:00:17.067 ->  Speed:0.00 km/hr 
00:00:17.173 ->  Battery :12.14 V
00:00:17.217 ->  Speed:0.00 km/hr 
00:00:17.325 ->  Battery :12.11 V
00:00:17.369 ->  Speed:0.00 km/hr 
00:00:17.475 ->  Battery :12.14 V
00:00:17.519 ->  Speed:0.00 km/hr 
00:00:17.626 ->  Battery :12.12 V
00:00:17.670 ->  Speed:0.00 km/hr 
00:00:17.777 ->  Battery :12.14 V
00:00:17.821 ->  Speed:0.00 km/hr 
00:00:17.928 ->  Battery :12.14 V
00:00:17.972 ->  Speed:0.00 km/hr 
00:00:18.079 ->  Battery :12.12 V
00:00:18.123 ->  Speed:0.00 km/hr 
00:00:18.230 ->  Battery :12.11 V
00:00:18.274 ->  Speed:0.00 km/hr 
00:00:18.381 ->  Battery :12.06 V
00:00:18.425 ->  Speed:0.00 km/hr 
00:00:18.532 ->  Battery :12.14 V
00:00:18.576 ->  Speed:0.00 km/hr 
00:00:18.683 ->  Battery :12.11 V
00:00:18.727 ->  Speed:0.00 km/hr 
00:00:18.834 ->  Battery :12.11 V
00:00:18.878 ->  Speed:0.00 km/hr 
00:00:18.985 ->  Battery :12.14 V
00:00:19.030 ->  Speed:0.00 km/hr 
00:00:19.136 ->  Battery :12.12 V
00:00:19.182 ->  Speed:0.00 km/hr 
00:00:19.288 ->  Battery :12.14 V
00:00:19.332 ->  Speed:0.00 km/hr 
00:00:19.439 ->  Battery :12.12 V
00:00:19.483 ->  Speed:0.00 km/hr 
00:00:19.590 ->  Battery :12.14 V
00:00:19.634 ->  Speed:0.00 km/hr 
00:00:19.741 ->  Battery :12.12 V
00:00:19.785 ->  Speed:0.00 km/hr 
00:00:19.892 ->  Battery :12.12 V
00:00:19.936 ->  Speed:0.00 km/hr 
00:00:20.043 ->  Battery :12.14 V
00:00:20.087 ->  Speed:0.00 km/hr 
00:00:20.194 ->  Battery :12.14 V
00:00:20.240 ->  Speed:0.00 km/hr 
00:00:20.345 ->  Battery :12.15 V
00:00:20.389 ->  Speed:0.00 km/hr 
00:00:20.496 ->  Battery :12.11 V
00:00:20.540 ->  Speed:0.00 km/hr 
00:00:20.647 ->  Battery :12.08 V
00:00:20.691 ->  Speed:0.00 km/hr 
00:00:20.798 ->  Battery :12.14 V
00:00:20.842 ->  Speed:0.00 km/hr 
00:00:20.950 ->  Battery :12.12 V
00:00:20.994 ->  Speed:0.00 km/hr 
00:00:21.100 ->  Battery :12.14 V
00:00:21.144 ->  Speed:0.00 km/hr 
00:00:21.251 ->  Battery :12.12 V
00:00:21.295 ->  Speed:0.00 km/hr 
00:00:21.402 ->  Battery :12.11 V
00:00:21.446 ->  Speed:0.00 km/hr 
00:00:21.553 ->  Battery :12.11 V
00:00:21.597 ->  Speed:0.00 km/hr 
00:00:21.704 ->  Battery :12.14 V
00:00:21.748 ->  Speed:0.00 km/hr 
00:00:21.856 ->  Battery :12.12 V
00:00:21.899 ->  Speed:0.00 km/hr 
00:00:22.007 ->  Battery :12.12 V
00:00:22.050 ->  Speed:0.00 km/hr 
00:00:22.158 ->  Battery :12.14 V
00:00:22.201 ->  Speed:0.00 km/hr 
00:00:22.309 ->  Battery :12.14 V
