00:00:03.276 ->  SD OK~
00:00:03.358 ->  BREAK STOP~
00:00:03.617 ->  Controller Err~
00:00:04.880 ->  START~
00:00:04.937 ->  ERROR OCCUR  ~
00:00:04.995 ->  BREAK STOP  ~
00:00:05.055 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:05.113 ->  ERROR OCCUR  ~
00:00:05.171 ->  BREAK STOP  ~
00:00:05.231 ->  (110,123,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:05.289 ->  ERROR OCCUR  ~
00:00:05.347 ->  BREAK STOP  ~
00:00:05.407 ->  (111,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.466 ->  ERROR OCCUR  ~
00:00:05.526 ->  BREAK STOP  ~
00:00:05.585 ->  (110,111,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.644 ->  ERROR OCCUR  ~
00:00:05.702 ->  BREAK STOP  ~
00:00:05.762 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.821 ->  ERROR OCCUR  ~
00:00:05.878 ->  BREAK STOP  ~
00:00:05.939 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.997 ->  ERROR OCCUR  ~
00:00:06.054 ->  BREAK STOP  ~
00:00:06.113 ->  ERROR OCCUR  ~
00:00:06.171 ->  BREAK STOP  ~
00:00:06.230 ->  ERROR OCCUR  ~
00:00:06.290 ->  BREAK STOP  ~
00:00:06.349 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.409 ->  ERROR OCCUR  ~
00:00:06.466 ->  BREAK STOP  ~
00:00:06.524 ->  ERROR OCCUR  ~
00:00:06.582 ->  BREAK STOP  ~
00:00:06.640 ->  ERROR OCCUR  ~
00:00:06.699 ->  BREAK STOP  ~
00:00:06.759 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.817 ->  ERROR OCCUR  ~
00:00:06.875 ->  BREAK STOP  ~
00:00:06.935 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.993 ->  ERROR OCCUR  ~
00:00:07.054 ->  BREAK STOP  ~
00:00:07.112 ->  ERROR OCCUR  ~
00:00:07.171 ->  BREAK STOP  ~
00:00:07.230 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.289 ->  ERROR OCCUR  ~
00:00:07.347 ->  BREAK STOP  ~
