00:00:02.872 ->  SD OK~
00:00:02.956 ->  BREAK STOP~
00:00:03.218 ->  Controller Err~
00:00:04.483 ->  START~
00:00:04.543 ->  ERROR OCCUR  ~
00:00:04.603 ->  BREAK STOP  ~
00:00:04.666 ->  (122,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:04.727 ->  ERROR OCCUR  ~
00:00:04.788 ->  BREAK STOP  ~
00:00:04.850 ->  (110,122,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:04.911 ->  ERROR OCCUR  ~
00:00:04.971 ->  BREAK STOP  ~
00:00:05.033 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.095 ->  ERROR OCCUR  ~
00:00:05.157 ->  BREAK STOP  ~
00:00:05.220 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.281 ->  ERROR OCCUR  ~
00:00:05.342 ->  BREAK STOP  ~
00:00:05.402 ->  ERROR OCCUR  ~
00:00:05.463 ->  BREAK STOP  ~
00:00:05.525 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.586 ->  ERROR OCCUR  ~
00:00:05.647 ->  BREAK STOP  ~
00:00:05.939 ->  ERROR OCCUR  ~
00:00:05.998 ->  BREAK STOP  ~
00:00:06.061 ->  (112,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.121 ->  ERROR OCCUR  ~
00:00:06.185 ->  BREAK STOP  ~
00:00:06.246 ->  (110,112,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.307 ->  ERROR OCCUR  ~
00:00:06.367 ->  BREAK STOP  ~
00:00:06.429 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.490 ->  ERROR OCCUR  ~
00:00:06.549 ->  BREAK STOP  ~
00:00:06.610 ->  ERROR OCCUR  ~
00:00:06.670 ->  BREAK STOP  ~
00:00:06.732 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.793 ->  ERROR OCCUR  ~
00:00:06.852 ->  BREAK STOP  ~
00:00:06.913 ->  ERROR OCCUR  ~
00:00:06.975 ->  BREAK STOP  ~
00:00:07.037 ->  ERROR OCCUR  ~
00:00:07.096 ->  BREAK STOP  ~
00:00:07.158 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.219 ->  ERROR OCCUR  ~
00:00:07.278 ->  BREAK STOP  ~
00:00:07.339 ->  ERROR OCCUR  ~
00:00:07.399 ->  BREAK STOP  ~
00:00:07.460 ->  ERROR OCCUR  ~
00:00:07.519 ->  BREAK STOP  ~
00:00:07.581 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.642 ->  ERROR OCCUR  ~
00:00:07.702 ->  BREAK STOP  ~
00:00:07.765 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.827 ->  ERROR OCCUR  ~
00:00:07.888 ->  BREAK STOP  ~
00:00:07.948 ->  ERROR OCCUR  ~
00:00:08.007 ->  BREAK STOP  ~
00:00:08.070 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.130 ->  ERROR OCCUR  ~
00:00:08.191 ->  BREAK STOP  ~
00:00:08.253 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.314 ->  ERROR OCCUR  ~
00:00:08.373 ->  BREAK STOP  ~
00:00:08.433 ->  ERROR OCCUR  ~
00:00:08.494 ->  BREAK STOP  ~
00:00:08.554 ->  ERROR OCCUR  ~
00:00:08.617 ->  BREAK STOP  ~
00:00:08.677 ->  ERROR OCCUR  ~
00:00:08.736 ->  BREAK STOP  ~
00:00:08.799 ->  (109,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.859 ->  ERROR OCCUR  ~
00:00:08.920 ->  BREAK STOP  ~
00:00:08.982 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.043 ->  ERROR OCCUR  ~
00:00:09.102 ->  BREAK STOP  ~
00:00:09.164 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.225 ->  ERROR OCCUR  ~
00:00:09.285 ->  BREAK STOP  ~
00:00:09.346 ->  ERROR OCCUR  ~
