00:00:13.641 ->  SD OK~
00:00:13.726 ->  BREAK STOP~
00:00:13.988 ->  Controller Err~
00:00:15.254 ->  START~
00:00:15.314 ->  ERROR OCCUR  ~
00:00:15.375 ->  BREAK STOP  ~
00:00:15.438 ->  (120,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:15.500 ->  ERROR OCCUR  ~
00:00:15.560 ->  BREAK STOP  ~
00:00:15.623 ->  (108,120,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.684 ->  ERROR OCCUR  ~
00:00:15.745 ->  BREAK STOP  ~
00:00:15.806 ->  ERROR OCCUR  ~
00:00:15.867 ->  BREAK STOP  ~
00:00:15.930 ->  (106,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:15.993 ->  ERROR OCCUR  ~
00:00:16.055 ->  BREAK STOP  ~
00:00:16.116 ->  ERROR OCCUR  ~
00:00:16.177 ->  BREAK STOP  ~
00:00:16.238 ->  ERROR OCCUR  ~
00:00:16.299 ->  BREAK STOP  ~
00:00:16.362 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.423 ->  ERROR OCCUR  ~
00:00:16.484 ->  BREAK STOP  ~
00:00:16.547 ->  (107,105,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:16.608 ->  ERROR OCCUR  ~
00:00:16.669 ->  BREAK STOP  ~
00:00:16.732 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.796 ->  ERROR OCCUR  ~
00:00:16.857 ->  BREAK STOP  ~
00:00:16.920 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:16.982 ->  ERROR OCCUR  ~
00:00:17.042 ->  BREAK STOP  ~
00:00:17.103 ->  ERROR OCCUR  ~
00:00:17.164 ->  BREAK STOP  ~
00:00:17.227 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:17.289 ->  ERROR OCCUR  ~
00:00:17.349 ->  BREAK STOP  ~
00:00:17.413 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.474 ->  ERROR OCCUR  ~
00:00:17.538 ->  BREAK STOP  ~
00:00:17.600 ->  (107,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:17.661 ->  ERROR OCCUR  ~
00:00:17.722 ->  BREAK STOP  ~
00:00:17.783 ->  ERROR OCCUR  ~
00:00:17.845 ->  BREAK STOP  ~
00:00:17.907 ->  (108,107,94,94,0.00,100,0)	BREAK STOPPED ~
00:00:17.969 ->  ERROR OCCUR  ~
00:00:18.029 ->  BREAK STOP  ~
00:00:18.093 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.154 ->  ERROR OCCUR  ~
00:00:18.214 ->  BREAK STOP  ~
00:00:18.278 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.341 ->  ERROR OCCUR  ~
00:00:18.403 ->  BREAK STOP  ~
00:00:18.464 ->  ERROR OCCUR  ~
00:00:18.525 ->  BREAK STOP  ~
00:00:18.586 ->  ERROR OCCUR  ~
00:00:18.647 ->  BREAK STOP  ~
00:00:18.709 ->  (109,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.771 ->  ERROR OCCUR  ~
00:00:18.832 ->  BREAK STOP  ~
00:00:18.895 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:18.957 ->  ERROR OCCUR  ~
00:00:19.017 ->  BREAK STOP  ~
00:00:19.081 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.144 ->  ERROR OCCUR  ~
00:00:19.206 ->  BREAK STOP  ~
00:00:19.268 ->  (108,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.330 ->  ERROR OCCUR  ~
00:00:19.390 ->  BREAK STOP  ~
00:00:19.453 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.515 ->  ERROR OCCUR  ~
00:00:19.575 ->  BREAK STOP  ~
00:00:19.637 ->  ERROR OCCUR  ~
00:00:19.697 ->  BREAK STOP  ~
00:00:19.761 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:19.822 ->  ERROR OCCUR  ~
00:00:19.886 ->  BREAK STOP  ~
00:00:19.949 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.011 ->  ERROR OCCUR  ~
00:00:20.071 ->  BREAK STOP  ~
00:00:20.134 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.196 ->  ERROR OCCUR  ~
00:00:20.256 ->  BREAK STOP  ~
00:00:20.318 ->  ERROR OCCUR  ~
00:00:20.378 ->  BREAK STOP  ~
00:00:20.440 ->  ERROR OCCUR  ~
00:00:20.500 ->  BREAK STOP  ~
00:00:20.563 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:20.625 ->  ERROR OCCUR  ~
00:00:20.688 ->  BREAK STOP  ~
00:00:20.751 ->  (107,105,94,94,0.00,100,1)	BREAK STOPPED 94~
