00:00:02.717 ->  SD OK
00:00:02.754 ->  BREAK STOP
00:00:03.001 ->  Controller Set
00:00:04.756 ->  START
00:00:04.785 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED 
00:00:05.277 ->  Battery :12.31 V
00:00:05.326 ->  Speed:0.00 km/hr 
00:00:05.368 ->  Battery :12.40 V
00:00:05.417 ->  Speed:0.00 km/hr 
00:00:05.459 ->  Battery :12.40 V
00:00:05.509 ->  Speed:0.00 km/hr 
00:00:05.551 ->  Battery :12.31 V
00:00:05.600 ->  Speed:0.00 km/hr 
00:00:05.642 ->  Battery :12.31 V
00:00:05.691 ->  Speed:0.00 km/hr 
00:00:05.733 ->  Battery :12.39 V
00:00:05.782 ->  Speed:0.39 km/hr 
00:00:06.279 ->  Battery :12.43 V
00:00:06.328 ->  Speed:3.43 km/hr 
00:00:06.370 ->  Battery :12.41 V
00:00:06.419 ->  Speed:2.04 km/hr 
00:00:06.460 ->  Battery :12.36 V
00:00:06.509 ->  Speed:1.29 km/hr 
00:00:06.551 ->  Battery :12.30 V
00:00:06.600 ->  Speed:3.43 km/hr 
00:00:06.642 ->  Battery :12.34 V
00:00:06.691 ->  Speed:1.31 km/hr 
00:00:07.279 ->  Battery :12.37 V
00:00:07.328 ->  Speed:3.43 km/hr 
00:00:07.370 ->  Battery :12.43 V
00:00:07.422 ->  Speed:3.75 km/hr 
00:00:07.465 ->  Battery :12.39 V
00:00:07.515 ->  Speed:3.43 km/hr 
00:00:07.558 ->  Battery :12.40 V
00:00:07.607 ->  Speed:3.43 km/hr 
00:00:07.649 ->  Battery :12.40 V
00:00:07.698 ->  Speed:3.38 km/hr 
00:00:07.740 ->  Battery :12.37 V
00:00:07.789 ->  Speed:0.02 km/hr 
00:00:07.831 ->  Battery :12.37 V
00:00:07.880 ->  Speed:1.71 km/hr 
00:00:07.922 ->  Battery :12.44 V
00:00:07.971 ->  Speed:3.38 km/hr 
00:00:08.013 ->  Battery :12.40 V
00:00:08.066 ->  Speed:3.43 km/hr 
00:00:08.104 ->  Battery :12.28 V
00:00:08.154 ->  Speed:3.62 km/hr 
00:00:08.196 ->  Battery :12.36 V
00:00:08.245 ->  Speed:1.03 km/hr 
00:00:08.331 ->  Battery :12.37 V
00:00:08.380 ->  Speed:3.49 km/hr 
00:00:08.481 ->  Battery :12.34 V
00:00:08.530 ->  Speed:3.49 km/hr 
00:00:08.633 ->  Battery :12.34 V
00:00:08.683 ->  Speed:3.38 km/hr 
00:00:08.783 ->  Battery :12.34 V
00:00:08.834 ->  Speed:3.38 km/hr 
00:00:08.935 ->  Battery :12.36 V
00:00:08.987 ->  Speed:2.64 km/hr 
00:00:09.085 ->  Battery :12.34 V
00:00:09.136 ->  Speed:3.32 km/hr 
00:00:09.237 ->  Battery :12.34 V
00:00:09.287 ->  Speed:3.27 km/hr 
00:00:09.389 ->  Battery :12.36 V
00:00:09.438 ->  Speed:1.47 km/hr 
00:00:09.539 ->  Battery :12.34 V
00:00:09.589 ->  Speed:1.46 km/hr 
00:00:09.691 ->  Battery :12.34 V
00:00:09.740 ->  Speed:3.43 km/hr 
00:00:09.841 ->  Battery :12.36 V
00:00:09.890 ->  Speed:3.32 km/hr 
00:00:09.993 ->  Battery :12.33 V
00:00:10.042 ->  Speed:2.61 km/hr 
00:00:10.143 ->  Battery :12.34 V
00:00:10.192 ->  Speed:2.61 km/hr 
00:00:10.295 ->  Battery :12.34 V
00:00:10.344 ->  Speed:3.08 km/hr 
00:00:10.445 ->  Battery :12.31 V
00:00:10.494 ->  Speed:0.93 km/hr 
00:00:10.597 ->  Battery :12.33 V
00:00:10.646 ->  Speed:2.57 km/hr 
00:00:10.747 ->  Battery :12.34 V
00:00:10.797 ->  Speed:2.57 km/hr 
00:00:10.899 ->  Battery :12.34 V
00:00:10.948 ->  Speed:2.57 km/hr 
00:00:11.049 ->  Battery :12.34 V
00:00:11.099 ->  Speed:2.57 km/hr 
00:00:11.201 ->  Battery :12.34 V
00:00:11.250 ->  Speed:2.57 km/hr 
