00:00:03.260 ->  SD OK~
00:00:03.339 ->  BREAK STOP~
00:00:03.596 ->  Controller Err~
00:00:04.854 ->  START~
00:00:04.910 ->  ERROR OCCUR  ~
00:00:04.965 ->  BREAK STOP  ~
00:00:05.021 ->  (123,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:05.078 ->  ERROR OCCUR  ~
00:00:05.133 ->  BREAK STOP  ~
00:00:05.189 ->  (110,123,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.245 ->  ERROR OCCUR  ~
00:00:05.300 ->  BREAK STOP  ~
00:00:05.357 ->  (109,110,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.413 ->  ERROR OCCUR  ~
00:00:05.471 ->  BREAK STOP  ~
00:00:05.528 ->  (108,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.583 ->  ERROR OCCUR  ~
00:00:05.639 ->  BREAK STOP  ~
00:00:05.694 ->  ERROR OCCUR  ~
00:00:05.749 ->  BREAK STOP  ~
00:00:05.805 ->  ERROR OCCUR  ~
00:00:05.860 ->  BREAK STOP  ~
00:00:05.917 ->  (107,108,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.972 ->  ERROR OCCUR  ~
00:00:06.028 ->  BREAK STOP  ~
00:00:06.083 ->  ERROR OCCUR  ~
00:00:06.138 ->  BREAK STOP  ~
00:00:06.196 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.254 ->  ERROR OCCUR  ~
00:00:06.309 ->  BREAK STOP  ~
00:00:06.367 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.422 ->  ERROR OCCUR  ~
00:00:06.477 ->  BREAK STOP  ~
00:00:06.533 ->  ERROR OCCUR  ~
00:00:06.588 ->  BREAK STOP  ~
00:00:06.645 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.701 ->  ERROR OCCUR  ~
00:00:06.756 ->  BREAK STOP  ~
00:00:06.813 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.870 ->  ERROR OCCUR  ~
00:00:06.927 ->  BREAK STOP  ~
00:00:06.982 ->  ERROR OCCUR  ~
00:00:07.037 ->  BREAK STOP  ~
00:00:07.095 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.151 ->  ERROR OCCUR  ~
00:00:07.205 ->  BREAK STOP  ~
00:00:07.262 ->  ERROR OCCUR  ~
00:00:07.316 ->  BREAK STOP  ~
00:00:07.372 ->  ERROR OCCUR  ~
00:00:07.427 ->  BREAK STOP  ~
00:00:07.483 ->  ERROR OCCUR  ~
00:00:07.537 ->  BREAK STOP  ~
00:00:07.593 ->  ERROR OCCUR  ~
00:00:07.649 ->  BREAK STOP  ~
00:00:07.706 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.763 ->  ERROR OCCUR  ~
00:00:07.819 ->  BREAK STOP  ~
00:00:07.876 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.932 ->  ERROR OCCUR  ~
00:00:07.987 ->  BREAK STOP  ~
00:00:08.043 ->  ERROR OCCUR  ~
00:00:08.097 ->  BREAK STOP  ~
00:00:08.154 ->  ERROR OCCUR  ~
00:00:08.209 ->  BREAK STOP  ~
00:00:08.266 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.322 ->  ERROR OCCUR  ~
00:00:08.377 ->  BREAK STOP  ~
00:00:08.434 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.493 ->  ERROR OCCUR  ~
00:00:08.547 ->  BREAK STOP  ~
00:00:08.603 ->  ERROR OCCUR  ~
00:00:08.657 ->  BREAK STOP  ~
00:00:08.714 ->  ERROR OCCUR  ~
00:00:08.769 ->  BREAK STOP  ~
00:00:08.826 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:08.882 ->  ERROR OCCUR  ~
00:00:08.937 ->  BREAK STOP  ~
00:00:08.994 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.050 ->  ERROR OCCUR  ~
00:00:09.105 ->  BREAK STOP  ~
00:00:09.160 ->  ERROR OCCUR  ~
00:00:09.218 ->  BREAK STOP  ~
00:00:09.274 ->  ERROR OCCUR  ~
00:00:09.328 ->  BREAK STOP  ~
00:00:09.387 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.442 ->  ERROR OCCUR  ~
00:00:09.497 ->  BREAK STOP  ~
00:00:09.554 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:09.610 ->  ERROR OCCUR  ~
00:00:09.665 ->  BREAK STOP  ~
00:00:09.720 ->  ERROR OCCUR  ~
00:00:09.776 ->  BREAK STOP  ~
00:00:09.831 ->  ERROR OCCUR  ~
00:00:09.886 ->  BREAK STOP  ~
00:00:09.947 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
