00:00:03.293 ->  SD OK~
00:00:03.378 ->  BREAK STOP~
00:00:03.640 ->  Controller Err~
00:00:04.904 ->  START~
00:00:04.965 ->  ERROR OCCUR  ~
00:00:05.026 ->  BREAK STOP  ~
00:00:05.089 ->  (121,92,94,92,0.00,100,1)	BREAK STOPPED 94~
00:00:05.150 ->  ERROR OCCUR  ~
00:00:05.211 ->  BREAK STOP  ~
00:00:05.273 ->  (109,121,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.335 ->  ERROR OCCUR  ~
00:00:05.395 ->  BREAK STOP  ~
00:00:05.456 ->  ERROR OCCUR  ~
00:00:05.517 ->  BREAK STOP  ~
00:00:05.580 ->  (107,109,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.644 ->  ERROR OCCUR  ~
00:00:05.704 ->  BREAK STOP  ~
00:00:05.766 ->  ERROR OCCUR  ~
00:00:05.826 ->  BREAK STOP  ~
00:00:05.890 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:05.951 ->  ERROR OCCUR  ~
00:00:06.011 ->  BREAK STOP  ~
00:00:06.074 ->  (107,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.136 ->  ERROR OCCUR  ~
00:00:06.197 ->  BREAK STOP  ~
00:00:06.257 ->  ERROR OCCUR  ~
00:00:06.319 ->  BREAK STOP  ~
00:00:06.381 ->  (106,107,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.446 ->  ERROR OCCUR  ~
00:00:06.506 ->  BREAK STOP  ~
00:00:06.567 ->  ERROR OCCUR  ~
00:00:06.628 ->  BREAK STOP  ~
00:00:06.689 ->  ERROR OCCUR  ~
00:00:06.750 ->  BREAK STOP  ~
00:00:06.811 ->  ERROR OCCUR  ~
00:00:06.872 ->  BREAK STOP  ~
00:00:06.935 ->  (105,106,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:06.996 ->  ERROR OCCUR  ~
00:00:07.057 ->  BREAK STOP  ~
00:00:07.120 ->  (106,105,94,94,0.00,100,1)	BREAK STOPPED 94~
00:00:07.182 ->  ERROR OCCUR  ~
